rule_id,provider,service,category,rule_type,complexity,severity,controls_unlocked,frameworks_unlocked,framework_sample,check_type,threat_category,mitre_tactics,mitre_techniques,risk_score,domain,title,description,frameworks,compliance_ids,source_file
azure.aad.service_principal.key_credentials_configured,azure,aad,service_principal,config,L2_API_CONFIG,MEDIUM,1,1,CIS_AWS,config,,,,,,(refined),(refined),CIS_AZURE,CIS_AZURE/4.1.6,azure_rule_config/aad/azure.aad.service_principal.key_credentials_configured.yaml
azure.aad.service_principal.oauth2_permissions_restricted,azure,aad,service_principal,config,L2_API_CONFIG,MEDIUM,1,1,CIS_AWS,config,,,,,,(refined),(refined),CIS_AZURE,CIS_AZURE/4.1.6,azure_rule_config/aad/azure.aad.service_principal.oauth2_permissions_restricted.yaml
azure.aad.user.allow_guest_invites_restricted,azure,aad,user,config,L2_API_CONFIG,MEDIUM,1,1,CANADA_PBMM,config,,,,,,Check that guest user invitations are restricted for account management.,Check that guest user invitations are restricted for account management.,CANADA_PBMM,CANADA_PBMM/AC-2(9),azure_rule_config/aad/azure.aad.user.allow_guest_invites_restricted.yaml
azure.aad.user.security_key_enforcement_configured,azure,aad,user,config,L2_API_CONFIG,MEDIUM,1,1,CIS_GCP,config,,,,,,(refined),(refined),CIS_AZURE,CIS_AZURE/6.2.4,azure_rule_config/aad/azure.aad.user.security_key_enforcement_configured.yaml
azure.aad.user.user_principal_name_configured,azure,aad,user,config,L2_API_CONFIG,MEDIUM,1,1,NIST_800_171,config,,,,,,(refined),(refined); Check that all Azure AD users are identified with a unique principal name.,NIST_800_171,NIST_800_171/3.5.1,azure_rule_config/aad/azure.aad.user.user_principal_name_configured.yaml
azure.authorization.role_definition.change_control_configured,azure,authorization,role_definition,config,L2_API_CONFIG,MEDIUM,1,1,CANADA_PBMM,config,,,,,,(refined),(refined); Check that custom RBAC role definitions are not changed without approval.,CANADA_PBMM,CANADA_PBMM/CM-3(4),azure_rule_config/authorization/azure.authorization.role_definition.change_control_configured.yaml
azure.authorization.role_definition.max_session_hours_configured,azure,authorization,role_definition,config,L2_API_CONFIG,MEDIUM,1,1,NIST_800_171,config,,,,,,(refined),(refined); Check PIM/role settings for maximum activation duration is configured.,NIST_800_171,NIST_800_171/3.1.11,azure_rule_config/authorization/azure.authorization.role_definition.max_session_hours_configured.yaml
azure.backup.recovery_vaults.redundancy_configured,azure,backup,recovery_vaults,config,L2_API_CONFIG,MEDIUM,1,1,CANADA_PBMM,config,,,,,,Ensure Recovery Vaults are configured with geo-redundant storage.,Ensure Recovery Vaults are configured with geo-redundant storage.,CANADA_PBMM,CANADA_PBMM/CP-8(3),azure_rule_config/backup/azure.backup.recovery_vaults.redundancy_configured.yaml
azure.compute.virtual_machine.boot_diagnostics_configured,azure,compute,virtual_machine,config,L2_API_CONFIG,MEDIUM,1,1,CANADA_PBMM,config,,,,,,Check that Azure VMs have boot diagnostics enabled for recovery troubleshooting,Check that Azure VMs have boot diagnostics enabled for recovery troubleshooting,CANADA_PBMM,CANADA_PBMM/CP-2(6),azure_rule_config/compute/azure.compute.virtual_machine.boot_diagnostics_configured.yaml
azure.compute.virtual_machine.recovery_automation_configured,azure,compute,virtual_machine,config,L2_API_CONFIG,MEDIUM,1,1,CANADA_PBMM,config,,,,,,(refined),"(refined); Check Azure VMs have recovery automation (e.g., boot diagnostics, availability sets/zones) configured.",CANADA_PBMM,CANADA_PBMM/CP-2(8),azure_rule_config/compute/azure.compute.virtual_machine.recovery_automation_configured.yaml
azure.entra.notification.group_mapping_configured,azure,entra,notification,config,L2_API_CONFIG,MEDIUM,1,1,CIS_OCI,config,,,,,,(refined),(refined),CIS_AZURE,CIS_AZURE/9.1.13,azure_rule_config/entra/azure.entra.notification.group_mapping_configured.yaml
azure.entra.user.tenant_admin_api_keys_absent_configured,azure,entra,user,config,L2_API_CONFIG,MEDIUM,1,1,CIS_OCI,config,,,,,,(refined),(refined),CIS_AZURE,CIS_AZURE/6.26,azure_rule_config/entra/azure.entra.user.tenant_admin_api_keys_absent_configured.yaml
azure.functionapp.secrets_in_keyvault_configured,azure,functionapp,secrets_in_keyvault_configured,config,L2_API_CONFIG,MEDIUM,1,1,CIS_AWS,config,,,,,,(refined),(refined),CIS_AZURE,CIS_AZURE/2.5,azure_rule_config/functionapp/azure.functionapp.secrets_in_keyvault_configured.yaml
azure.iam.role.wildcard_action_configured,azure,iam,role,config,L2_API_CONFIG,HIGH,1,1,CIS_GCP,config,,,,,,(refined),(refined),CIS_AZURE,CIS_AZURE/4.1.3,azure_rule_config/iam/azure.iam.role.wildcard_action_configured.yaml
azure.netappfiles.encryption.key_source_cmk_check,azure,netappfiles,encryption,config,L2_API_CONFIG,HIGH,1,1,CIS_AZURE,config,,,,,,Ensure 'Encryption key source' is set to 'Customer Managed  Key' for Azure NetAp,Ensure 'Encryption key source' is set to 'Customer Managed  Key' for Azure NetAp,CIS_AZURE,cis_azure_10.1,azure_rule_config/netappfiles/azure.netappfiles.encryption.key_source_cmk_check.yaml
azure.vpn.virtual_network_gateway.split_tunnel_configured,azure,vpn,virtual_network_gateway,config,L2_API_CONFIG,MEDIUM,1,1,NIST_800_171,config,,,,,,check that Azure VPN gateway point-to-site configurations disable split tunneling,check that Azure VPN gateway point-to-site configurations disable split tunneling; (refined),NIST_800_171,NIST_800_171/3.13.7,azure_rule_config/vpn/azure.vpn.virtual_network_gateway.split_tunnel_configured.yaml
gcp.cloud_security_scanner.scan_config.exists,gcp,cloud_security_scanner,scan_config,config,L2_API_CONFIG,MEDIUM,1,1,CIS_OCI,config,,,,,,(refined),(refined),CSPM_BEST_PRACTICE,CSPM_BEST_PRACTICE,gcp_rule_config/cloud_security_scanner/gcp.cloud_security_scanner.scan_config.exists.yaml
gcp.compute.disk.delete_rule_configured,gcp,compute,disk,config,L2_API_CONFIG,MEDIUM,1,1,NIST_800_171,config,,,,,,Check that persistent disks are configured to be deleted on instance deletion.,Check that persistent disks are configured to be deleted on instance deletion.; (refined),CSPM_BEST_PRACTICE,CSPM_BEST_PRACTICE,gcp_rule_config/compute/gcp.compute.disk.delete_rule_configured.yaml
gcp.compute.instance.automatic_restart_configured,gcp,compute,instance,config,L2_API_CONFIG,MEDIUM,1,1,CANADA_PBMM,config,,,,,,Check Compute Engine instances are configured with automatic restart for recovery,Check Compute Engine instances are configured with automatic restart for recovery,CSPM_BEST_PRACTICE,CSPM_BEST_PRACTICE,gcp_rule_config/compute/gcp.compute.instance.automatic_restart_configured.yaml
gcp.compute.instance.maintenance_behavior_configured,gcp,compute,instance,config,L2_API_CONFIG,MEDIUM,1,1,CANADA_PBMM,config,,,,,,Check that Compute Engine instances are configured to terminate on stop for non-local maintenance.,Check that Compute Engine instances are configured to terminate on stop for non-local maintenance.,CSPM_BEST_PRACTICE,CSPM_BEST_PRACTICE,gcp_rule_config/compute/gcp.compute.instance.maintenance_behavior_configured.yaml
gcp.compute.instance.maintenance_policy_configured,gcp,compute,instance,config,L2_API_CONFIG,MEDIUM,1,1,CANADA_PBMM,config,,,,,,Check Compute Engine instances have automated or approved maintenance policies.,Check Compute Engine instances have automated or approved maintenance policies.; (refined),CANADA_PBMM,CANADA_PBMM/MA-6,gcp_rule_config/compute/gcp.compute.instance.maintenance_policy_configured.yaml
gcp.compute.instance.recovery_automation_configured,gcp,compute,instance,config,L2_API_CONFIG,MEDIUM,1,1,CANADA_PBMM,config,,,,,,"Check Compute Engine instances have recovery automation (e.g., auto-restart, managed instance groups) configured.","Check Compute Engine instances have recovery automation (e.g., auto-restart, managed instance groups) configured.; (refined)",CANADA_PBMM,CANADA_PBMM/CP-10,gcp_rule_config/compute/gcp.compute.instance.recovery_automation_configured.yaml
gcp.compute.instance.required_tags_configured,gcp,compute,instance,config,L2_API_CONFIG,MEDIUM,1,1,CANADA_PBMM,config,,,,,,Check that Compute Engine instances have required tags for configuration management.,Check that Compute Engine instances have required tags for configuration management.,CANADA_PBMM,CANADA_PBMM/CM-6(1),gcp_rule_config/compute/gcp.compute.instance.required_tags_configured.yaml
gcp.compute.network.default_in_use_configured,gcp,compute,network,config,L2_API_CONFIG,MEDIUM,1,1,ISO27001_2022,config,,,,,,Network Security,Network Security,ISO27001_2022,iso27001_2022_A.8.20,gcp_rule_config/compute/gcp.compute.network.default_in_use_configured.yaml
gcp.gke.cluster.alpha_features_disabled_for_production_configured,gcp,gke,cluster,config,L2_API_CONFIG,MEDIUM,1,1,CIS_GCP,config,,,,,,Ensure that Alpha clusters are not used for production  workloads,Ensure that Alpha clusters are not used for production  workloads,CIS_GCP,cis_gcp_5.10.2,gcp_rule_config/gke/gcp.gke.cluster.alpha_features_disabled_for_production_configured.yaml
gcp.gke.node.pool_auto_repair_status_check,gcp,gke,node,config,L2_API_CONFIG,MEDIUM,1,1,CIS_GCP,config,,,,,,Ensure Node Auto-Repair is Enabled for GKE Nodes,Ensure Node Auto-Repair is Enabled for GKE Nodes,CIS_GCP,cis_gcp_5.5.2,gcp_rule_config/gke/gcp.gke.node.pool_auto_repair_status_check.yaml
gcp.iam.group.has_users_check,gcp,iam,group,config,L2_API_CONFIG,MEDIUM,1,1,CISA_CE,config,,,,,,Grant access based on need-to-know and least privilege,Grant access based on need-to-know and least privilege,CISA_CE,cisa_ce_v1_Your_Surroundings_2,gcp_rule_config/iam/gcp.iam.group.has_users_check.yaml
gcp.iam.no.guest_accounts_with_permissions_restricted,gcp,iam,no,config,L2_API_CONFIG,MEDIUM,1,1,RBI_BANK,config,,,,,,Guest Account Management,Guest Account Management,RBI_BANK,rbi_bank_9.3,gcp_rule_config/iam/gcp.iam.no.guest_accounts_with_permissions_restricted.yaml
gcp.iam.notification.group_mapping_configured,gcp,iam,notification,config,L2_API_CONFIG,MEDIUM,1,1,CIS_OCI,config,,,,,,(refined),(refined),CIS,CIS/4.4,gcp_rule_config/iam/gcp.iam.notification.group_mapping_configured.yaml
gcp.iam.role.permission_configured,gcp,iam,role,config,L2_API_CONFIG,MEDIUM,1,1,CANADA_PBMM,config,,,,,,Check IAM custom roles for unauthorized maintenance tool actions,Check IAM custom roles for unauthorized maintenance tool actions; (refined),CANADA_PBMM,CANADA_PBMM/MA-3(3),gcp_rule_config/iam/gcp.iam.role.permission_configured.yaml
gcp.iam.service.account_sod_check,gcp,iam,service,config,L2_API_CONFIG,MEDIUM,1,1,CIS_GCP,config,,,,,,Ensure That Separation of Duties Is Enforced While Assigning  Service Account Re,Ensure That Separation of Duties Is Enforced While Assigning  Service Account Re,CIS_GCP,cis_gcp_1.8,gcp_rule_config/iam/gcp.iam.service.account_sod_check.yaml
gcp.loadbalancing.desync_mitigation_mode_configured,gcp,loadbalancing,desync_mitigation_mode_configured,config,L2_API_CONFIG,MEDIUM,1,1,PCI_DSS,config,,,,,,Examine audit log configurations and log data to verify that changes to identifi,Examine audit log configurations and log data to verify that changes to identifi,CSPM_BEST_PRACTICE,CSPM_BEST_PRACTICE,gcp_rule_config/loadbalancing/gcp.loadbalancing.desync_mitigation_mode_configured.yaml
gcp.organization_policy.constraint_configured,gcp,organization_policy,constraint_configured,config,L2_API_CONFIG,MEDIUM,1,1,NIST_800_171,config,,,,,,Check that organization policy constraints require change approval for critical resources.,Check that organization policy constraints require change approval for critical resources.,CANADA_PBMM,CANADA_PBMM/CM-3,gcp_rule_config/organization_policy/gcp.organization_policy.constraint_configured.yaml
gcp.resourcemanager.organization.hierarchy_configured,gcp,resourcemanager,organization,config,L2_API_CONFIG,MEDIUM,1,1,PCI_DSS,config,,,,,,Requirement 7.2.5.1,Requirement 7.2.5.1,CSPM_BEST_PRACTICE,CSPM_BEST_PRACTICE,gcp_rule_config/resourcemanager/gcp.resourcemanager.organization.hierarchy_configured.yaml
gcp.sql.instance.log_error_verbosity_check,gcp,sql,instance,config,L2_API_CONFIG,MEDIUM,1,1,CIS_GCP,config,,,,,,Ensure ‘Log_error_verbosity’ Database Flag for Cloud SQL  PostgreSQL Instance Is,Ensure ‘Log_error_verbosity’ Database Flag for Cloud SQL  PostgreSQL Instance Is,CIS_GCP,cis_gcp_6.2.1,gcp_rule_config/sql/gcp.sql.instance.log_error_verbosity_check.yaml
gcp.sql.instance.log_min_messages_compliance_check,gcp,sql,instance,config,L2_API_CONFIG,MEDIUM,1,1,CIS_GCP,config,,,,,,Ensure that the ‘Log_min_messages’ Flag for a Cloud SQL  PostgreSQL Instance is,Ensure that the ‘Log_min_messages’ Flag for a Cloud SQL  PostgreSQL Instance is,CIS_GCP,cis_gcp_6.2.5,gcp_rule_config/sql/gcp.sql.instance.log_min_messages_compliance_check.yaml
gcp.sql.instance.user_connections_flag_non_limiting_configured,gcp,sql,instance,config,L2_API_CONFIG,MEDIUM,1,1,CIS_GCP,config,,,,,,Ensure 'user Connections' Database Flag for Cloud SQL  SQL Server Instance Is Se,Ensure 'user Connections' Database Flag for Cloud SQL  SQL Server Instance Is Se,CIS_GCP,cis_gcp_6.3.3,gcp_rule_config/sql/gcp.sql.instance.user_connections_flag_non_limiting_configured.yaml
gcp.sql.instance.user_options_flag_not_configured,gcp,sql,instance,config,L2_API_CONFIG,MEDIUM,1,1,CIS_GCP,config,,,,,,Ensure 'user options' Database Flag for Cloud SQL SQL  Server Instance Is Not Co,Ensure 'user options' Database Flag for Cloud SQL SQL  Server Instance Is Not Co,CIS_GCP,cis_gcp_6.3.4,gcp_rule_config/sql/gcp.sql.instance.user_options_flag_not_configured.yaml
gcp.sql.mysql.skip_show_database_flag_check,gcp,sql,mysql,config,L2_API_CONFIG,MEDIUM,1,1,CIS_GCP,config,,,,,,Ensure ‘Skip_show_database’ Database Flag for Cloud  SQL MySQL Instance Is Set t,Ensure ‘Skip_show_database’ Database Flag for Cloud  SQL MySQL Instance Is Set t,CIS_GCP,cis_gcp_6.1.2,gcp_rule_config/sql/gcp.sql.mysql.skip_show_database_flag_check.yaml
gcp.sql.postgresql.log_connections_flag_check,gcp,sql,postgresql,config,L2_API_CONFIG,MEDIUM,1,1,CIS_GCP,config,,,,,,Ensure That the ‘Log_connections’ Database Flag for Cloud  SQL PostgreSQL Instan,Ensure That the ‘Log_connections’ Database Flag for Cloud  SQL PostgreSQL Instan,CIS_GCP,cis_gcp_6.2.2,gcp_rule_config/sql/gcp.sql.postgresql.log_connections_flag_check.yaml
gcp.sql.postgresql.log_min_error_statement_compliance_check,gcp,sql,postgresql,config,L2_API_CONFIG,MEDIUM,1,1,CIS_GCP,config,,,,,,Ensure ‘Log_min_error_statement’ Database Flag for Cloud  SQL PostgreSQL Instanc,Ensure ‘Log_min_error_statement’ Database Flag for Cloud  SQL PostgreSQL Instanc,CIS_GCP,cis_gcp_6.2.6,gcp_rule_config/sql/gcp.sql.postgresql.log_min_error_statement_compliance_check.yaml
gcp.sql.postgresql.log_statement_flag_check,gcp,sql,postgresql,config,L2_API_CONFIG,MEDIUM,1,1,CIS_GCP,config,,,,,,Ensure ‘Log_statement’ Database Flag for Cloud SQL  PostgreSQL Instance Is Set A,Ensure ‘Log_statement’ Database Flag for Cloud SQL  PostgreSQL Instance Is Set A,CIS_GCP,cis_gcp_6.2.4,gcp_rule_config/sql/gcp.sql.postgresql.log_statement_flag_check.yaml
gcp.vpn.ha_vpn_gateway.split_tunnel_configured,gcp,vpn,ha_vpn_gateway,config,L2_API_CONFIG,MEDIUM,1,1,NIST_800_171,config,,,,,,check that Google Cloud VPN gateways for classic VPN do not have split tunneling enabled for peer configurations,check that Google Cloud VPN gateways for classic VPN do not have split tunneling enabled for peer configurations; (refined),NIST_800_171,NIST_800_171/3.13.7,gcp_rule_config/vpn/gcp.vpn.ha_vpn_gateway.split_tunnel_configured.yaml
ibm.activity_tracker.configuration.enabled,ibm,activity_tracker,configuration,config,L2_API_CONFIG,MEDIUM,1,1,NIST_800_171,config,,,,,,PARTIAL: ibm.activity_tracker.configuration.enabled ||| verifies audit log generation but not the underlying time sync mechanism for stamps,PARTIAL: ibm.activity_tracker.configuration.enabled ||| verifies audit log generation but not the underlying time sync mechanism for stamps,NIST_800_171,NIST_800_171/3.3.7,ibm_rule_config/activity_tracker/ibm.activity_tracker.configuration.enabled.yaml
ibm.activity_tracker.data_encryption_at_rest_configured,ibm,activity_tracker,data_encryption_at_rest_configured,config,L2_API_CONFIG,HIGH,1,1,CIS_IBM,config,,,,,,Ensure Activity Tracker data is encrypted at rest,Ensure Activity Tracker data is encrypted at rest,CIS_IBM,cis_ibm_3.6,ibm_rule_config/activity_tracker/ibm.activity_tracker.data_encryption_at_rest_configured.yaml
ibm.activity_tracker.event_routing.enabled,ibm,activity_tracker,event_routing,config,L2_API_CONFIG,MEDIUM,1,1,NIST_800_171,config,,,,,,PARTIAL: ibm.activity_tracker.event_routing.enabled ||| verifies audit logging exists for platform actions but not VoIP-specific monitoring,PARTIAL: ibm.activity_tracker.event_routing.enabled ||| verifies audit logging exists for platform actions but not VoIP-specific monitoring,NIST_800_171,NIST_800_171/3.13.14,ibm_rule_config/activity_tracker/ibm.activity_tracker.event_routing.enabled.yaml
ibm.activity_tracker.login_ip_restriction_check,ibm,activity_tracker,login_ip_restriction_check,config,L2_API_CONFIG,MEDIUM,1,1,CIS_IBM,config,,,,,,Ensure the account owner can login only from a list of  authorized countries/IP,Ensure the account owner can login only from a list of  authorized countries/IP,CIS_IBM,cis_ibm_3.5,ibm_rule_config/activity_tracker/ibm.activity_tracker.login_ip_restriction_check.yaml
ibm.activity_tracker.route.destination_and_filter_configured,ibm,activity_tracker,route,config,L2_API_CONFIG,MEDIUM,1,1,CANADA_PBMM,config,,,,,,Ensure an Activity Tracker route exists that routes all management events to a secure destination.,Ensure an Activity Tracker route exists that routes all management events to a secure destination.,CANADA_PBMM,CANADA_PBMM/AU-2(3),ibm_rule_config/activity_tracker/ibm.activity_tracker.route.destination_and_filter_configured.yaml
ibm.activity_tracker.tracker.log_retention_days_configured,ibm,activity_tracker,tracker,config,L2_API_CONFIG,MEDIUM,1,1,PCI_DSS,config,,,,,,(refined),(refined),CIS_IBM,CIS_IBM/3.2,ibm_rule_config/activity_tracker/ibm.activity_tracker.tracker.log_retention_days_configured.yaml
ibm.cdn.distributions.custom_ssl_certificate_configured,ibm,cdn,distributions,config,L2_API_CONFIG,HIGH,1,1,PCI_DSS,config,,,,,,Examine key storage locations and observe processes to verify that keys are stor,Examine key storage locations and observe processes to verify that keys are stor,PCI_DSS,pci_dss_v4_3.6.1.4,ibm_rule_config/cdn/ibm.cdn.distributions.custom_ssl_certificate_configured.yaml
ibm.cis.ddos.protection_proxied_status_check,ibm,cis,ddos,config,L2_API_CONFIG,MEDIUM,1,1,CIS_IBM,config,,,,,,Ensure DDoS protection is Active on IBM Cloud Internet  Services,Ensure DDoS protection is Active on IBM Cloud Internet  Services,CIS_IBM,cis_ibm_6.1.3,ibm_rule_config/cis/ibm.cis.ddos.protection_proxied_status_check.yaml
ibm.cis.waf.enabled_status_check,ibm,cis,waf,config,L2_API_CONFIG,MEDIUM,1,1,CIS_IBM,config,,,,,,Ensure Web application firewall is set to ON in IBM Cloud  Internet Services (CI,Ensure Web application firewall is set to ON in IBM Cloud  Internet Services (CI,CIS_IBM,cis_ibm_6.1.2,ibm_rule_config/cis/ibm.cis.waf.enabled_status_check.yaml
ibm.cloud_databases.cluster.copy_tags_to_snapshots_configured,ibm,cloud_databases,cluster,config,L2_API_CONFIG,MEDIUM,1,1,ISO27001_2022,config,,,,,,Labelling Of Information,Labelling Of Information,ISO27001_2022,iso27001_2022_A.5.13,ibm_rule_config/cloud_databases/ibm.cloud_databases.cluster.copy_tags_to_snapshots_configured.yaml
ibm.cloud_databases.connection.credentials_in_secrets_manager_configured,ibm,cloud_databases,connection,config,L2_API_CONFIG,MEDIUM,1,1,CIS_AWS,config,,,,,,(refined),(refined),CSPM_BEST_PRACTICE,CSPM_BEST_PRACTICE,ibm_rule_config/cloud_databases/ibm.cloud_databases.connection.credentials_in_secrets_manager_configured.yaml
ibm.cloud_databases.instance.backup_policies_configured,ibm,cloud_databases,instance,config,L2_API_CONFIG,MEDIUM,1,1,CANADA_PBMM,config,,,,,,Check IBM Cloud Databases instance backup policy is configured,Check IBM Cloud Databases instance backup policy is configured,CANADA_PBMM,CANADA_PBMM/CP-10(2),ibm_rule_config/cloud_databases/ibm.cloud_databases.instance.backup_policies_configured.yaml
ibm.cloud_databases.opensearch.service_domains_fault_tolerant_data_nodes_configured,ibm,cloud_databases,opensearch,config,L2_API_CONFIG,MEDIUM,1,1,ISO27001_2022,config,,,,,,Redundancy of information processing facilities,Redundancy of information processing facilities,ISO27001_2022,iso27001_2022_A.8.14,ibm_rule_config/cloud_databases/ibm.cloud_databases.opensearch.service_domains_fault_tolerant_data_nodes_configured.yaml
ibm.cloud_databases.opensearch.service_domains_fault_tolerant_master_nodes_configured,ibm,cloud_databases,opensearch,config,L2_API_CONFIG,MEDIUM,1,1,ISO27001_2022,config,,,,,,Redundancy of information processing facilities,Redundancy of information processing facilities,ISO27001_2022,iso27001_2022_A.8.14,ibm_rule_config/cloud_databases/ibm.cloud_databases.opensearch.service_domains_fault_tolerant_master_nodes_configured.yaml
ibm.cloud_databases.opensearch.service_domains_not_publicly_accessible_restricted,ibm,cloud_databases,opensearch,config,L2_API_CONFIG,HIGH,1,1,ISO27001_2022,config,,,,,,User Endpoint Devices,User Endpoint Devices,ISO27001_2022,iso27001_2022_A.8.1,ibm_rule_config/cloud_databases/ibm.cloud_databases.opensearch.service_domains_not_publicly_accessible_restricted.yaml
ibm.cloud_databases.postgresql.backup_policy_configured,ibm,cloud_databases,postgresql,config,L2_API_CONFIG,MEDIUM,1,1,CANADA_PBMM,config,,,,,,Check IBM Databases for PostgreSQL backup policy is configured,Check IBM Databases for PostgreSQL backup policy is configured,CANADA_PBMM,CANADA_PBMM/CP-7(1),ibm_rule_config/cloud_databases/ibm.cloud_databases.postgresql.backup_policy_configured.yaml
ibm.cloudant.database.non_del_doc_purge_configured,ibm,cloudant,database,config,L2_API_CONFIG,MEDIUM,1,1,CANADA_PBMM,config,,,,,,Check IBM Cloudant database has non-deleted document purging disabled for backup.,Check IBM Cloudant database has non-deleted document purging disabled for backup.,CANADA_PBMM,CANADA_PBMM/CP-9(3),ibm_rule_config/cloudant/ibm.cloudant.database.non_del_doc_purge_configured.yaml
ibm.cloudant.instance.https_enforcement_configured,ibm,cloudant,instance,config,L2_API_CONFIG,HIGH,1,1,CIS_IBM,config,,,,,,Ensure IBM Cloudant is only accessible via HTTPS or TLS  Connections,Ensure IBM Cloudant is only accessible via HTTPS or TLS  Connections,CIS_IBM,cis_ibm_5.3,ibm_rule_config/cloudant/ibm.cloudant.instance.https_enforcement_configured.yaml
ibm.cos.signed_url.allowed_protocols_https_only,ibm,cos,signed_url,config,L2_API_CONFIG,HIGH,1,1,CIS_AZURE,config,,,,,,(refined),(refined),CIS,CIS/2.1.1.1,ibm_rule_config/cos/ibm.cos.signed_url.allowed_protocols_https_only.yaml
ibm.direct_link.connection.redundancy_configured,ibm,direct_link,connection,config,L2_API_CONFIG,MEDIUM,1,1,ISO27001_2022,config,,,,,,Redundancy of information processing facilities,Redundancy of information processing facilities,ISO27001_2022,iso27001_2022_A.8.14,ibm_rule_config/direct_link/ibm.direct_link.connection.redundancy_configured.yaml
ibm.direct_link.virtual.interface_redundancy_configured,ibm,direct_link,virtual,config,L2_API_CONFIG,MEDIUM,1,1,ISO27001_2022,config,,,,,,Redundancy of information processing facilities,Redundancy of information processing facilities,ISO27001_2022,iso27001_2022_A.8.14,ibm_rule_config/direct_link/ibm.direct_link.virtual.interface_redundancy_configured.yaml
ibm.dns.dnssec.disabled,ibm,dns,dnssec,config,L2_API_CONFIG,MEDIUM,1,1,SOC2,config,,,,,,"CC6.7 The entity restricts the transmission, movement, and removal of informatio","CC6.7 The entity restricts the transmission, movement, and removal of informatio",SOC2,soc2_cc_6_7,ibm_rule_config/dns/ibm.dns.dnssec.disabled.yaml
ibm.dns.rsasha1.in_use_to_zone_sign_in_dnssec_configured,ibm,dns,rsasha1,config,L2_API_CONFIG,MEDIUM,1,1,SOC2,config,,,,,,"CC6.7 The entity restricts the transmission, movement, and removal of informatio","CC6.7 The entity restricts the transmission, movement, and removal of informatio",SOC2,soc2_cc_6_7,ibm_rule_config/dns/ibm.dns.rsasha1.in_use_to_zone_sign_in_dnssec_configured.yaml
ibm.functions.app.access_keys_configured,ibm,functions,app,config,L2_API_CONFIG,MEDIUM,1,1,ISO27001_2022,config,,,,,,Information Access Restriction,Information Access Restriction,ISO27001_2022,iso27001_2022_A.8.3,ibm_rule_config/functions/ibm.functions.app.access_keys_configured.yaml
ibm.functions.app.identity_without_admin_privileges_configured,ibm,functions,app,config,L2_API_CONFIG,MEDIUM,1,1,SOC2,config,,,,,,CC3.3 COSO Principle 8: The entity considers the potential for fraud in assessin,CC3.3 COSO Principle 8: The entity considers the potential for fraud in assessin,SOC2,soc2_cc_3_3,ibm_rule_config/functions/ibm.functions.app.identity_without_admin_privileges_configured.yaml
ibm.functions.function.secrets_in_secrets_manager_configured,ibm,functions,function,config,L2_API_CONFIG,MEDIUM,1,1,CIS_AWS,config,,,,,,(refined),(refined),CSPM_BEST_PRACTICE,CSPM_BEST_PRACTICE,ibm_rule_config/functions/ibm.functions.function.secrets_in_secrets_manager_configured.yaml
ibm.iam.access_group.external_member_check,ibm,iam,access_group,config,L2_API_CONFIG,MEDIUM,1,1,CANADA_PBMM,config,,,,,,(refined),(refined),CANADA_PBMM,CANADA_PBMM/SA-9(1),ibm_rule_config/iam/ibm.iam.access_group.external_member_check.yaml
ibm.iam.account_settings.login_policy_configured,ibm,iam,account_settings,config,L2_API_CONFIG,MEDIUM,1,1,NIST_800_171,config,,,,,,PARTIAL: ibm.iam.account_settings.login_policy ||| verifies config exists but not testing execution,PARTIAL: ibm.iam.account_settings.login_policy ||| verifies config exists but not testing execution,NIST_800_171,NIST_800_171/3.1.8,ibm_rule_config/iam/ibm.iam.account_settings.login_policy_configured.yaml
ibm.iam.api.key_unused_detection_configured,ibm,iam,api,config,L2_API_CONFIG,MEDIUM,1,1,CIS_IBM,config,,,,,,Ensure API keys unused for 180 days are detected and  optionally disabled,Ensure API keys unused for 180 days are detected and  optionally disabled,CIS_IBM,cis_ibm_1.2,ibm_rule_config/iam/ibm.iam.api.key_unused_detection_configured.yaml
ibm.iam.group.restrict_user_access_features_configured,ibm,iam,group,config,L2_API_CONFIG,MEDIUM,1,1,CIS_AZURE,config,,,,,,(refined),(refined),CSPM_BEST_PRACTICE,CSPM_BEST_PRACTICE,ibm_rule_config/iam/ibm.iam.group.restrict_user_access_features_configured.yaml
ibm.iam.identity.federation_status_configured,ibm,iam,identity,config,L2_API_CONFIG,MEDIUM,1,1,CIS_IBM,config,,,,,,Ensure Identity Federation is set up with a Corporate IDP,Ensure Identity Federation is set up with a Corporate IDP,CIS_IBM,cis_ibm_1.19,ibm_rule_config/iam/ibm.iam.identity.federation_status_configured.yaml
ibm.iam.no.guest_accounts_with_permissions_restricted,ibm,iam,no,config,L2_API_CONFIG,MEDIUM,1,1,RBI_BANK,config,,,,,,Guest Account Management,Guest Account Management,RBI_BANK,rbi_bank_9.3,ibm_rule_config/iam/ibm.iam.no.guest_accounts_with_permissions_restricted.yaml
ibm.iam.policy.least_privilege_enforced,ibm,iam,policy,config,L2_API_CONFIG,MEDIUM,1,1,CIS_AZURE,config,,,,,,(refined),(refined),CIS_IBM,CIS_IBM/1.14,ibm_rule_config/iam/ibm.iam.policy.least_privilege_enforced.yaml
ibm.iam.policy.policy_conditions_used_configured,ibm,iam,policy,config,L2_API_CONFIG,MEDIUM,1,1,CIS_GCP,config,,,,,,(refined),(refined),CSPM_BEST_PRACTICE,CSPM_BEST_PRACTICE,ibm_rule_config/iam/ibm.iam.policy.policy_conditions_used_configured.yaml
