yaml_rule_id,yaml_service,yaml_resource_kind,domain,severity,scope,assertion_id,ai_match_rule_id,ai_confidence,ai_reasoning,csv_service,csv_category,csv_provider_service,aws_mapped_compliance_functions,aws_mapped_compliance_ids,top_candidate_pool,review_decision
aws.eks.api.wildcard_verbs_disallowed_configured,eks,api,configuration_and_change_management,medium,eks.api.configuration,security.configuration.eks_api_wildcard_verbs_disallowed_configured,aws.k8s.api.wildcard_verbs_disallowed,high,"Both rules target the same technical control of disallowing wildcard verbs in Kubernetes API configurations, with 'eks' being a specific AWS implementation of Kubernetes.",k8s,k8s,"boto3.client(""k8s"")",,,aws.k8s.api.wildcard_verbs_disallowed(1.0); aws.organizations.account.api_access_keys_root_or_owner_disallowed(0.2); aws.organizations.organization.api_access_keys_root_or_owner_disallowed(0.2); aws.k8s.api.profiling_disabled(0.167); aws.api_gatewayv2.stage.api_stage_burst_limit_configured(0.143),
aws.eks.cluster.endpoint_access_configured,eks,cluster,configuration_and_change_management,medium,eks.cluster.configuration,security.configuration.eks_cluster_endpoint_access_configured,aws.eks.cluster.endpoint_access_check:aws.eks.cluster.private_control_plane_endpoint_enabled,high,"Both rules focus on EKS cluster endpoint access configuration, with the candidate explicitly checking for private control plane endpoint settings.",eks,,"boto3.client(""eks"")",aws.eks.cluster.endpoint_access_check,"canada_pbmm_moderate_multi_cloud_CCCS_AC-17_0013,canada_pbmm_moderate_multi_cloud_CCCS_CA-7_0039,canada_pbmm_moderate_multi_cloud_CCCS_CM-2_0042,canada_pbmm_moderate_multi_cloud_CCCS_CM-6_0046,canada_pbmm_moderate_multi_cloud_CCCS_CM-7_0047,canada_pbmm_moderate_multi_cloud_CCCS_SC-7_0132,canada_pbmm_moderate_multi_cloud_CCCS_SI-2_0147,cis_aws_aws_12.6_0075,cis_aws_aws_2.1.4_0038,cis_aws_aws_2.2.3_0042,cis_aws_aws_5.4.2_0187,cis_aws_aws_6.3_0084,cis_aws_aws_6.5_0086,cis_aws_aws_6.7_0125,cisa_ce_v1_multi_cloud_Booting_Up-4_0012,cisa_ce_v1_multi_cloud_Your_Data-1_0017,fedramp_moderate_multi_cloud_AC-17_0034,fedramp_moderate_multi_cloud_AC-17_1_0035,fedramp_moderate_multi_cloud_AC-17_2_0036,fedramp_moderate_multi_cloud_AC-17_3_0037,fedramp_moderate_multi_cloud_AC-17_4_0038,fedramp_moderate_multi_cloud_CA-7_0093,fedramp_moderate_multi_cloud_CA-7_1_0094,fedramp_moderate_multi_cloud_CA-7_4_0095,fedramp_moderate_multi_cloud_CM-2_0101,fedramp_moderate_multi_cloud_CM-2_2_0102,fedramp_moderate_multi_cloud_CM-2_3_0103,fedramp_moderate_multi_cloud_CM-2_7_0104,fedramp_moderate_multi_cloud_CM-6_0116,fedramp_moderate_multi_cloud_CM-6_1_0117,fedramp_moderate_multi_cloud_CM-6_2_0118,fedramp_moderate_multi_cloud_CM-7_0119,fedramp_moderate_multi_cloud_CM-7_1_0120,fedramp_moderate_multi_cloud_CM-7_2_0121,fedramp_moderate_multi_cloud_CM-7_5_0122,fedramp_moderate_multi_cloud_SC-7_0332,fedramp_moderate_multi_cloud_SC-7_10_0338,fedramp_moderate_multi_cloud_SC-7_12_0339,fedramp_moderate_multi_cloud_SC-7_18_0340,fedramp_moderate_multi_cloud_SC-7_20_0341,fedramp_moderate_multi_cloud_SC-7_21_0342,fedramp_moderate_multi_cloud_SC-7_3_0333,fedramp_moderate_multi_cloud_SC-7_4_0334,fedramp_moderate_multi_cloud_SC-7_5_0335,fedramp_moderate_multi_cloud_SC-7_7_0336,fedramp_moderate_multi_cloud_SC-7_8_0337,fedramp_moderate_multi_cloud_SI-2_0363,fedramp_moderate_multi_cloud_SI-2_2_0364,fedramp_moderate_multi_cloud_SI-2_3_0365,gdpr_multi_cloud_Article_25_Data_protection_by_design_and_by_defaul_0001,gdpr_multi_cloud_Article_30_Records_of_processing_activities_0002,hipaa_multi_cloud_164_308_a_1_ii_b_0002,hipaa_multi_cloud_164_308_a_1_ii_d_0003,hipaa_multi_cloud_164_308_a_3_i_0004,hipaa_multi_cloud_164_308_a_3_ii_a_0005,hipaa_multi_cloud_164_308_a_6_i_0015,hipaa_multi_cloud_164_308_a_6_ii_0016,hipaa_multi_cloud_164_312_a_1_0022,hipaa_multi_cloud_164_312_a_2_i_0023,hipaa_multi_cloud_164_312_b_0026,hipaa_multi_cloud_164_312_c_2_0028,hipaa_multi_cloud_164_312_e_1_0030,iso27001_2022_multi_cloud_A.12.4_0002,iso27001_2022_multi_cloud_A.12.6_0003,iso27001_2022_multi_cloud_A.13.1_0004,iso27001_2022_multi_cloud_A.8.14_0069,iso27001_2022_multi_cloud_A.8.15_0070,iso27001_2022_multi_cloud_A.8.16_0071,iso27001_2022_multi_cloud_A.8.1_0064,iso27001_2022_multi_cloud_A.8.20_0076,iso27001_2022_multi_cloud_A.8.21_0077,iso27001_2022_multi_cloud_A.8.22_0078,iso27001_2022_multi_cloud_A.8.23_0079,iso27001_2022_multi_cloud_A.8.2_0075,nist_800_171_r2_multi_cloud_3_12_4_3.12.4_Develop_document_and_periodically_0003,nist_800_171_r2_multi_cloud_3_13_1_3.13.1_Monitor_control_and_protect_commu_0004,nist_800_171_r2_multi_cloud_3_13_2_3.13.2_Employ_architectural_designs_softw_0008,nist_800_171_r2_multi_cloud_3_13_5_3.13.5_Implement_subnetworks_for_publicly_0011,nist_800_171_r2_multi_cloud_3_13_6_3.13.6_Deny_network_communications_traffic_0012,nist_800_171_r2_multi_cloud_3_14_6_3.14.6_Monitor_organizational_systems_inc_0018,nist_800_171_r2_multi_cloud_3_14_7_3.14.7_Identify_unauthorized_use_of_organi_0019,nist_800_171_r2_multi_cloud_3_1_14_3.1.14_Route_remote_access_via_managed_acc_0023,nist_800_171_r2_multi_cloud_3_1_1_3.1.1_Limit_system_access_to_authorized_use_0020,nist_800_171_r2_multi_cloud_3_1_20_3.1.20_Verify_and_control_limit_connection_0025,nist_800_171_r2_multi_cloud_3_1_2_3.1.2_Limit_system_access_to_the_types_of_t_0024,nist_800_171_r2_multi_cloud_3_1_3_3.1.3_Control_the_flow_of_CUI_in_accordance_0026,nist_800_171_r2_multi_cloud_3_3_1_3.3.1_Create_and_retain_system_audit_logs_a_0031,nist_800_171_r2_multi_cloud_3_3_3_3.3.3_Review_and_update_logged_events_0033,nist_800_171_r2_multi_cloud_3_3_8_3.3.8_Protect_audit_information_and_audit_l_0036,nist_800_171_r2_multi_cloud_3_4_1_3.4.1_Establish_and_maintain_baseline_confi_0037,nist_800_171_r2_multi_cloud_3_4_6_3.4.6_Employ_the_principle_of_least_functio_0039,nist_800_171_r2_multi_cloud_3_4_7_3.4.7_Restrict_disable_or_prevent_the_use_0040,nist_800_171_r2_multi_cloud_3_6_1_3.6.1_Establish_an_operational_incident-han_0049,nist_800_171_r2_multi_cloud_3_6_2_3.6.2_Track_document_and_report_incidents_0050,nist_800_53_rev5_multi_cloud_AC-17-b_0152,nist_800_53_rev5_multi_cloud_AC-17_10_0141,nist_800_53_rev5_multi_cloud_AC-17_10_0142,nist_800_53_rev5_multi_cloud_AC-17_1_0140,nist_800_53_rev5_multi_cloud_AC-17_9_0150,nist_800_53_rev5_multi_cloud_AC-24_2_0188,nist_800_53_rev5_multi_cloud_AC-2_6_0013,nist_800_53_rev5_multi_cloud_AC-3_11_0032,nist_800_53_rev5_multi_cloud_AC-3_12_0033,nist_800_53_rev5_multi_cloud_AC-3_13_0034,nist_800_53_rev5_multi_cloud_AC-3_14_0035,nist_800_53_rev5_multi_cloud_AC-3_15_0036,nist_800_53_rev5_multi_cloud_AC-3_15_0037,nist_800_53_rev5_multi_cloud_AC-3_3_0040,nist_800_53_rev5_multi_cloud_AC-3_3_0041,nist_800_53_rev5_multi_cloud_AC-3_3_0042,nist_800_53_rev5_multi_cloud_AC-3_3_0043,nist_800_53_rev5_multi_cloud_AC-3_3_0044,nist_800_53_rev5_multi_cloud_AC-3_3_0045,nist_800_53_rev5_multi_cloud_AC-3_4_0046,nist_800_53_rev5_multi_cloud_AC-3_4_0047,nist_800_53_rev5_multi_cloud_AC-3_4_0048,nist_800_53_rev5_multi_cloud_AC-3_4_0049,nist_800_53_rev5_multi_cloud_AC-3_4_0050,nist_800_53_rev5_multi_cloud_AC-3_5_0051,nist_800_53_rev5_multi_cloud_AC-3_5_0052,nist_800_53_rev5_multi_cloud_AC-3_6_0053,nist_800_53_rev5_multi_cloud_AC-3_7_0054,nist_800_53_rev5_multi_cloud_AC-3_8_0055,nist_800_53_rev5_multi_cloud_AC-3_9_0056,nist_800_53_rev5_multi_cloud_AC-4_21_0070,nist_800_53_rev5_multi_cloud_AC-4_28_0077,nist_800_53_rev5_multi_cloud_AC-6_1_0091,nist_800_53_rev5_multi_cloud_AC-6_4_0095,nist_800_53_rev5_multi_cloud_AC-6_5_0096,nist_800_53_rev5_multi_cloud_AC-6_6_0097,nist_800_53_rev5_multi_cloud_AC-6_7_0098,nist_800_53_rev5_multi_cloud_AC-6_8_0099,nist_800_53_rev5_multi_cloud_AU-12_3_0276,nist_800_53_rev5_multi_cloud_AU-14-a_0289,nist_800_53_rev5_multi_cloud_AU-14-b_0290,nist_800_53_rev5_multi_cloud_CA-2_2_0298,nist_800_53_rev5_multi_cloud_CA-7-a_0337,nist_800_53_rev5_multi_cloud_CA-7-b_0338,nist_800_53_rev5_multi_cloud_CA-7-c_0339,nist_800_53_rev5_multi_cloud_CA-7-d_0340,nist_800_53_rev5_multi_cloud_CA-7-e_0341,nist_800_53_rev5_multi_cloud_CA-7-f_0342,nist_800_53_rev5_multi_cloud_CA-7-g_0343,nist_800_53_rev5_multi_cloud_CA-7_1_0331,nist_800_53_rev5_multi_cloud_CA-7_2_0332,nist_800_53_rev5_multi_cloud_CA-7_3_0333,nist_800_53_rev5_multi_cloud_CA-7_4_0334,nist_800_53_rev5_multi_cloud_CA-7_5_0335,nist_800_53_rev5_multi_cloud_CA-7_6_0336,nist_800_53_rev5_multi_cloud_CM-2-a_0366,nist_800_53_rev5_multi_cloud_CM-2_2_0357,nist_800_53_rev5_multi_cloud_CM-2_2_0358,nist_800_53_rev5_multi_cloud_CM-6-a_0397,nist_800_53_rev5_multi_cloud_CM-7-b_0412,nist_800_53_rev5_multi_cloud_CM-8_6_0419,nist_800_53_rev5_multi_cloud_MP-2_1_0704,nist_800_53_rev5_multi_cloud_MP-2_1_0705,nist_800_53_rev5_multi_cloud_MP-2_2_0706,nist_800_53_rev5_multi_cloud_MP-2_2_0707,nist_800_53_rev5_multi_cloud_PM-31-a_0911,nist_800_53_rev5_multi_cloud_PM-31-b_0912,nist_800_53_rev5_multi_cloud_PM-31-c_0913,nist_800_53_rev5_multi_cloud_PM-31-d_0914,nist_800_53_rev5_multi_cloud_PM-31-e_0915,nist_800_53_rev5_multi_cloud_PM-31-f_0916,nist_800_53_rev5_multi_cloud_SC-23_3_1272,nist_800_53_rev5_multi_cloud_SC-23_3_1273,nist_800_53_rev5_multi_cloud_SC-25_1277,nist_800_53_rev5_multi_cloud_SC-7-a_1224,nist_800_53_rev5_multi_cloud_SC-7-b_1225,nist_800_53_rev5_multi_cloud_SC-7-c_1226,nist_800_53_rev5_multi_cloud_SC-7_11_1196,nist_800_53_rev5_multi_cloud_SC-7_12_1197,nist_800_53_rev5_multi_cloud_SC-7_16_1201,nist_800_53_rev5_multi_cloud_SC-7_20_1207,nist_800_53_rev5_multi_cloud_SC-7_21_1208,nist_800_53_rev5_multi_cloud_SC-7_25_1212,nist_800_53_rev5_multi_cloud_SC-7_26_1213,nist_800_53_rev5_multi_cloud_SC-7_27_1214,nist_800_53_rev5_multi_cloud_SC-7_28_1215,nist_800_53_rev5_multi_cloud_SC-7_2_1206,nist_800_53_rev5_multi_cloud_SC-7_3_1217,nist_800_53_rev5_multi_cloud_SC-7_5_1219,nist_800_53_rev5_multi_cloud_SC-7_7_1221,nist_800_53_rev5_multi_cloud_SI-16_1433,nist_800_53_rev5_multi_cloud_SI-2-a_1342,nist_800_53_rev5_multi_cloud_SI-4_12_1366,nist_800_53_rev5_multi_cloud_SI-4_12_1367,pci_dss_v4_multi_cloud_1.1.1_0001,pci_dss_v4_multi_cloud_1.1.2_0002,pci_dss_v4_multi_cloud_1.2.1_0003,pci_dss_v4_multi_cloud_1.2.3_0004,pci_dss_v4_multi_cloud_1.2.5_0005,pci_dss_v4_multi_cloud_1.2.6_0006,pci_dss_v4_multi_cloud_1.2.7_0007,pci_dss_v4_multi_cloud_1.2.8_0008,pci_dss_v4_multi_cloud_1.3.1_0009,pci_dss_v4_multi_cloud_1.3.2_0010,pci_dss_v4_multi_cloud_1.3.3_0011,pci_dss_v4_multi_cloud_10.1.1_0141,pci_dss_v4_multi_cloud_10.1.2_0142,pci_dss_v4_multi_cloud_2.2.1_0020,pci_dss_v4_multi_cloud_2.2.2_0021,pci_dss_v4_multi_cloud_2.2.3_0022,pci_dss_v4_multi_cloud_2.2.6_0025,pci_dss_v4_multi_cloud_2.2.7_0026,pci_dss_v4_multi_cloud_4.1.1_0058,pci_dss_v4_multi_cloud_4.1.2_0059,pci_dss_v4_multi_cloud_4.1.4_0060,pci_dss_v4_multi_cloud_7.2.1_0091,pci_dss_v4_multi_cloud_7.2.2_0092,pci_dss_v4_multi_cloud_7.2.3_0093,pci_dss_v4_multi_cloud_7.2.5_0094,rbi_bank_multi_cloud_12.1_0005,rbi_bank_multi_cloud_17.1_0011,rbi_bank_multi_cloud_4.3_0018,rbi_bank_multi_cloud_5.2_0020,rbi_bank_multi_cloud_8.2_0025,rbi_bank_multi_cloud_9.1_0026,rbi_nbfc_multi_cloud_2.10_0014,rbi_nbfc_multi_cloud_2.8_0012,rbi_nbfc_multi_cloud_3.5_0021,rbi_nbfc_multi_cloud_7.2_0034,soc2_multi_cloud_cc_5_2_0008,soc2_multi_cloud_cc_6_1_0009,soc2_multi_cloud_cc_6_2_0010,soc2_multi_cloud_cc_6_6_0012,soc2_multi_cloud_cc_6_7_0013,soc2_multi_cloud_cc_7_2_0016,soc2_multi_cloud_cc_7_3_0017,soc2_multi_cloud_cc_7_4_0018;cis_aws_aws_5.4.2_0187;iso27001_2022_multi_cloud_A.8.1_0064",aws.eks.cluster.endpoint_access_check:aws.eks.cluster.private_control_plane_endpoint_enabled(0.333); aws.eks.cluster.private_control_plane_endpoint_enabled(0.286); aws.eks.cluster.profiling_disabled(0.2); aws.eks.cluster.private_nodes_configuration_check:aws.eks.cluster.private_control_plane_endpoint_enabled(0.2); aws.eks.cluster.audit_logging_enabled(0.167),
aws.eks.cluster.private_nodes_configuration_configured,eks,cluster,network_security_and_connectivity,high,eks.cluster.network,network_security.network_access.eks_cluster_private_nodes_configuration_configured,aws.eks.cluster.private_nodes_configuration_check:aws.eks.cluster.private_control_plane_endpoint_enabled,high,The candidate rule directly matches the technical control for private nodes configuration in EKS clusters.,eks,,"boto3.client(""eks"")",aws.eks.cluster.private_nodes_configuration_check,cis_aws_aws_5.4.3_0188,aws.eks.cluster.private_nodes_configuration_check:aws.eks.cluster.private_control_plane_endpoint_enabled(0.333); aws.eks.cluster.private_control_plane_endpoint_enabled(0.286); aws.eks.cluster.profiling_disabled(0.2); aws.eks.cluster.endpoint_access_check:aws.eks.cluster.private_control_plane_endpoint_enabled(0.2); aws.eks.cluster.audit_logging_enabled(0.167),
aws.eks.fargateprofile.logging_enabled,eks,fargateprofile,logging_monitoring_and_alerting,medium,eks.fargateprofile.logging,logging_monitoring.logging.eks_fargateprofile_logging_enabled,aws.eks.fargate_profile.logging_enabled,high,Candidate rule ID matches exactly on resource type (EKS Fargate Profile) and control (logging enabled).,eks,containers_kubernetes,"boto3.client(""eks"")",,,aws.eks.cluster.audit_logging_enabled(0.4); aws.eks.fargate_profile.logging_enabled(0.4); aws.eks.nodegroup.disk_encryption_enabled(0.167); aws.eks.nodegroup.workload_identity_enabled(0.167); aws.eks.cluster.secure_port_enabled(0.167),
aws.eks.resource.kubelet_event_record_qps_configured,eks,resource,configuration_and_change_management,medium,eks.resource.configuration,security.configuration.eks_resource_kubelet_event_record_qps_configured,aws.eks.kubelet_event_record_qps_check:aws.eks.addon.version_pinned_and_supported,high,The candidate rule directly matches the kubelet event record QPS configuration check specified in the YAML rule.,eks,,"boto3.client(""eks"")",aws.eks.kubelet_event_record_qps_check,cis_aws_aws_3.2.7_0178,aws.eks.kubelet_event_record_qps_check:aws.eks.addon.version_pinned_and_supported(0.364); aws.eks.node_kubelet_read_only_port_check:aws.eks.node_group.read_only_port_disabled(0.083); aws.eks.cluster.audit_logging_enabled(0.0); aws.eks.cluster.private_control_plane_endpoint_enabled(0.0); aws.eks.cluster.default_service_account_automount_disabled(0.0),
aws.elasticbeanstalk.application.env_secrets_from_vault_only_configured,elasticbeanstalk,application,configuration_and_change_management,medium,elasticbeanstalk.application.configuration,security.configuration.elasticbeanstalk_application_env_secrets_from_vault_only_configured,aws.elastic_beanstalk.application.env_secrets_from_vault_only,high,The candidate rule has identical technical control (secrets from vault only) and resource scope (Elastic Beanstalk application).,elastic_beanstalk,paas,"boto3.client(""elastic_beanstalk"")",,,aws.elastic_beanstalk.application.env_secrets_from_vault_only(1.0); aws.elastic_beanstalk.environment.env_secrets_from_vault_only(0.714); aws.kinesis_analytics.application.network_private_only(0.25); aws.k8s.api.env_no_plaintext_secrets(0.222); aws.glacier.vault.protected_from_public_override(0.222),
aws.elasticbeanstalk.application.logging_enabled,elasticbeanstalk,application,logging_monitoring_and_alerting,medium,elasticbeanstalk.application.logging,logging_monitoring.logging.elasticbeanstalk_application_logging_enabled,aws.elasticbeanstalk.environment_cloudwatch_logging_enabled,medium,"Both rules enforce logging for Elastic Beanstalk, but the candidate targets environment-level CloudWatch logging while the input targets application-level logging.",elasticbeanstalk,,"boto3.client(""elasticbeanstalk"")",aws.elasticbeanstalk.environment_cloudwatch_logging_enabled,iso27001_2022_multi_cloud_A.8.15_0070; soc2_multi_cloud_cc_a_1_1_0021,aws.elasticbeanstalk.environment_cloudwatch_logging_enabled(0.4); aws.elasticbeanstalk.managed_updates_enabled(0.2); aws.elasticbeanstalk.environment_cloudwatch_logging_enabled:nan(0.167); aws.elasticbeanstalk.managed_updates_enabled:nan(0.0),
aws.elasticbeanstalk.application.private_networking_enforced,elasticbeanstalk,application,network_security_and_connectivity,high,elasticbeanstalk.application.network,network_security.network_access.elasticbeanstalk_application_private_networking_enforced,aws.elastic_beanstalk.application.private_networking_enforced,high,"Exact match on service (elasticbeanstalk/elastic_beanstalk), resource (application), and control (private_networking_enforced).",elastic_beanstalk,paas,"boto3.client(""elastic_beanstalk"")",,,aws.elastic_beanstalk.application.private_networking_enforced(1.0); aws.redshift.cluster.private_networking_enforced(0.6); aws.glue.connection.private_networking_enforced(0.6); aws.sagemaker.endpoint.private_networking_enforced(0.6); aws.glue.connection.private_networking_enforced(0.6),
aws.elasticbeanstalk.application.tls_min_1_2_enforced,elasticbeanstalk,application,data_protection_and_privacy,high,elasticbeanstalk.application.encryption,data_protection.encryption_transit.elasticbeanstalk_application_tls_min_1_2_enforced,aws.elastic_beanstalk.application.tls_min_1_2_enforced,high,"Exact match on service (Elastic Beanstalk), resource type (application), and control (TLS 1.2 enforcement).",elastic_beanstalk,paas,"boto3.client(""elastic_beanstalk"")",,,aws.elastic_beanstalk.application.tls_min_1_2_enforced(1.0); aws.redshift.cluster.tls_min_1_2_enforced(0.714); aws.redshift.cluster.tls_min_1_2_enforced(0.714); aws.cloudfront.distribution.tls_min_1_2_enforced(0.714); aws.cloudwatch.destination.tls_min_1_2_enforced(0.714),
aws.elasticbeanstalk.application_version.elasticbeanstalk_artifact_encrypted,elasticbeanstalk,application_version,data_protection_and_privacy,high,elasticbeanstalk.application_version.encryption,data_protection.encryption_rest.elasticbeanstalk_application_version_elasticbeanstalk_artifact_encrypted,aws.elastic_beanstalk.application_version.artifact_encrypted,high,Candidate rule asserts the same technical control (artifact encryption) on the same Elastic Beanstalk application version resource.,elastic_beanstalk,paas,"boto3.client(""elastic_beanstalk"")",,,aws.elastic_beanstalk.application_version.artifact_encrypted(0.8); aws.elastic_beanstalk.application_version.immutable(0.333); aws.codebuild.project_artifact_encryption(0.333); aws.sagemaker.model.artifact_encryption_enabled(0.286); aws.sagemaker.flow_definition.artifacts_encrypted(0.286),
aws.elb.insecure_ssl_ciphers.insecure_ssl_ciphers_configured,elb,insecure_ssl_ciphers,data_protection_and_privacy,high,elb.insecure_ssl_ciphers.encryption,data_protection.encryption_transit.elb_insecure_ssl_ciphers_insecure_ssl_ciphers_configured,aws.elb.insecure_ssl_ciphers:aws.elb.load_balancer.listener_tls_min_1_2,medium,"Both rules target ELB insecure SSL/TLS configurations, though the candidate focuses on TLS 1.2 minimum while the input rule addresses insecure ciphers more broadly.",elb,,"boto3.client(""elb"")",aws.elb.insecure_ssl_ciphers,"canada_pbmm_moderate_multi_cloud_CCCS_CP-9_0059,canada_pbmm_moderate_multi_cloud_CCCS_SC-28_0144,cis_aws_aws_2.2.1_0040,cisa_ce_v1_multi_cloud_Your_Data-2_0018,fedramp_moderate_multi_cloud_CP-9_0160,fedramp_moderate_multi_cloud_CP-9_1_0161,fedramp_moderate_multi_cloud_CP-9_2_0162,fedramp_moderate_multi_cloud_CP-9_3_0163,fedramp_moderate_multi_cloud_CP-9_5_0164,fedramp_moderate_multi_cloud_CP-9_8_0165,fedramp_moderate_multi_cloud_SC-28_0357,gdpr_multi_cloud_Article_25_Data_protection_by_design_and_by_defaul_0001,gdpr_multi_cloud_Article_32_Security_of_processing_0003,hipaa_multi_cloud_164_308_a_1_ii_b_0002,hipaa_multi_cloud_164_308_a_4_ii_a_0009,hipaa_multi_cloud_164_312_a_2_iv_0025,hipaa_multi_cloud_164_312_e_2_ii_0032,iso27001_2022_multi_cloud_A.10.1_0001,iso27001_2022_multi_cloud_A.12.4_0002,iso27001_2022_multi_cloud_A.8.11_0066,iso27001_2022_multi_cloud_A.8.15_0070,iso27001_2022_multi_cloud_A.8.16_0071,iso27001_2022_multi_cloud_A.8.24_0080,nist_800_171_r2_multi_cloud_3_13_11_3.13.11_Employ_FIPS-validated_cryptograph_0005,nist_800_171_r2_multi_cloud_3_13_16_3.13.16_Protect_the_confidentiality_of_CU_0007,nist_800_171_r2_multi_cloud_3_5_10_3.5.10_Store_and_transmit_only_cryptograph_0042,nist_800_53_rev5_multi_cloud_CP-9-d_0512,nist_800_53_rev5_multi_cloud_CP-9_8_0508,nist_800_53_rev5_multi_cloud_SC-23_5_1275,nist_800_53_rev5_multi_cloud_SC-28_1_1280,nist_800_53_rev5_multi_cloud_SC-8_1_1227,nist_800_53_rev5_multi_cloud_SI-19_4_1445,pci_dss_v4_multi_cloud_3.4.1_0039,pci_dss_v4_multi_cloud_3.4.2_0040,pci_dss_v4_multi_cloud_8.2.1_0101,pci_dss_v4_multi_cloud_8.2.6_0104,pci_dss_v4_multi_cloud_8.2.7_0105,pci_dss_v4_multi_cloud_8.2.8_0106,rbi_bank_multi_cloud_3.3_0016,rbi_bank_multi_cloud_8.1_0024,rbi_nbfc_multi_cloud_2.9_0013;iso27001_2022_multi_cloud_A.10.1_0001",elb.ssl.listeners(0.25); aws.elbv2.insecure_ssl_ciphers:aws.elbv2.listener.tls_min_1_2(0.2); aws.elb.insecure_ssl_ciphers:aws.elb.load_balancer.listener_tls_min_1_2(0.167); aws.elbv2.listener.cipher_policy_secure(0.167); aws.elb.ssl_listeners:aws.elb.load_balancer.secure_listener_protocols(0.1),
