check_name,matched_rule_ids,method,confidence,reasoning
azure_monitor_activity_log_alert_policy_assignment_check,azure.monitor.activity.log.alert.policy.assignment.check,token_match_high,1.00,Jaccard=1.00
azure_monitor_activity_log_alert_public_ip_delete_check,azure.monitor.activity.log.alert.public.ip.delete.check,token_match_high,1.00,Jaccard=1.00
azure_monitor_activity_log_alert_security_solution_update_check,azure.monitor.activity.log.alert.security.solution.update.check,token_match_high,1.00,Jaccard=1.00
azure_monitor_activity_log_alert_service_health_exists,azure.monitor.activity.log.alert.service.health.exists,token_match_high,1.00,Jaccard=1.00
azure_monitor_activity_log_alert_sql_server_firewall_rule_deletion_check,azure.monitor.activity.log.alert.sql.server.firewall.rule.deletion.check,token_match_high,1.00,Jaccard=1.00
azure_monitor_activity_log_alert_sql_server_firewall_rule_exists,azure.monitor.activity.log.alert.sql.server.firewall.rule.exists,token_match_high,1.00,Jaccard=1.00
azure_monitor_admin_account_usage_check,azure.monitor.admin.account.usage.check,token_match_high,1.00,Jaccard=1.00
azure_monitor_alarm_configured,azure.monitor.alert.alarm_configured,token_match_high,0.75,Jaccard=0.75
azure_monitor_alert_create_policy_assignment,azure.monitor.policy.assignment,token_match_high,0.67,Jaccard=0.67
azure_monitor_alert_create_update_nsg,azure.monitor.alert.create_update_nsg,token_match_high,1.00,Jaccard=1.00
azure_monitor_alert_create_update_public_ip_address_rule,azure.monitor.alert.create_update_public_ip,token_match_high,0.78,Jaccard=0.78
azure_monitor_alert_create_update_security_solution,azure.monitor.alert.create_update_security_solution,token_match_high,1.00,Jaccard=1.00
azure_monitor_alert_create_update_sqlserver_fr,azure.monitor.alert.create_update_sqlserver_fr,token_match_high,1.00,Jaccard=1.00
azure_monitor_alert_delete_nsg,azure.monitor.alert.delete_nsg,token_match_high,1.00,Jaccard=1.00
azure_monitor_alert_delete_policy_assignment,azure.monitor.activity.log.alert.delete.policy.assignment.exists,token_match_high,0.67,Jaccard=0.67
azure_monitor_alert_delete_public_ip_address_rule,azure.monitor.alert.delete_public_ip,token_match_high,0.75,Jaccard=0.75
azure_monitor_alert_delete_security_solution,azure.monitor.alert.delete_security_solution,token_match_high,1.00,Jaccard=1.00
azure_monitor_alert_delete_sqlserver_fr,azure.monitor.alert.delete_sqlserver_fr,token_match_high,1.00,Jaccard=1.00
azure_monitor_application_insights_configuration_check,azure.monitor.application.insights.configuration.check,token_match_high,1.00,Jaccard=1.00
azure_monitor_capacity_alerts_configured,azure.monitor.alert.capacity_alerts_configured,token_match_high,0.80,Jaccard=0.80
azure_monitor_changes_to_network_acls_alarm_configured,azure.monitor.network.acls_alarm_configured,token_match_high,0.83,Jaccard=0.83
azure_monitor_changes_to_network_gateways_alarm_configured,azure.monitor.network.gateways_alarm_configured,token_match_high,0.83,Jaccard=0.83
azure_monitor_changes_to_network_route_tables_alarm_configured,azure.monitor.network.route_tables_alarm_configured,token_match_high,0.86,Jaccard=0.86
azure_monitor_changes_to_vpcs_alarm_configured,azure.monitor.alert.vnet_changes_configured,ai_verified,high,"This rule specifically monitors Virtual Network (VNet) changes with alert configuration, directly matching the check name's focus on VPC changes and alarm configuration in Azure Monitor."
azure_monitor_cloudwatch_logging_enabled,azure.monitor.resource.logging.enabled.check,token_match_high,0.75,Jaccard=0.75
azure_monitor_diagnostic_setting_categories_compliance_check,azure.monitor.diagnostic.settings.compliance.check,ai_verified,high,"The rule ID directly matches the check name in service, action, and target resource, indicating it implements the same diagnostic settings categories compliance check."
azure_monitor_diagnostic_setting_with_appropriate_categories,azure.monitor.diagnostic.settings.compliance.check,ai_verified,medium,"The check name focuses on diagnostic settings having appropriate categories, which aligns with a compliance check for diagnostic settings rather than just monitoring write/delete events or Entra ID lo"
azure_monitor_diagnostic_settings_compliance_check,azure.monitor.diagnostic.settings.compliance.check,token_match_high,1.00,Jaccard=1.00
azure_monitor_diagnostic_settings_exists,azure.monitor.diagnostic.settings_exists,token_match_high,1.00,Jaccard=1.00
azure_monitor_kms_encryption_enabled,azure.monitor.group.kms_encryption_enabled,token_match_high,0.80,Jaccard=0.80
azure_monitor_log_analysis_enabled,azure.monitor.log.analysis_enabled,token_match_high,1.00,Jaccard=1.00
azure_monitor_log_file_validation_enabled,azure.monitor.log.file_validation_enabled,token_match_high,1.00,Jaccard=1.00
azure_monitor_log_group_kms_encryption_enabled,azure.monitor.group.kms_encryption_enabled,token_match_high,0.83,Jaccard=0.83
azure_monitor_log_group_retention,azure.monitor.log.retention_configured,token_match_high,0.80,Jaccard=0.80
azure_monitor_log_group_retention_policy_specific_days_enabled,azure.monitor.policy.specific_days_enabled,token_match_high,0.62,Jaccard=0.62
azure_monitor_log_metric_filter_alarm_configured,azure.monitor.log.metric_filter_alarm_configured,token_match_high,1.00,Jaccard=1.00
azure_monitor_log_metric_filter_policy_changes,azure.monitor.log.metric_filter_alarm_configured,token_match_high,0.62,Jaccard=0.62
azure_monitor_log_metric_filter_root_usage,azure.monitor.metric.filter.root.usage,token_match_high,0.86,Jaccard=0.86
azure_monitor_multi_region_enabled,azure.monitor.log.multi_region_enabled,token_match_high,0.80,Jaccard=0.80
azure_monitor_resource_logging_enabled_check,azure.monitor.resource.logging.enabled.check,token_match_high,1.00,Jaccard=1.00
azure_monitor_s3_dataevents_read_enabled,azure.storage.s3.dataevents.read.enabled,token_match_high,0.67,Jaccard=0.67
azure_monitor_s3_dataevents_write_enabled,azure.storage.s3.dataevents.write.enabled,token_match_high,0.67,Jaccard=0.67
azure_monitor_storage_account_with_activity_logs_cmk_encrypted,azure.monitor.storage.account_with_activity_logs_cmk_encrypted,token_match_high,1.00,Jaccard=1.00
azure_monitor_storage_account_with_activity_logs_is_private,azure.monitor.storage.account_with_activity_logs_is_private,token_match_high,1.00,Jaccard=1.00
azure_monitor_vm_cpu_alerts,azure.monitor.vm.cpu_alerts,token_match_high,1.00,Jaccard=1.00
azure_monitor_vm_memory_alerts,azure.monitor.vm.memory_alerts,token_match_high,1.00,Jaccard=1.00
azure_mysql_flexible_server_audit_log_connection_activated,azure.mysql.server.audit.log.connection.check,token_match_high,0.75,Jaccard=0.75
azure_mysql_flexible_server_audit_log_enabled,azure.mysql.server.audit.log.enabled,token_match_high,0.83,Jaccard=0.83
azure_mysql_flexible_server_minimum_tls_version_12,azure.mysql.flexibleserver.minimum_tls_version_12,token_match_high,0.67,Jaccard=0.67
azure_mysql_flexible_server_ssl_connection_enabled,azure.mysql.flexibleserver.ssl_connection_enabled,ai_verified,high,"The rule ID directly matches the check name in service, resource type, and security control for enforcing SSL connections on Azure MySQL Flexible Server."
azure_mysql_geo_redundant_backup,azure.mysql.server.geo_redundant_backup,token_match_high,0.83,Jaccard=0.83
azure_mysql_server_audit_log_connection_check,azure.mysql.server.audit.log.connection.check,token_match_high,1.00,Jaccard=1.00
azure_mysql_server_audit_log_enabled,azure.mysql.server.audit.log.enabled,token_match_high,1.00,Jaccard=1.00
azure_mysql_standard_database_ssl_enforcement_check,azure.mysql.standard.database.ssl.enforcement.check,token_match_high,1.00,Jaccard=1.00
azure_netappfiles_encryption_key_source_cmk_check,,ai_rejected,none,"The check name targets Azure NetApp Files encryption key source using CMK, but all candidate rules are for different Azure services (Backup, Compute/Disks, Databricks, Key Vault)."
azure_network_bastion_host_existence_check,azure.network.bastion.host.existence.check,token_match_high,1.00,Jaccard=1.00
azure_network_bastion_host_exists,azure.network.bastion.host.existence.check,token_match_high,0.67,Jaccard=0.67
azure_network_flow_log_captured_sent,azure.network.monitoring.flow_logs_enabled;azure.network.virtual_network.flow_logs_enabled,ai_verified,medium,"These rules directly check if flow logs are enabled, which matches the core intent of ensuring flow logs are captured and sent, though they may not specify the destination."
azure_network_flow_log_more_than_90_days,azure.network.flow.log.retention.period.check,ai_verified,high,"This rule directly matches the check's focus on flow log retention period, specifically targeting the 90-day requirement."
azure_network_flow_log_retention_period_check,azure.network.flow.log.retention.period.check,token_match_high,1.00,Jaccard=1.00
azure_network_flow_logs_enabled,azure.network.monitoring.flow_logs_enabled,token_match_high,0.80,Jaccard=0.80
azure_network_http_internet_access_restricted,azure.network.nsg.inbound.http.access.check,ai_verified,high,Both checks specifically target HTTP internet access restrictions in Azure network security groups.
azure_network_network_acl_unused,azure.network.network_acl.nacl_no_allow_all_rules,deep_review_medium,medium,"Both focus on restricting overly permissive network ACLs, though 'unused' implies detecting idle ACLs while 'no_allow_all_rules' targets permissive configurations, representing the same security concept of minimizing unnecessary or risky network acce"
azure_network_nsg_databricks_subnet_explicit_rules,azure.network.vnet.subnet.nsg.association.check,ai_verified,medium,"This rule specifically checks NSG association with subnets including Databricks, matching the service and target resource focus."
azure_network_nsg_flow_log_retention_days_check,azure.network.flow.log.retention.period.check,token_match_high,0.62,Jaccard=0.62
azure_network_nsg_flow_logs_to_log_analytics,azure.network.vnet.flow.logs.to.log.analytics.enabled,token_match_high,0.75,Jaccard=0.75
azure_network_nsg_inbound_http_access_check,azure.network.nsg.inbound.http.access.check,token_match_high,1.00,Jaccard=1.00
azure_network_nsg_rdp_internet_access_check,azure.network.nsg.rdp.internet.access.check,token_match_high,1.00,Jaccard=1.00
azure_network_nsg_ssh_access_evaluation,azure.network.nsg.ssh.access.evaluation,token_match_high,1.00,Jaccard=1.00
azure_network_nsg_udp_internet_access_check,azure.network.nsg.udp.internet.access.check,token_match_high,1.00,Jaccard=1.00
azure_network_public_ip_list_and_review,azure.network.public.ip.list.and.review,token_match_high,1.00,Jaccard=1.00
azure_network_public_ip_shodan,azure.network.public.ip.list.and.review,ai_verified,medium,"The check name 'azure_network_public_ip_shodan' suggests detecting public IPs exposed to the internet for security scanning risks, which aligns with the candidate rule's focus on listing and reviewing"
azure_network_rdp_internet_access_restricted,azure.network.nsg.rdp.internet.access.check,token_match_high,0.71,Jaccard=0.71
azure_network_ssh_internet_access_restricted,azure.network.nsg.ssh.access.evaluation,ai_verified,high,"This rule directly matches the service (network/NSG), action (SSH access evaluation), and target (restricting SSH from the internet) as specified in the check name."
azure_network_udp_internet_access_restricted,azure.network.nsg.udp.internet.access.check,token_match_high,0.71,Jaccard=0.71
azure_network_virtual_network_ddos_protection_status,azure.network.virtual.network.ddos.protection.status,token_match_high,1.00,Jaccard=1.00
azure_network_vnet_flow_logs_to_log_analytics_enabled,azure.network.vnet.flow.logs.to.log.analytics.enabled,token_match_high,1.00,Jaccard=1.00
azure_network_vnet_subnet_nsg_association_check,azure.network.vnet.subnet.nsg.association.check,token_match_high,1.00,Jaccard=1.00
azure_network_watcher_enabled,azure.network.watcher.region.compliance.check,token_match_high,0.60,Jaccard=0.60
azure_network_watcher_region_compliance_check,azure.network.watcher.region.compliance.check,token_match_high,1.00,Jaccard=1.00
azure_notification_hub_topic_subscription_configured,azure.notification.hub.topic_subscription_configured,token_match_high,1.00,Jaccard=1.00
azure_notification_hubs_topics_kms_encryption_at_rest_enabled,azure.event.event_hub.encryption_at_rest_enabled,deep_review_medium,medium,"Both controls enforce encryption at rest for messaging services, with the check name specifying Notification Hubs/Topics and the candidate covering Event Hubs, representing the same concept under Azure messaging."
azure_organizations_account_part_of_organizations,,ai_rejected,none,"The check name refers to Azure organizations and account membership, which does not match any of the provided candidate rules focused on specific services like automation, batch, cosmosdb, monitor, or"
azure_policy_assignment_check_disabled_effect,azure.policy.assignment.check.disabled.effect,token_match_high,1.00,Jaccard=1.00
azure_policy_enabled,azure.backup.policy.configured,token_match_high,0.67,Jaccard=0.67
azure_policy_ensure_asc_enforcement_enabled,azure.policy.assignment.asc_enforcement_enabled,token_match_high,0.67,Jaccard=0.67
azure_policy_recorder_all_regions_enabled,azure.policy.assignment.recorder_all_regions_enabled,token_match_high,0.80,Jaccard=0.80
azure_postgresql_flexible_server_allow_access_services_disabled,azure.postgresql.flexibleserver.access_services_disabled,ai_verified,high,"This rule directly matches the service (Azure PostgreSQL Flexible Server), action (disabling access), and target resource (access services) specified in the check name."
azure_postgresql_flexible_server_enforce_ssl_enabled,azure.postgresql.flexibleserver.ssl_enabled,ai_verified,high,"The rule directly matches the service (Azure PostgreSQL Flexible Server), action (enforcing SSL), and target resource (SSL enabled), making it the exact implementation of the given check."
azure_postgresql_flexible_server_log_checkpoints_on,azure.postgresql.flexibleserver.log_checkpoints_enabled,ai_verified,high,The rule ID directly matches the check name for Azure PostgreSQL Flexible Server log checkpoints configuration.
azure_postgresql_flexible_server_log_connections_on,azure.postgresql.flexibleserver.log_connections_enabled,ai_verified,high,The check name and rule ID both target Azure PostgreSQL Flexible Server with the specific requirement to enable connection logging.
azure_postgresql_flexible_server_log_disconnections_on,azure.postgresql.flexibleserver.log_disconnections_enabled,ai_verified,high,"This rule directly matches the service (Azure PostgreSQL Flexible Server), action (log disconnections), and target resource configuration check."
azure_postgresql_flexible_server_log_retention_days_greater_3,azure.postgresql.flexibleserver.log_retention_days_greater_3,token_match_high,0.67,Jaccard=0.67
azure_postgresql_geo_redundant_backup,azure.postgresql.server.geo_redundant_backup,token_match_high,0.83,Jaccard=0.83
azure_public_ip_attached,azure.network.public.ip.list.and.review,deep_review_medium,medium,"The check name 'azure_public_ip_attached' suggests monitoring for public IP attachments, which aligns with the candidate's focus on listing and reviewing public IPs, though it's more about inventory than direct enforcement."
azure_rbac_role_resource_lock_check,azure.rbac.role.resource.lock.check,token_match_high,1.00,Jaccard=1.00
azure_recoveryservices_vault_cross_subscription_restore_disabled,azure.recoveryservices.vault.cross.subscription.restore.disabled,token_match_high,1.00,Jaccard=1.00
azure_recoveryservices_vault_encryption_at_rest_cmk_enabled,azure.recoveryservices.vault.encryption.at.rest.cmk.enabled,token_match_high,1.00,Jaccard=1.00
azure_redis_cache_system_assigned_identity_check,azure.redis.cache.system.assigned.identity.check,token_match_high,1.00,Jaccard=1.00
azure_redis_minimum_tls_version_check,azure.redis.minimum.tls.version.check,token_match_high,1.00,Jaccard=1.00
azure_redshift_backup_enabled,azure.cosmos.database.backup_enabled,deep_review_medium,medium,"Both controls enforce backup for a specific database service, but the check name references Redshift (AWS) while the candidate is for Cosmos DB (Azure), indicating the same concept with different service names."
azure_resource_manager_resource_lock_verification,azure.resource.manager.resource.lock.verification,token_match_high,1.00,Jaccard=1.00
azure_resource_sku_standard_enforcement,azure.resource.sku.standard.enforcement,token_match_high,1.00,Jaccard=1.00
azure_search_service_domains_access_control_enabled,azure.search.service.domains_access_control_enabled,token_match_high,1.00,Jaccard=1.00
azure_search_service_domains_audit_logging_enabled,azure.search.service.domains_logging_enabled,token_match_high,0.83,Jaccard=0.83
azure_search_service_domains_cloudwatch_logging_enabled,azure.search.service.domains_logging_enabled,token_match_high,0.83,Jaccard=0.83
azure_search_service_domains_encryption_at_rest_enabled,azure.search.service.domains_encryption_at_rest_enabled,token_match_high,1.00,Jaccard=1.00
azure_search_service_domains_https_communications_enforced,azure.search.service.domains_node_to_node_encryption_enabled,deep_review_medium,medium,"Both controls enforce secure communication, with the check name focusing on HTTPS and the candidate on node-to-node encryption, which are conceptually similar for securing data in transit."
azure_search_service_domains_node_to_node_encryption_enabled,azure.search.service.domains_node_to_node_encryption_enabled,token_match_high,1.00,Jaccard=1.00
azure_search_service_domains_not_publicly_accessible,azure.aisearch.service.not_publicly_accessible,ai_verified,medium,"The check name targets public accessibility of an Azure Search service domain, which aligns closely with the candidate rule that checks for services not being publicly accessible, despite a slight ser"
azure_security_center_enabled,azure.security.center.enabled,token_match_high,1.00,Jaccard=1.00
azure_security_center_guardduty_enabled,azure.security.center.guardduty_enabled,token_match_high,1.00,Jaccard=1.00
azure_security_center_is_enabled,azure.security.center.enabled,token_match_high,1.00,Jaccard=1.00
azure_security_center_no_high_severity_findings,azure.security.center.no_high_severity_findings,token_match_high,1.00,Jaccard=1.00
azure_security_center_security_center_enabled,azure.security.center.enabled,token_match_high,1.00,Jaccard=1.00
azure_security_center_vulnerability_assessment_enabled,azure.security.center.vulnerability_assessment_enabled,token_match_high,1.00,Jaccard=1.00
azure_security_defender_for_apis_pricing_tier_standard,azure.security.defender.for.apis.pricing.tier.standard,token_match_high,1.00,Jaccard=1.00
azure_security_storage_defender_pricing_check,azure.security.storage.defender.pricing.check,token_match_high,1.00,Jaccard=1.00
azure_securitycenter_exploit_guard_enabled,azure.security.center.exploit_guard_enabled,ai_verified,high,"The rule ID directly matches the check name in service, action, and target resource for enabling Exploit Guard in Azure Security Center."
azure_shield_advanced_protection_in_internet_facing_load_balancers,,weak_match,0.20,weak token overlap — likely no matching rule
azure_site_recovery_configured,azure.site.recovery.configured,token_match_high,1.00,Jaccard=1.00
azure_sql_aurora_backup_enabled,azure.sql.database.aurora_backup_enabled,token_match_high,0.80,Jaccard=0.80
azure_sql_auto_minor_version_upgrade,azure.sql.database.auto_minor_version_upgrade,token_match_high,0.86,Jaccard=0.86
azure_sql_backup_enabled,azure.sql.database.backup_enabled,token_match_high,0.75,Jaccard=0.75
azure_sql_cluster_default_admin,azure.sql.server.ad.admin.check,ai_verified,high,"The check name 'azure_sql_cluster_default_admin' directly matches the service (Azure SQL) and the security concern of default admin access, which aligns with the candidate rule focusing on SQL server "
azure_sql_cluster_minor_version_upgrade_enabled,azure.sql.server.db_cluster_minor_version_auto_upgrade_enabled,token_match_high,0.67,Jaccard=0.67
azure_sql_database_autoscale_enabled,azure.sql.database.autoscale_enabled,token_match_high,1.00,Jaccard=1.00
azure_sql_database_defender_pricing_tier_check,azure.sql.database.defender.pricing.tier.check,token_match_high,1.00,Jaccard=1.00
azure_sql_database_tde_status_check,azure.sql.database.tde.status.check,token_match_high,1.00,Jaccard=1.00
azure_sql_dynamodb_table_encryption_enabled,azure.sql.database.dynamodb_encryption_enabled,token_match_high,0.67,Jaccard=0.67
azure_sql_geo_redundant_backup,azure.sql.database.geo_redundant_backup,token_match_high,0.83,Jaccard=0.83
azure_sql_instance_backup_enabled,azure.sql.database.backup_enabled,token_match_high,0.60,Jaccard=0.60
azure_sql_instance_backup_encrypted,azure.sql.database.backup_encrypted,token_match_high,0.67,Jaccard=0.67
azure_sql_instance_default_admin,azure.sql.server.ad.admin.check,ai_verified,high,"This rule directly checks for the use of default or non-Azure AD administrators on SQL instances, matching the security violation targeted by 'azure_sql_instance_default_admin'."
azure_sql_instance_deletion_protection,azure.sql.server.db_instance_deletion_protection_enabled,token_match_high,0.71,Jaccard=0.71
azure_sql_instance_enhanced_monitoring_enabled,azure.vm.instance.detailed_monitoring_enabled,deep_review_medium,medium,"Both controls focus on enabling enhanced/detailed monitoring, though one is for SQL instances and the other is for VM instances, representing the same concept with different target resources."
azure_sql_instance_iam_authentication_enabled,azure.sql.server.db_instance_iam_or_managed_identity_auth_enabled_where_supported,ai_verified,high,"This rule directly matches the service (Azure SQL), action (IAM authentication check), and target resource (SQL instance) as the given check name."
azure_sql_instance_integration_cloudwatch_logs,,ai_rejected,none,"No rule matches the specific check for Azure SQL instance integration with CloudWatch logs, as all candidates address different security controls like encryption, access, or deletion protection."
azure_sql_instance_multi_az,azure.sql.database.multi_az,token_match_high,0.60,Jaccard=0.60
azure_sql_instance_no_public_access,azure.sql.database.no_public_access,token_match_high,0.67,Jaccard=0.67
azure_sql_instance_protected_by_backup_plan,azure.sql.database.backup_enabled,ai_verified,medium,"The check name focuses on SQL instances being protected by backup plans, which aligns with the rule checking if database backup is enabled, though the check name may imply broader backup plan configur"
azure_sql_instance_storage_encrypted,azure.sql.storage.encrypted,token_match_high,0.80,Jaccard=0.80
azure_sql_long_term_retention_enabled,azure.sql.database.long_term_retention_enabled,token_match_high,0.83,Jaccard=0.83
azure_sql_multi_az_enabled,azure.sql.database.multi_az,token_match_high,0.75,Jaccard=0.75
azure_sql_rds_instance_encryption_enabled,azure.sql.server.db_instance_encryption_at_rest_enabled,ai_verified,high,"Both the check name and rule focus on encryption at rest for Azure SQL database instances, with matching service (azure.sql) and security objective (encryption enabled)."
azure_sql_server_ad_admin_check,azure.sql.server.ad.admin.check,token_match_high,1.00,Jaccard=1.00
azure_sql_server_audit_retention_check,azure.sql.server.audit.retention.check,token_match_high,1.00,Jaccard=1.00
azure_sql_server_check_public_network_access_disabled,azure.sql.server.check.public.network.access.disabled,token_match_high,1.00,Jaccard=1.00
azure_sql_server_firewall_no_open_access_check,azure.sql.server.firewall.no.open.access.check,token_match_high,1.00,Jaccard=1.00
azure_sql_server_tde_protector_customer_key_check,azure.sql.server.tde.protector.customer.key.check,token_match_high,1.00,Jaccard=1.00
azure_sql_snapshots_encrypted,azure.sql.storage.encrypted,token_match_high,0.60,Jaccard=0.60
azure_sql_snapshots_public_access,azure.sql.database.snapshots_public_access,token_match_high,0.83,Jaccard=0.83
azure_sql_storage_encrypted,azure.sql.storage.encrypted,token_match_high,1.00,Jaccard=1.00
azure_sqlserver_auditing_retention_90_days,azure.sql.server.auditing_retention_90_days,token_match_high,0.62,Jaccard=0.62
azure_sqlserver_microsoft_defender_enabled,azure.security.defender.enabled,ai_verified,medium,"The check name specifies Azure SQL Server Defender, which aligns with the general Azure Defender service focus of the top candidate, though the rule may not be SQL-specific."
azure_sqlserver_recommended_minimal_tls_version,azure.sql.server.minimal_tls_version,ai_verified,high,The check name and rule both target Azure SQL Server and validate the minimal TLS version configuration.
azure_sqlserver_tde_encrypted_with_cmk,azure.sql.server.tde_cmk_encrypted,ai_verified,high,"Both the check name and rule target SQL Server TDE encryption with customer-managed keys, covering identical service, action, and resource."
azure_sqlserver_tde_encryption_enabled,azure.sql.server.tde_enabled,ai_verified,high,"The rule directly matches the service (Azure SQL Server), action (TDE enabled), and target resource (encryption for SQL databases)."
azure_sqlserver_unrestricted_inbound_access,azure.sql.server.unrestricted_inbound_access,ai_verified,high,"The rule ID directly matches the check name in service (SQL Server), action (unrestricted inbound access), and target resource."
azure_storage_account_access_key_rotation_check,azure.storage.account.access.key.rotation.check,token_match_high,1.00,Jaccard=1.00
azure_storage_account_access_keys_rotation_check,azure.storage.account.access.keys.rotation.check,token_match_high,1.00,Jaccard=1.00
azure_storage_account_allow_blob_anonymous_access_disabled,azure.storage.account.allow.blob.anonymous.access.disabled,token_match_high,1.00,Jaccard=1.00
azure_storage_account_blob_anonymous_access_disabled,azure.storage.account.blob.anonymous.access.disabled,token_match_high,1.00,Jaccard=1.00
azure_storage_account_blob_logging_read_write_delete_enabled,azure.storage.account.blob.logging.read.write.delete.enabled,token_match_high,1.00,Jaccard=1.00
azure_storage_account_blob_soft_delete_enabled,azure.storage.account.blob.soft.delete.enabled,token_match_high,1.00,Jaccard=1.00
azure_storage_account_blob_versioning_check,azure.storage.account.blob.versioning.check,token_match_high,1.00,Jaccard=1.00
azure_storage_account_blob_versioning_enabled,azure.storage.account.blob.versioning.check,token_match_high,1.00,Jaccard=1.00
azure_storage_account_cannot_delete_lock_applied,azure.storage.account.cannot.delete.lock.applied,token_match_high,1.00,Jaccard=1.00
azure_storage_account_cannot_delete_lock_check,azure.storage.account.cannot.delete.lock.check,token_match_high,1.00,Jaccard=1.00
azure_storage_account_cross_tenant_replication_disabled,azure.storage.account.cross.tenant.replication.disabled,token_match_high,1.00,Jaccard=1.00
azure_storage_account_default_network_access_rule_set_to_deny,azure.storage.account.default.network.access.rule.set.to.deny,token_match_high,1.00,Jaccard=1.00
azure_storage_account_default_to_microsoft_entra_authorization_enabled,azure.storage.account.default.to.microsoft.entra.authorization.enabled,token_match_high,1.00,Jaccard=1.00
azure_storage_account_disable_shared_key_access_check,azure.storage.account.disable.shared.key.access.check,token_match_high,1.00,Jaccard=1.00
azure_storage_account_encryption_at_rest_microsoft_managed_keys_enabled,azure.storage.account.encryption.at.rest.microsoft.managed.keys.enabled,token_match_high,1.00,Jaccard=1.00
azure_storage_account_encryption_at_rest_with_cmk,azure.storage.account.encryption.at.rest.with.cmk,token_match_high,1.00,Jaccard=1.00
azure_storage_account_encryption_cmk_check,azure.storage.account.encryption.cmk.check,token_match_high,1.00,Jaccard=1.00
azure_storage_account_encryption_with_customer_managed_keys,azure.storage.account.encryption.with.customer.managed.keys,token_match_high,1.00,Jaccard=1.00
azure_storage_account_file_shares_soft_delete_retention_policy,azure.storage.account.file.shares.soft.delete.retention.policy,token_match_high,1.00,Jaccard=1.00
azure_storage_account_geo_redundancy_check,azure.storage.account.geo.redundancy.check,token_match_high,1.00,Jaccard=1.00
azure_storage_account_https_traffic_only_check,azure.storage.account.https.traffic.only.check,token_match_high,1.00,Jaccard=1.00
azure_storage_account_infrastructure_encryption_enabled,azure.storage.account.infrastructure.encryption.enabled,token_match_high,1.00,Jaccard=1.00
azure_storage_account_key_rotation_reminder_enabled,azure.storage.account.key.rotation.reminder.enabled,token_match_high,1.00,Jaccard=1.00
azure_storage_account_level_public_access_blocks,azure.storage.account.network.access.public.disabled;azure.storage.account.public.network.access.disabled,ai_verified,high,"Both rules directly target disabling public network access for Azure storage accounts, matching the service, action, and resource focus of the check name."
azure_storage_account_minimum_tls_version,azure.storage.account.minimum.tls.version,token_match_high,1.00,Jaccard=1.00
azure_storage_account_network_access_deny_by_default_check,azure.storage.account.network.access.deny.by.default.check,token_match_high,1.00,Jaccard=1.00
azure_storage_account_network_access_public_disabled,azure.storage.account.network.access.public.disabled,token_match_high,1.00,Jaccard=1.00
azure_storage_account_network_bypass_azure_services_enabled,azure.storage.account.network.bypass.azure.services.enabled,token_match_high,1.00,Jaccard=1.00
azure_storage_account_network_rule_trusted_services_check,azure.storage.account.network.rule.trusted.services.check,token_match_high,1.00,Jaccard=1.00
azure_storage_account_private_endpoint_approved,azure.storage.account.private.endpoint.approved,token_match_high,1.00,Jaccard=1.00
azure_storage_account_public_network_access_disabled,azure.storage.account.network.access.public.disabled,token_match_high,1.00,Jaccard=1.00
azure_storage_account_readonly_lock_check,azure.storage.account.readonly.lock.check,token_match_high,1.00,Jaccard=1.00
azure_storage_account_readonly_lock_compliance_check,azure.storage.account.readonly.lock.compliance.check,token_match_high,1.00,Jaccard=1.00
azure_storage_account_redundancy_check_geo_redundant,azure.storage.account.redundancy.check.geo.redundant,token_match_high,1.00,Jaccard=1.00
azure_storage_account_s3_bucket_encryption_enabled,azure.storage.account.data_protection_bucket_encryption_at_rest_enabled,ai_verified,medium,"This rule directly matches the check's focus on bucket encryption at rest for Azure storage, despite the naming discrepancy with 'S3' (an AWS term)."
azure_storage_account_sas_https_only,azure.storage.account.sas.https.only,token_match_high,1.00,Jaccard=1.00
azure_storage_account_secure_transfer_enabled,azure.storage.account.secure.transfer.enabled,token_match_high,1.00,Jaccard=1.00
azure_storage_account_shared_key_access_disabled_check,azure.storage.account.shared.key.access.disabled.check,token_match_high,1.00,Jaccard=1.00
azure_storage_account_smb_channel_encryption_in_transit,azure.storage.account.smb.channel.encryption.in.transit,token_match_high,1.00,Jaccard=1.00
azure_storage_account_smb_channel_encryption_in_transit_aes256gcm,azure.storage.account.smb.channel.encryption.in.transit.aes256gcm,token_match_high,1.00,Jaccard=1.00
azure_storage_account_smb_minimum_version_enforcement,azure.storage.account.smb.minimum.version.enforcement,token_match_high,1.00,Jaccard=1.00
azure_storage_account_smb_protocol_version_check,azure.storage.account.smb.protocol.version.check,token_match_high,1.00,Jaccard=1.00
azure_storage_account_soft_delete_configuration_check,azure.storage.account.soft.delete.configuration.check,token_match_high,1.00,Jaccard=1.00
azure_storage_account_table_service_logging_rw_delete_enabled,azure.storage.account.table.service.logging.rw.delete.enabled,token_match_high,1.00,Jaccard=1.00
azure_storage_account_website_https_only,azure.storage.account.https.traffic.only.check,token_match_high,0.67,Jaccard=0.67
azure_storage_accounts_private_endpoints_verification,azure.storage.accounts.private.endpoints.verification,token_match_high,1.00,Jaccard=1.00
azure_storage_blob_public_access_level_is_disabled,azure.storage.account.blob.anonymous.access.disabled;azure.storage.account.allow.blob.anonymous.access.disabled,ai_verified,high,"Both rules specifically target disabling anonymous blob access in Azure Storage, which matches the check name's focus on blob public access level."
