check_name,category,matched_rule_ids,confidence,reasoning
ibm_iam_password_policy_strong,deep_review,,none,"The compliance check is about password policy strength, but all candidates are about IAM policies, VPN settings, MFA, or audit violations, none of which directly enforce strong password requirements."
ibm_iam_password_policy_symbol,deep_review,,none,"The compliance check is about password policy requiring symbols, but all candidates are about IAM access policies, MFA, or audit violations, not password composition rules."
ibm_iam_password_policy_uppercase,deep_review,,none,"The compliance check is about password policy requiring uppercase letters, but all candidates are about IAM access policies, MFA, or audit violations, not password composition rules."
ibm_iam_policy_attached_only_to_group_or_roles,deep_review,ibm.iam_access_groups.access_group.no_orphaned_group,medium,"The check name focuses on policies being attached only to groups/roles (not individual users), which aligns with the candidate's purpose of preventing orphaned groups that lack proper policy attachments, though the phrasing differs."
ibm_iam_policy_no_administrative_privileges,deep_review,ibm.iam.activity.policy_created;ibm.iam.activity.policy_change,medium,"Both the compliance check and the catalog rules focus on preventing administrative privilege assignments, though the catalog rules detect policy creation/modification events while the check name suggests a broader control against administrative privi"
ibm_iam_role_kms_enforce_separation_of_duties,deep_review,,none,"The check name focuses on enforcing separation of duties for IAM roles with KMS, but none of the candidates address KMS-specific role separation or duty segregation."
ibm_iam_role_least_privilege,deep_review,,none,"The check name 'ibm_iam_role_least_privilege' focuses on ensuring IAM roles have minimal necessary permissions, but none of the candidates directly address role permission auditing or enforcement of least privilege principles."
ibm_iam_role_sa_enforce_separation_of_duties,deep_review,,none,"The compliance check name is about enforcing separation of duties for IAM roles and service accounts, but none of the candidates address this specific control."
ibm_iam_root_hardware_mfa_enabled,deep_review,ibm.iam_identity.account.mfa_enabled,high,"Both the compliance check and catalog rule directly enforce MFA enablement for IBM Cloud accounts, addressing the same root hardware MFA requirement."
ibm_iam_rotate_access_key_90_days,deep_review,,none,"The compliance check is about rotating access keys every 90 days, but none of the candidates address key rotation or age-based expiration."
ibm_iam_sa_no_administrative_privileges,deep_review,,none,"The check name is about restricting administrative privileges for service accounts, but all candidates are about activity monitoring, MFA, or group management, not about enforcing a policy of no administrative privileges."
ibm_iam_sa_no_user_managed_keys,deep_review,,none,"The check name 'ibm_iam_sa_no_user_managed_keys' refers to service accounts not having user-managed keys, but none of the candidates address service account key management or IAM key policies."
ibm_iam_sa_user_managed_key_rotate_90_days,deep_review,ibm.secrets_manager.secret.rotation_period_90_days,medium,"Both controls enforce 90-day rotation for credentials, though the check name specifies IAM service IDs while the catalog rule covers Secrets Manager secrets."
ibm_iam_sa_user_managed_key_unused,deep_review,,none,"The check name refers to unused user-managed keys, but all candidates are about API key creation, deletion, or other unrelated IAM/key controls, with no rule addressing unused key detection."
ibm_iam_securityaudit_role_created,deep_review,ibm.iam.activity.policy_created,medium,"Both controls monitor IAM policy/role creation events, though the check name specifically mentions 'securityaudit_role' while the catalog rule covers broader IAM policy creation."
ibm_iam_support_role_created,deep_review,ibm.iam.activity.policy_created,medium,"Both controls monitor IAM policy creation events, with the check name specifically targeting support role policies while the catalog rule covers all IAM policy creation including potentially sensitive roles."
ibm_iam_user_accesskey_unused,deep_review,,none,"The compliance check is about unused IAM user access keys, but none of the candidates address access key usage or inactivity."
ibm_iam_user_console_access_unused,deep_review,,none,"The check name focuses on unused console access for IAM users, but none of the candidates address user inactivity or console access monitoring."
ibm_iam_user_group_membership,deep_review,ibm.iam.activity.access_group_change,high,"The compliance check name 'ibm_iam_user_group_membership' directly corresponds to monitoring changes in access group membership, which is exactly what the catalog rule 'ibm.iam.activity.access_group_change' detects and enforces."
ibm_iam_user_in_group,deep_review,ibm.iam_access_groups.access_group.no_orphaned_group,medium,"Both the compliance check and candidate focus on ensuring IAM users are properly assigned to access groups, though the check name suggests verifying user-group membership while the candidate rule targets preventing empty/unused groups."
ibm_iam_user_inactive_accounts_check,deep_review,,none,"The check name is about detecting inactive IAM user accounts, but all candidates are activity-based rules for monitoring user management, policy changes, or MFA settings, not compliance checks for account inactivity."
ibm_iam_user_no_inline_policies,deep_review,,none,"The compliance check 'ibm_iam_user_no_inline_policies' focuses on preventing inline policies attached directly to IAM users, but none of the candidates address this specific control about inline user policies."
ibm_iam_user_unused_credentials,deep_review,,none,"The compliance check focuses on unused IAM user credentials, but all candidates are about activity monitoring or MFA settings, not credential lifecycle management."
ibm_iks_endpoints_not_publicly_accessible,deep_review,,none,"The compliance check is about IKS endpoints not being publicly accessible, but none of the candidates address public accessibility of IKS endpoints or clusters."
ibm_k8s_service_account_token_audit,deep_review,,none,"The check name is about service account token auditing, but none of the candidates address service account tokens or related authentication events."
ibm_kafka_cluster_in_transit_encryption_enabled,deep_review,,none,"The compliance check is about Kafka cluster in-transit encryption, but none of the candidates address encryption for Kafka or in-transit encryption specifically."
ibm_kafka_connector_in_transit_encryption_enabled,deep_review,,none,"The check name specifies 'in-transit encryption' for Kafka connectors, but all candidates focus on encryption at rest, BYOK, or unrelated controls, with no match for in-transit encryption."
ibm_key_protect_cmk_are_used,deep_review,ibm.kms.activity.key_protect_key_accessed,high,"The check name 'ibm_key_protect_cmk_are_used' directly refers to the usage of customer-managed keys, which is exactly what the rule 'ibm.kms.activity.key_protect_key_accessed' monitors by tracking when a key is used to wrap or unwrap data."
ibm_key_protect_cmk_not_multi_region,deep_review,,none,"The compliance check is about multi-region key deployment, but none of the candidates address geographic or cross-region properties of keys."
ibm_key_protect_key_not_publicly_accessible,deep_review,ibm.vpc.image.not_publicly_accessible;ibm.container_registry.namespace.not_publicly_accessible,medium,"The check name focuses on preventing public accessibility of a Key Protect key, which is conceptually similar to rules that enforce non-public accessibility for other IBM resources like VPC images and container registry namespaces, even though the sp"
ibm_key_protect_kms_key_expiration_set,deep_review,ibm.key_protect.key.not_deactivated,medium,"The check name refers to key expiration, which is conceptually similar to key deactivation or disabling, though not an exact wording match."
ibm_keyvault_logging_enabled,deep_review,,none,"The check name is about key vault logging, but none of the candidates address logging for IBM Cloud Key Protect or Hyper Protect Crypto Services."
ibm_keyvault_private_endpoints,deep_review,ibm.secrets_manager.instance.private_endpoint_only,high,"Both the compliance check and the catalog rule specifically enforce private endpoints for secrets/key management services, which are functionally equivalent to key vaults in IBM Cloud."
ibm_kms_key_not_publicly_accessible,deep_review,ibm.key_protect.key.not_deactivated,medium,"Both controls focus on restricting unauthorized access to KMS keys, though one specifies public accessibility while the other ensures keys are not deactivated, which is a related security measure."
ibm_kubernetes_cluster_image_pull_secrets_enabled,deep_review,,none,"None of the candidates address Kubernetes cluster image pull secrets configuration, which is a specific container security control about authentication for pulling container images."
ibm_kubernetes_cluster_scc_privileged_containers_restriction,deep_review,,none,"The compliance check is about restricting privileged containers via SCC in Kubernetes, but none of the candidates address container security or SCC controls."
ibm_kubernetes_cluster_sysdig_monitoring_enabled,deep_review,ibm.containers.cluster.logging_configured,medium,"Both controls focus on monitoring/logging capabilities for IBM Kubernetes clusters, though one specifically mentions Sysdig while the other is more general about logging configuration."
ibm_kubernetes_ingress_tls_configuration_minimum_version,deep_review,ibm.databases.deployment.tls_12_minimum,medium,"Both controls enforce a minimum TLS version, but one is specific to Kubernetes Ingress and the other to databases."
ibm_kubernetes_namespace_pod_creation_access_check,deep_review,ibm.iks.k8s_audit.pod_exec,medium,"Both controls involve monitoring or restricting pod-related activities in Kubernetes, though one focuses on pod creation access and the other on pod execution."
ibm_kubernetes_secrets_encryption_byok_enabled,deep_review,ibm.secrets_manager.instance.encryption_with_byok,medium,"Both controls focus on Bring Your Own Key (BYOK) encryption, but one is specifically for Kubernetes secrets while the other is for Secrets Manager instances, representing the same encryption concept applied to different IBM Cloud services."
ibm_kubernetes_secrets_kms_encryption_check,deep_review,ibm.secrets_manager.instance.encryption_with_byok,medium,"Both controls address encryption of secrets using customer-managed keys (KMS/BYOK), though one is specifically for Kubernetes secrets while the other is for Secrets Manager instances."
ibm_lambda_function_reserved_concurrency,deep_review,,none,"The compliance check name is about AWS Lambda reserved concurrency, but all IBM catalog candidates are unrelated IBM-specific services."
ibm_load_balancer_deletion_protection,deep_review,,none,"None of the candidates address load balancer deletion protection, which is a specific safeguard against accidental removal, while the listed rules focus on logging, privacy, listeners, or unrelated services."
ibm_load_balancer_desync_mitigation_mode,deep_review,,none,"None of the candidates address load balancer desync mitigation, which is a specific security feature for handling HTTP request/response anomalies."
ibm_load_balancer_insecure_ssl_ciphers,deep_review,ibm.vpc.load_balancer.https_listener_enabled,medium,"Both controls address load balancer security with SSL/TLS, though one focuses on cipher strength while the other on HTTPS enforcement."
ibm_load_balancer_waf_acl_attached,deep_review,,none,"The compliance check is about attaching a WAF ACL to a load balancer, but all candidates are about logging, private load balancers, HTTPS listeners, network ACLs, certificates, or cluster logging, none of which match the WAF ACL attachment control."
ibm_log_analysis_log_analysis_enabled,deep_review,ibm.containers.cluster.logging_configured,medium,"Both controls focus on enabling logging services, though the check name is about IBM Log Analysis specifically while the candidate is about container cluster logging configuration."
ibm_log_analysis_log_metric_filter_alarm_configured,deep_review,,none,"The check name refers to configuring a log metric filter alarm in IBM Log Analysis, but none of the candidates address log metric filters or alarms in Log Analysis."
ibm_logging_log_metric_filter_and_alert_for_project_ownership_changes_enabled,deep_review,,none,"The compliance check is about monitoring project ownership changes via log metric filters and alerts, but all candidates focus on logging infrastructure changes or deletions rather than monitoring specific administrative events."
ibm_logging_sink_created,deep_review,ibm.containers.cluster.logging_configured,medium,"Both the compliance check and catalog rule address logging configuration, though the check focuses on logging sinks while the rule covers general cluster logging setup."
ibm_monitor_alert_create_policy_assignment,deep_review,ibm.scc.audit.policy_violation,high,"The compliance check name 'ibm_monitor_alert_create_policy_assignment' directly corresponds to monitoring policy violations in IBM SCC, which is exactly what the catalog rule 'ibm.scc.audit.policy_violation' enforces."
ibm_monitor_alert_create_update_nsg,deep_review,,none,"The check name is about monitoring NSG (Network Security Group) creation/updates, but none of the candidates relate to network security groups or similar network controls."
ibm_monitor_alert_create_update_security_solution,deep_review,ibm.vpc.activity.security_group_rule_change,medium,"Both controls monitor security configuration changes, with the check name focusing on security solution creation/updates and the candidate rule tracking security group rule modifications as a specific implementation of security solution monitoring."
ibm_monitor_alert_create_update_sqlserver_fr,deep_review,,none,"The check name refers to monitoring alerts for SQL Server firewall rule changes, but none of the candidates address SQL Server firewall monitoring or similar database security alerting."
ibm_monitor_alert_delete_nsg,deep_review,ibm.logging.activity.activity_tracker_delete,low,"The check name refers to monitoring/deleting NSGs (Network Security Groups), while the candidate is about Activity Tracker instance deletion, which are related to security monitoring but different IBM Cloud services."
ibm_monitor_alert_delete_policy_assignment,deep_review,ibm.iam.activity.policy_change,medium,"The check name 'monitor_alert_delete_policy_assignment' focuses on detecting deletion of policy assignments, which is a specific type of policy change event, aligning with the candidate's broader scope of monitoring IAM policy modifications."
ibm_monitor_alert_delete_security_solution,deep_review,ibm.logging.activity.activity_tracker_delete,high,"Both the compliance check and the catalog rule specifically monitor the deletion of a security logging/monitoring solution (Activity Tracker), which is the same control."
ibm_monitor_alert_delete_sqlserver_fr,deep_review,,none,"The check name 'ibm_monitor_alert_delete_sqlserver_fr' appears to monitor deletion events for SQL Server instances, but none of the candidates specifically address SQL Server deletion monitoring."
ibm_monitor_diagnostic_setting_with_appropriate_categories,deep_review,,none,"The compliance check name is about monitoring diagnostic settings with appropriate categories, but none of the candidates address diagnostic settings or logging categories."
ibm_monitor_diagnostic_settings_exists,deep_review,ibm.containers.cluster.logging_configured,medium,"Both the check name and candidate focus on ensuring logging or diagnostic settings are configured, though for different services (general diagnostic settings vs. container cluster logging)."
ibm_monitor_storage_account_with_activity_logs_cmk_encrypted,deep_review,ibm.object_storage.bucket.activity_tracking_enabled,medium,"The check name focuses on monitoring storage accounts with activity logs and encryption, which aligns with enabling activity tracking for object storage buckets, though the encryption aspect is not explicitly covered in the candidate."
ibm_monitor_storage_account_with_activity_logs_is_private,deep_review,ibm.object_storage.bucket.activity_tracking_enabled,medium,"The check name focuses on monitoring storage accounts with activity logs for privacy, which aligns with enabling activity tracking on object storage buckets to ensure auditability and security, though the phrasing differs."
ibm_monitoring_alarm_configured,deep_review,,none,"None of the candidates relate to configuring monitoring alarms, as they cover unrelated controls like certificates, backups, logging, and key management."
ibm_monitoring_changes_to_network_acls_alarm_configured,deep_review,ibm.vpc.activity.network_acl_change,high,"Both the compliance check and catalog rule specifically monitor changes to network ACLs, making them the exact same control."
ibm_monitoring_changes_to_network_gateways_alarm_configured,deep_review,ibm.vpc.activity.network_acl_change,medium,"The check name focuses on monitoring changes to network gateways, which aligns with the candidate's focus on network ACL modifications as both involve tracking network configuration changes, though the specific component (gateway vs. ACL) differs."
ibm_monitoring_changes_to_network_route_tables_alarm_configured,deep_review,ibm.vpc.activity.network_acl_change,medium,"Both address monitoring changes to network access controls, though the check name specifies 'route tables' while the rule focuses on network ACLs, which are conceptually related but not identical components in IBM VPC."
ibm_monitoring_changes_to_vpcs_alarm_configured,deep_review,ibm.vpc.activity.vpc_change,high,"The check name directly references monitoring changes to VPCs, which is the exact control enforced by the candidate rule for VPC change activity."
ibm_monitoring_log_group_kms_encryption_enabled,deep_review,,none,"The check name is about monitoring log group KMS encryption, but none of the candidates address log group encryption or monitoring encryption controls."
ibm_monitoring_log_group_no_secrets_in_logs,deep_review,,none,"The check name is about detecting secrets in logs, but all candidates are about secrets management, access control, or logging enablement, not about scanning logs for secrets."
ibm_monitoring_log_group_not_publicly_accessible,deep_review,,none,"The check name is about monitoring log groups not being publicly accessible, but none of the candidates address public accessibility of log groups, focusing instead on images, container registries, flow logs, IAM, or VPC security."
ibm_monitoring_log_group_retention,deep_review,ibm.object_storage.bucket.retention_policy_configured,medium,"Both controls address retention policies for cloud resources, though one is for monitoring log groups and the other for object storage buckets."
ibm_monitoring_log_metric_filter_and_alarm_for_ibm_config_configuration_changes_enabled,deep_review,ibm.scc.audit.config_drift,medium,"Both the compliance check and the catalog rule focus on monitoring configuration changes, though the check specifically mentions IBM Config while the rule detects general configuration drift."
ibm_monitoring_log_metric_filter_authentication_failures,deep_review,,none,"The compliance check name is about monitoring authentication failures via log metric filters, but none of the candidates address authentication failure logging or metric filtering."
ibm_monitoring_log_metric_filter_disable_or_scheduled_deletion_of_kms_cmk,deep_review,ibm.kms.activity.key_protect_key_disable;ibm.kms.activity.key_protect_key_delete,high,"The check name directly references monitoring for disable or scheduled deletion of KMS CMKs, which matches the catalog rules for key disable and key delete events."
ibm_monitoring_log_metric_filter_ibm_organizations_changes,deep_review,ibm.logging.activity.log_routing_changed,high,"Both the compliance check and the catalog rule directly monitor changes to log routing or organization-level logging configurations, which is the same control."
ibm_monitoring_log_metric_filter_policy_changes,deep_review,ibm.iam.activity.policy_change;ibm.iam.activity.policy_created;ibm.cos.activity.bucket_policy_change,medium,"The check name focuses on monitoring policy changes, which aligns with IAM policy modifications, IAM policy creation, and COS bucket policy changes, though the wording differs between 'monitoring log metric filter' and specific activity alerts."
ibm_monitoring_log_metric_filter_root_usage,deep_review,,none,"The compliance check name is about monitoring root usage via log metric filters, but none of the candidates address root user activity monitoring or log metric filtering specifically."
ibm_monitoring_log_metric_filter_sign_in_without_mfa,deep_review,ibm.iam_identity.account.mfa_enabled,high,"Both the compliance check and the catalog rule directly enforce MFA requirements for account sign-in, addressing the same security control."
ibm_monitoring_log_metric_filter_unauthorized_api_calls,deep_review,,none,"The compliance check is about monitoring unauthorized API calls via log metric filters, but none of the candidates address monitoring or filtering for unauthorized API calls specifically."
ibm_mq_broker_active_deployment_mode,deep_review,ibm.databases.deployment.high_availability_configured,medium,"The check name refers to an active deployment mode for IBM MQ, which implies high availability, aligning with the candidate rule about high availability configuration, though the wording differs."
ibm_mq_broker_cluster_deployment_mode,deep_review,ibm.databases.deployment.high_availability_configured,medium,"Both the check name and the candidate focus on ensuring high availability or cluster deployment configurations, though they apply to different IBM services (IBM MQ vs. databases)."
ibm_mq_broker_logging_enabled,deep_review,,none,"The compliance check is specifically for IBM MQ broker logging, but all candidates address logging for other services (containers, VPC load balancers, Activity Tracker) or unrelated controls, with no match for MQ."
ibm_mysql_flexible_server_audit_log_connection_activated,deep_review,,none,"The check name is about MySQL audit logging for connections, but all candidates are generic SCC audit or VPC flow log rules unrelated to database-specific audit logging."
ibm_mysql_flexible_server_audit_log_enabled,deep_review,,none,"The check name is about enabling audit logs for a specific MySQL database service, while all candidates are about general VPC flow logs or SCC audit alerts, which are unrelated to database-level audit logging."
ibm_mysql_flexible_server_ssl_connection_enabled,deep_review,,none,"The check name is about MySQL flexible server SSL connections, but none of the candidates address SSL/TLS for MySQL or similar database services."
ibm_neptune_cluster_copy_tags_to_snapshots,deep_review,,none,"The check name is about Neptune cluster tags being copied to snapshots, but all candidates are for IBM Containers, IKS, Certificate Manager, or generic database backups, with no specific rule addressing tag propagation for snapshots."
ibm_neptune_cluster_integration_monitoring_logs,deep_review,,none,"The check name is about IBM Neptune cluster log monitoring, but all candidates are for IBM Containers/IKS, IBM Certificate Manager, or IBM Databases, with no rule addressing Neptune or database logging."
ibm_neptune_cluster_multi_az,deep_review,,none,"The check name is about AWS Neptune multi-AZ deployment, but all candidates are IBM-specific rules for containers, IKS, certificates, or database backups, with no match for multi-AZ or high availability in managed databases."
ibm_neptune_cluster_storage_encrypted,deep_review,,none,"The compliance check is about Neptune cluster storage encryption, but none of the candidates address database storage encryption for Neptune or a similar service."
ibm_network_bastion_host_exists,deep_review,,none,"The check name 'ibm_network_bastion_host_exists' implies ensuring a bastion host is present for secure network access, but none of the candidates address bastion hosts or equivalent jump server controls."
ibm_network_flow_log_more_than_90_days,deep_review,,none,"The check name specifies flow logs retained for more than 90 days, but none of the candidates address log retention duration; the top candidate only ensures flow logs are enabled."
ibm_network_http_internet_access_restricted,deep_review,ibm.object_storage.bucket.no_public_access,medium,"Both controls aim to restrict public internet access to cloud resources, though one focuses on network HTTP access while the other targets object storage buckets."
ibm_network_udp_internet_access_restricted,deep_review,ibm.vpc.activity.network_acl_change,medium,"The check name focuses on restricting UDP internet access, which is a network-level control implemented via network ACLs, and the candidate rule monitors changes to network ACLs, indicating it enforces the same underlying security concept."
ibm_network_watcher_enabled,deep_review,,none,"None of the candidates relate to enabling a network monitoring or observability service like Network Watcher, which is a distinct control from ACLs, logging, or encryption."
ibm_networkfirewall_in_all_vpc,deep_review,,none,"The check name 'ibm_networkfirewall_in_all_vpc' implies a control requiring network firewalls in all VPCs, but none of the candidates address network firewall deployment or configuration."
ibm_networkfirewall_logging_enabled,deep_review,ibm.vpc.load_balancer.logging_enabled,medium,"Both controls enforce logging for network infrastructure components, though one is for network firewalls and the other for load balancers."
ibm_networkfirewall_multi_az,deep_review,,none,"The check name 'ibm_networkfirewall_multi_az' implies a control for network firewall high availability across availability zones, but none of the provided candidates relate to network firewalls, multi-AZ deployment, or high availability."
ibm_ocp_api_service_account_lookup_check,deep_review,,none,"The compliance check is about OpenShift API service account lookup, while all candidates focus on IBM IAM account settings, API keys, or VPC metadata services, which are unrelated to Kubernetes/OpenShift service account security."
ibm_ocp_controller_service_account_credentials_check,deep_review,,none,"The check name is about OpenShift controller service account credentials, but all candidates are about IBM IAM or VPC settings, which are unrelated to OpenShift-specific service accounts."
ibm_ocp_kube_controller_manager_bind_address_check,deep_review,,none,"The compliance check name is about OpenShift kube-controller-manager bind address, while all candidates are about certificates, secrets, or encryption, which are unrelated security domains."
ibm_ocp_kubelet_tls_security_profile_check,deep_review,,none,"The check name is about OpenShift kubelet TLS security profiles, but all candidates are about databases, IAM, VPC security groups, or network access controls, which are unrelated concepts."
ibm_ocp_vm_check_shareable_disks,deep_review,,none,"The check name 'ibm_ocp_vm_check_shareable_disks' relates to OpenShift virtual machines and shareable disks, but none of the provided candidates address storage or disk sharing controls in a relevant context."
ibm_opensearch_service_domains_audit_logging_enabled,deep_review,,none,"The check name is about OpenSearch service domains having audit logging enabled, but none of the candidates address OpenSearch or similar database audit logging controls."
ibm_opensearch_service_domains_encryption_at_rest_enabled,deep_review,ibm.databases.deployment.encryption_at_rest_enabled,high,"Both the compliance check and the catalog rule enforce encryption at rest for IBM Cloud services, specifically targeting database/OpenSearch deployments."
ibm_opensearch_service_domains_fault_tolerant_data_nodes,deep_review,,none,"None of the candidates relate to OpenSearch service domains or fault-tolerant data nodes, focusing instead on IAM, VPC, CIEM, and unrelated controls."
ibm_opensearch_service_domains_fault_tolerant_master_nodes,deep_review,,none,"The compliance check is about OpenSearch fault-tolerant master nodes, but all candidates are unrelated to OpenSearch or cluster node configuration."
ibm_opensearch_service_domains_internal_user_database_enabled,deep_review,,none,"The check name is about enabling an internal user database for OpenSearch, but all candidates are about user management events, service IDs, or metadata services, not the configuration of an internal authentication database."
ibm_opensearch_service_domains_monitoring_logging_enabled,deep_review,,none,"The check name is about OpenSearch service domains having monitoring/logging enabled, but none of the candidates address OpenSearch or similar database logging controls."
ibm_opensearch_service_domains_node_to_node_encryption_enabled,deep_review,,none,"The check name is about node-to-node encryption for OpenSearch, but all candidates are about encryption at rest, BYOK, or unrelated IAM/VPC controls, not intra-cluster encryption."
ibm_opensearch_service_domains_not_publicly_accessible,deep_review,,none,"None of the candidates address OpenSearch service domain public accessibility, which is a specific IBM Cloud service control not covered by the listed VPC, container registry, or IAM rules."
ibm_openshift_admission_control_check,deep_review,,none,"The check name refers to OpenShift admission control, but none of the candidates address Kubernetes or OpenShift admission controllers, pod security, or cluster configuration controls."
ibm_openshift_admission_control_namespace_lifecycle_check,deep_review,ibm.iks.k8s_audit.namespace_change,high,Both controls monitor namespace lifecycle events in Kubernetes/OpenShift environments for security auditing purposes.
ibm_openshift_admission_control_serviceaccount_enabled,deep_review,,none,"The check name is about OpenShift admission control for service accounts, but none of the candidates relate to Kubernetes/OpenShift admission controllers or service account security."
ibm_openshift_admission_plugin_noderestriction_check,deep_review,,none,"The check name is about OpenShift admission plugin NodeRestriction, but none of the candidates relate to Kubernetes admission controllers or node restriction security."
ibm_openshift_admission_securitycontextconstraint_check,deep_review,,none,"The check name is about OpenShift admission control with SecurityContextConstraints, but none of the candidates relate to container security, admission controllers, or pod security policies."
ibm_openshift_anonymous_access_check,deep_review,,none,"The check name is about OpenShift anonymous access, but all candidates are unrelated to Kubernetes or OpenShift access controls."
ibm_openshift_api_server_tls_security_profile_check,deep_review,,none,"The check name is about OpenShift API server TLS security profiles, but none of the candidates address OpenShift or TLS security profiles for Kubernetes/OpenShift API servers."
ibm_openshift_apiserver_authorization_mode_check,deep_review,,none,"The check name is about OpenShift API server authorization mode, but none of the candidates address Kubernetes or OpenShift authorization controls."
ibm_openshift_apiserver_basic_auth_file_absence_check,deep_review,,none,"The compliance check name is about OpenShift API server basic authentication file absence, but none of the candidates address OpenShift, Kubernetes, or authentication file controls."
ibm_openshift_apiserver_client_ca_tls_check,deep_review,,none,"The check name refers to OpenShift API server client CA TLS configuration, but none of the candidates address OpenShift, TLS client certificates, or API server security controls."
ibm_openshift_audit_log_max_backup_retention,deep_review,,none,"The check name is about OpenShift audit log backup retention, but all candidates are unrelated to OpenShift or audit log retention settings."
ibm_openshift_audit_log_max_file_size_configured,deep_review,,none,"The compliance check is specifically about configuring the OpenShift audit log file size, but none of the candidates address audit log file size configuration or OpenShift-specific controls."
ibm_openshift_audit_log_path_check,deep_review,,none,"The check name is specific to OpenShift audit log path configuration, but none of the candidates address OpenShift or audit log paths, focusing instead on VPC flow logs or generic SCC audit findings."
ibm_openshift_audit_policy_compliance_check,deep_review,ibm.scc.audit.policy_violation,medium,"The check name refers to OpenShift audit policy compliance, which aligns with the candidate's focus on security policy violations, though it is not specifically tailored to OpenShift."
ibm_openshift_cdi_access_check,deep_review,,none,"The compliance check name 'ibm_openshift_cdi_access_check' suggests a control related to access management for Container Data Interface (CDI) in OpenShift, but none of the provided IBM catalog candidates address OpenShift or CDI-specific access contr"
ibm_openshift_cluster_api_priority_and_fairness_enabled,deep_review,,none,"The compliance check is about enabling API priority and fairness in OpenShift, but none of the candidates address this specific Kubernetes/OpenShift API server configuration control."
ibm_openshift_cluster_rbac_status_check,deep_review,,none,"The compliance check name 'ibm_openshift_cluster_rbac_status_check' focuses on RBAC (Role-Based Access Control) status, but none of the provided candidates address RBAC, cluster access controls, or authorization configuration."
ibm_openshift_cluster_unsupported_config_overrides_compliance_check,deep_review,ibm.iks.activity.cluster_config_update,medium,"Both controls address cluster configuration changes, with the check name focusing on unsupported overrides and the candidate covering general configuration updates including security-weakening changes."
ibm_openshift_cni_file_ownership_check,deep_review,,none,"The check name is about OpenShift CNI file ownership, but none of the candidates relate to file permissions, ownership, or container network configuration."
ibm_openshift_controller_manager_bind_address_check,deep_review,,none,"The compliance check name refers to an OpenShift controller manager bind address configuration, while all candidates are about certificate management, secrets management, or encryption, which are unrelated security domains."
ibm_openshift_etcd_auto_tls_check,deep_review,,none,"The check name refers to etcd auto-TLS in OpenShift, but none of the candidates address etcd or OpenShift-specific TLS automation."
ibm_openshift_etcd_encryption_status_check,deep_review,,none,"The compliance check specifically targets OpenShift etcd encryption status, while all candidates address encryption for different IBM services (VPC, databases, storage) but none cover Kubernetes/OpenShift etcd encryption."
ibm_openshift_etcd_permissions_check,deep_review,,none,"The compliance check name is about OpenShift etcd permissions, but none of the candidates relate to container platform permissions or access controls."
ibm_openshift_etcd_tls_configuration_check,deep_review,,none,"The check name is about OpenShift etcd TLS configuration, but none of the candidates address etcd, OpenShift, or TLS configuration for container orchestration components."
ibm_openshift_etcd_tls_encryption_check,deep_review,,none,"The check name is specifically about etcd TLS encryption in OpenShift, but all candidates are about general encryption at rest, TLS versions, or unrelated services, with no match for etcd or OpenShift-specific TLS controls."
ibm_openshift_etcd_unique_ca_check,deep_review,,none,"The check name refers to a unique CA for OpenShift etcd, but none of the candidates address certificate authority uniqueness or etcd-specific controls."
ibm_openshift_hyperconverged_ksm_configuration_check,deep_review,,none,"The compliance check name refers to a specific OpenShift hyperconverged KSM configuration, but none of the provided IBM catalog candidates address Kubernetes or OpenShift cluster configuration controls."
ibm_openshift_image_provenance_registry_sources_configured,deep_review,,none,"The compliance check is about configuring registry sources for image provenance in OpenShift, but none of the candidates address registry source configuration or image provenance specifically."
ibm_openshift_insecure_registry_check,deep_review,,none,"The check name refers to an insecure registry in OpenShift, but none of the candidates address registry security configuration or access controls for insecure registries."
ibm_openshift_kube_apiserver_token_auth_file_absence_check,deep_review,,none,"The check name is about OpenShift API server token authentication file absence, but none of the candidates address Kubernetes/OpenShift API server authentication or token file configurations."
ibm_openshift_kubelet_anonymous_auth_check,deep_review,,none,"The compliance check name is about OpenShift kubelet anonymous authentication, but none of the candidates address Kubernetes or container authentication controls."
ibm_openshift_kubelet_authorization_mode_check,deep_review,,none,"The compliance check name refers to OpenShift kubelet authorization mode, but none of the candidates address Kubernetes or OpenShift authorization controls."
ibm_openshift_kubelet_cert_rotation_check,deep_review,,none,"The check name is about OpenShift kubelet certificate rotation, but all candidates are for unrelated services like Key Protect, Secrets Manager, or general database/DNS controls."
ibm_openshift_kubelet_certificate_authentication_check,deep_review,,none,"The compliance check name refers to kubelet certificate authentication in OpenShift, but none of the candidates address Kubernetes or OpenShift certificate authentication controls."
ibm_openshift_kubelet_cipher_check,deep_review,,none,"The check name 'ibm_openshift_kubelet_cipher_check' relates to OpenShift kubelet cipher configuration, but none of the provided candidates address cipher suites, TLS settings, or OpenShift kubelet security."
ibm_openshift_kubelet_client_ca_file_verification,deep_review,,none,"The compliance check name is about verifying the kubelet client CA file in OpenShift, which is a Kubernetes-specific certificate authentication control, and none of the provided IBM catalog candidates address certificate verification or kubelet confi"
ibm_openshift_kubelet_conf_permissions_check,deep_review,,none,"The compliance check name is about OpenShift kubelet configuration file permissions, but none of the candidate rules relate to container platform file permissions or similar access controls."
ibm_openshift_kubelet_config_file_ownership_check,deep_review,,none,"The check name is about verifying kubelet config file ownership, but none of the candidates address file ownership or specific Kubernetes node-level security controls."
