id,unique_id,source,title,description,rationale,audit,remediation,profile_applicability,impact,references,final_approach,final_confidence,program_name,justification,automation_summary,manual_summary,three_ai_consensus,decision_timestamp
4.1.7,k8s_6_4_1_7,CIS KUBERNETES BENCHMARK V1.7.1 PDF,Ensure that the certificate authorities file permissions are set to 600 or more restrictive,Ensure that the certificate authorities file has permissions of 600 or more restrictive.,The certificate authorities file controls the authorities used to validate API requests. You should restrict its file permissions to maintain the integrity of the file. The file should be writable by only the administrators on the system. Impact: None,Run the following command: ps -ef | grep kubelet Find the file specified by the --client-ca-file argument. Run the following command: stat -c %a <filename> Verify that the permissions are 644 or more restrictive.,Run the following command to modify the file permissions of the --client-ca-file chmod 600 <filename> Default Value: By default no --client-ca-file is specified. References: 1. https://kubernetes.io/docs/admin/authentication/#x509-client-certs,•  Level 1 - Worker Node •  Level 2 - Worker Node,None,1. https://kubernetes.io/docs/admin/authentication/#x509-client-certs,Manual,HIGH,,"Both AI opinions unanimously agree that this control requires a manual approach due to the nature of the audit steps, which involve checking file permissions at the OS level. The necessary information is not accessible through Kubernetes APIs or kubectl, necessitating direct access to the node's file system.",,"1. On each worker node, identify the kubelet process and determine the path to the certificate authorities file by checking the `--client-ca-file` argument. You can do this by running: ``` ps -ef | grep kubelet ``` Look for the `--client-ca-file` flag and note the file path. 2. On the same node, check the file permissions of the specified file by running: ``` stat -c %a <path-to-client-ca-file> ``` or ``` ls -l <path-to-client-ca-file> ``` 3. Verify that the file permissions are set to 600 or more restrictive (e.g., 600, 400, 440, etc.). 4. Confirm compliance if all kubelet `--client-ca-file` files on all worker nodes have permissions of 600 or more restrictive.",Yes,2025-10-30T03:11:57.394375
4.1.8,k8s_6_4_1_8,CIS KUBERNETES BENCHMARK V1.7.1 PDF,Ensure that the client certificate authorities file ownership is set to root:root,Ensure that the certificate authorities file ownership is set to root:root.,The certificate authorities file controls the authorities used to validate API requests. You should set its file ownership to maintain the integrity of the file. The file should be owned by root:root. Impact: None,Run the following command: ps -ef | grep kubelet Find the file specified by the --client-ca-file argument. Run the following command: stat -c %U:%G <filename> Verify that the ownership is set to root:root.,Run the following command to modify the ownership of the --client-ca-file. chown root:root <filename> Default Value: By default no --client-ca-file is specified. References: 1. https://kubernetes.io/docs/admin/authentication/#x509-client-certs,•  Level 1 - Worker Node •  Level 2 - Worker Node,None,1. https://kubernetes.io/docs/admin/authentication/#x509-client-certs,Manual,HIGH,,"Both AI opinions unanimously agree that this control requires a manual approach due to the need for direct access to the host filesystem to verify the ownership of the client certificate authorities file. The necessary checks cannot be performed through Kubernetes APIs or kubectl commands, as they do not expose file ownership details. Therefore, a manual inspection is essential to ensure compliance.",,"1. **Ensure kubelet service is running:** - On the worker node, check the status of the kubelet service: ``` systemctl status kubelet ``` 2. **Identify the client CA file path:** - Run the following command to find the kubelet process and its arguments: ``` ps -ef | grep kubelet ``` - Look for the `--client-ca-file` argument in the output and note the file path (e.g., `/etc/kubernetes/pki/ca.crt`). 3. **Check file ownership:** - Execute the following command to check the ownership of the identified client CA file: ``` stat -c %U:%G <client-ca-file-path> ``` Replace `<client-ca-file-path>` with the actual path identified in step 2. 4. **Verify expected ownership:** - Confirm that the output indicates: ``` root:root ``` 5. **Confirm compliance:** - If the file is owned by `root:root`, the control is compliant. - If the ownership is not set to `root:root`, remediate by running: ``` chown root:root <client-ca-file-path> ``` - Re-run the stat command to confirm the ownership change.",Yes,2025-10-30T02:45:22.486923
4.1.9,k8s_6_4_1_9,CIS KUBERNETES BENCHMARK V1.7.1 PDF,If the kubelet config.yaml configuration file is being used validate permissions set to 600 or more restrictive,"Ensure that if the kubelet refers to a configuration file with the --config argument, that file has permissions of 600 or more restrictive.","The kubelet reads various parameters, including security settings, from a config file specified by the --config argument. If this file is specified you should restrict its file permissions to maintain the integrity of the file. The file should be writable by only the administrators on the system. Impact: None","Automated AAC auditing has been modified to allow CIS-CAT to input a variable for the <PATH>/<FILENAME> of the kubelet config yaml file. Please set $kubelet_config_yaml=<PATH> based on the file location on your system for example: export kubelet_config_yaml=/var/lib/kubelet/config.yaml To perform the audit manually: Run the below command (based on the file location on your system) on the each worker node. For example, stat -c %a /var/lib/kubelet/config.yaml Verify that the permissions are 600 or more restrictive.","Run the following command (using the config file location identied in the Audit step) chmod 600 /var/lib/kubelet/config.yaml Default Value: By default, the /var/lib/kubelet/config.yaml file as set up by kubeadm has permissions of 600. References: 1. https://kubernetes.io/docs/tasks/administer-cluster/kubelet-config-file/",•  Level 1 - Worker Node •  Level 2 - Worker Node,None,1. https://kubernetes.io/docs/tasks/administer-cluster/kubelet-config-file/,Manual,HIGH,,"Both AI opinions unanimously agree that this control requires a manual approach due to the limitations of Kubernetes APIs and kubectl, which do not provide access to node-level file system permissions. The audit necessitates direct inspection of the kubelet configuration file on each worker node, which cannot be accomplished through automated means.",,"1. Identify the kubelet config.yaml file location on each worker node, typically specified by the --config argument in the kubelet service definition (e.g., /var/lib/kubelet/config.yaml). 2. SSH into each worker node in the cluster. 3. Run the following command to check the file permissions: ``` stat -c %a /var/lib/kubelet/config.yaml ``` (Replace the path with the actual location if different.) 4. Verify that the output is 600 or a more restrictive value (e.g., 400). 5. Confirm that only the file owner (typically root) has read and write permissions, and no other users have access. 6. If the permissions are more permissive than 600, remediate by running: ``` chmod 600 /var/lib/kubelet/config.yaml ``` 7. Repeat for all worker nodes in the cluster.",Yes,2025-10-30T04:16:18.567425
4.1.10,k8s_6_4_1_10,CIS KUBERNETES BENCHMARK V1.7.1 PDF,If the kubelet config.yaml configuration file is being used validate file ownership is set to root:root,"Ensure that if the kubelet refers to a configuration file with the --config argument, that file is owned by root:root.","The kubelet reads various parameters, including security settings, from a config file specified by the --config argument. If this file is specified you should restrict its file permissions to maintain the integrity of the file. The file should be owned by root:root. Impact: None","Automated AAC auditing has been modified to allow CIS-CAT to input a variable for the <PATH>/<FILENAME> of the kubelet config yaml file. Please set $kubelet_config_yaml=<PATH> based on the file location on your system for example: export kubelet_config_yaml=/var/lib/kubelet/config.yaml To perform the audit manually: Run the below command (based on the file location on your system) on the each worker node. For example, stat -c %a /var/lib/kubelet/config.yaml ```Verify that the ownership is set to `root:root`.","Run the following command (using the config file location identied in the Audit step) chown root:root /etc/kubernetes/kubelet.conf Default Value: By default, /var/lib/kubelet/config.yaml file as set up by kubeadm is owned by root:root. References: 1. https://kubernetes.io/docs/tasks/administer-cluster/kubelet-config-file/",•  Level 1 - Worker Node •  Level 2 - Worker Node,None,1. https://kubernetes.io/docs/tasks/administer-cluster/kubelet-config-file/,Manual,HIGH,,"Both AI opinions unanimously agree that this control requires a manual approach due to the nature of file ownership being an OS-level property that is not accessible via Kubernetes APIs or kubectl. The kubelet configuration file's ownership must be verified directly on the node's filesystem, necessitating SSH access to each worker node.",,"1. **Identify the kubelet config file path:** - Determine the location of the kubelet config.yaml file, typically specified by the --config flag in the kubelet service definition (e.g., /var/lib/kubelet/config.yaml). You can find this path by inspecting the kubelet systemd unit file or process arguments. 2. **Access each worker node:** - SSH into each worker node in your Kubernetes cluster. 3. **Check file ownership:** - Run the following command, replacing `<PATH>` with the actual path to the kubelet config file: ``` stat -c %U:%G <PATH> ``` - Example: ``` stat -c %U:%G /var/lib/kubelet/config.yaml ``` 4. **Verify the output:** - The output should be: ``` root:root ``` - If the ownership is not root:root, the node is non-compliant. 5. **Remediate if necessary:** - If the file is not owned by root:root, run the following command to correct the ownership: ``` chown root:root <PATH> ```",Yes,2025-10-30T03:47:34.606497
4.2.3,k8s_6_4_2_3,CIS KUBERNETES BENCHMARK V1.7.1 PDF,Ensure that the --client-ca-file argument is set as appropriate,Enable Kubelet authentication using certificates.,"The connections from the apiserver to the kubelet are used for fetching logs for pods, attaching (through kubectl) to running pods, and using the kubelet’s port-forwarding functionality. These connections terminate at the kubelet’s HTTPS endpoint. By default, the apiserver does not verify the kubelet’s serving certificate, which makes the connection subject to man-in-the-middle attacks, and unsafe to run over untrusted and/or public networks. Enabling Kubelet certificate authentication ensures that the apiserver could authenticate the Kubelet before submitting any requests. Impact: You require TLS to be configured on apiserver as well as kubelets.","Run the following command on each node: ps -ef | grep kubelet Verify that the --client-ca-file argument exists and is set to the location of the client certificate authority file. If the --client-ca-file argument is not present, check that there is a Kubelet config file specified by --config, and that the file sets authentication: x509: clientCAFile to the location of the client certificate authority file.","If using a Kubelet config file, edit the file to set authentication: x509: clientCAFile to the location of the client CA file. If using command line arguments, edit the kubelet service file /etc/kubernetes/kubelet.conf on each worker node and set the below parameter in KUBELET_AUTHZ_ARGS variable. --client-ca-file=<path/to/client-ca-file> Based on your system, restart the kubelet service. For example: systemctl daemon-reload systemctl restart kubelet.service Default Value: By default, --client-ca-file argument is not set. References: 1. https://kubernetes.io/docs/admin/kubelet/ 2. https://kubernetes.io/docs/reference/command-line-tools-reference/kubelet- authentication-authorization/",•  Level 1 - Worker Node •  Level 2 - Worker Node,You require TLS to be configured on apiserver as well as kubelets.,1. https://kubernetes.io/docs/admin/kubelet/ 2. https://kubernetes.io/docs/reference/command-line-tools-reference/kubelet- authentication-authorization/,Manual,HIGH,,"Both AI opinions unanimously agree that the audit approach must be manual due to the nature of the `--client-ca-file` argument, which is not accessible through Kubernetes APIs or kubectl commands. The inspection requires direct access to the kubelet process arguments or configuration files on each node, which cannot be automated using Kubernetes-native mechanisms.",,"1. SSH into each worker node in the Kubernetes cluster. 2. Run the following command to inspect the kubelet process arguments: ``` ps -ef | grep kubelet ``` 3. Check if the kubelet process includes the `--client-ca-file` argument and that it is set to the correct path for the client certificate authority file. 4. If the `--client-ca-file` argument is not present, check if the kubelet is started with a `--config` argument pointing to a kubelet configuration file. 5. If a kubelet configuration file is used, open the file (typically located at `/var/lib/kubelet/config.yaml` or similar) and verify that under the `authentication.x509.clientCAFile` field, the path to the client CA file is correctly specified. 6. Confirm that the specified client CA file exists on disk and is the intended certificate authority for client authentication. 7. Check the permissions and ownership of the client CA file to ensure it is securely managed. 8. Repeat the above steps for each worker node in the cluster.",Yes,2025-10-30T03:50:50.703814
4.2.5,k8s_6_4_2_5,CIS KUBERNETES BENCHMARK V1.7.1 PDF,Ensure that the --streaming-connection-idle-timeout argument is not set to 0,Do not disable timeouts on streaming connections.,"Setting idle timeouts ensures that you are protected against Denial-of-Service attacks, inactive connections and running out of ephemeral ports. Note: By default, --streaming-connection-idle-timeout is set to 4 hours which might be too high for your environment. Setting this as appropriate would additionally ensure that such streaming connections are timed out after serving legitimate use cases. Impact: Long-lived connections could be interrupted.","Run the following command on each node: ps -ef | grep kubelet Verify that the --streaming-connection-idle-timeout argument is not set to 0. If the argument is not present, and there is a Kubelet config file specified by --config, check that it does not set streamingConnectionIdleTimeout to 0.","If using a Kubelet config file, edit the file to set streamingConnectionIdleTimeout to a value other than 0. If using command line arguments, edit the kubelet service file /etc/kubernetes/kubelet.conf on each worker node and set the below parameter in KUBELET_SYSTEM_PODS_ARGS variable. --streaming-connection-idle-timeout=5m Based on your system, restart the kubelet service. For example: systemctl daemon-reload systemctl restart kubelet.service Default Value: By default, --streaming-connection-idle-timeout is set to 4 hours. References: 1. https://kubernetes.io/docs/admin/kubelet/ 2. https://github.com/kubernetes/kubernetes/pull/18552",•  Level 1 - Worker Node •  Level 2 - Worker Node,Long-lived connections could be interrupted.,1. https://kubernetes.io/docs/admin/kubelet/ 2. https://github.com/kubernetes/kubernetes/pull/18552,Manual,HIGH,,"The control requires checking the kubelet process arguments and configuration files, which are not accessible through Kubernetes APIs or kubectl. Both AI opinions correctly identify that this audit step necessitates host-level access and cannot be automated using Kubernetes-native interfaces. Therefore, a manual approach is the only viable option.",,"1. SSH into each Kubernetes worker node. 2. Run the following command to inspect the kubelet process arguments: ``` ps -ef | grep kubelet ``` 3. Check if the --streaming-connection-idle-timeout argument is present: - If present, ensure it is NOT set to 0 (e.g., --streaming-connection-idle-timeout=0 is non-compliant). - If absent, proceed to the next step. 4. If the kubelet is started with a --config flag pointing to a configuration file, open that file (commonly /var/lib/kubelet/config.yaml or similar). 5. In the kubelet config file, locate the streamingConnectionIdleTimeout field: - Ensure streamingConnectionIdleTimeout is NOT set to 0 (e.g., streamingConnectionIdleTimeout: 0 is non-compliant). 6. If any non-compliance is found, edit the kubelet configuration to set streamingConnectionIdleTimeout to a value other than 0 (e.g., streamingConnectionIdleTimeout: 5m). 7. Restart the kubelet service using the following commands: ``` systemctl daemon-reload systemctl restart kubelet.service ```",Yes,2025-10-30T02:38:31.496021
4.2.6,k8s_6_4_2_6,CIS KUBERNETES BENCHMARK V1.7.1 PDF,Ensure that the --make-iptables-util-chains argument is set to true,Allow Kubelet to manage iptables.,"Kubelets can automatically manage the required changes to iptables based on how you choose your networking options for the pods. It is recommended to let kubelets manage the changes to iptables. This ensures that the iptables configuration remains in sync with pods networking configuration. Manually configuring iptables with dynamic pod network configuration changes might hamper the communication between pods/containers and to the outside world. You might have iptables rules too restrictive or too open. Impact: Kubelet would manage the iptables on the system and keep it in sync. If you are using any other iptables management solution, then there might be some conflicts.","Run the following command on each node: ps -ef | grep kubelet Verify that if the --make-iptables-util-chains argument exists then it is set to true. If the --make-iptables-util-chains argument does not exist, and there is a Kubelet config file specified by --config, verify that the file does not set makeIPTablesUtilChains to false.","If using a Kubelet config file, edit the file to set makeIPTablesUtilChains: true. If using command line arguments, edit the kubelet service file /etc/kubernetes/kubelet.conf on each worker node and remove the --make- iptables-util-chains argument from the KUBELET_SYSTEM_PODS_ARGS variable. Based on your system, restart the kubelet service. For example: systemctl daemon-reload systemctl restart kubelet.service Default Value: By default, --make-iptables-util-chains argument is set to true. References: 1. https://kubernetes.io/docs/admin/kubelet/",•  Level 1 - Worker Node •  Level 2 - Worker Node,"Kubelet would manage the iptables on the system and keep it in sync. If you are using any other iptables management solution, then there might be some conflicts.",1. https://kubernetes.io/docs/admin/kubelet/,Manual,HIGH,,"Both AI opinions unanimously agree that the audit approach must be manual due to the nature of the `--make-iptables-util-chains` argument, which is not accessible via Kubernetes APIs or kubectl. The verification requires direct access to the node to check process arguments or configuration files, making automation infeasible.",,"1. SSH into each worker node in your Kubernetes cluster. 2. Run the following command to check the kubelet process arguments: ``` ps -ef | grep kubelet ``` 3. Review the output for the presence of the `--make-iptables-util-chains` argument: - If the argument is present, ensure it is set to `true` (i.e., `--make-iptables-util-chains=true`). - If the argument is absent, check if the kubelet is using a configuration file (look for the `--config` flag in the process arguments). 4. If a kubelet config file is specified (commonly `/var/lib/kubelet/config.yaml` or similar), open the file and verify the value of `makeIPTablesUtilChains`: - Ensure that `makeIPTablesUtilChains: true` is set, or that the field is absent (default is true). - If `makeIPTablesUtilChains: false` is present, this is non-compliant. 5. Repeat these steps for every worker node in the cluster.",Yes,2025-10-30T03:56:38.217029
4.2.7,k8s_6_4_2_7,CIS KUBERNETES BENCHMARK V1.7.1 PDF,Ensure that the --hostname-override argument is not set,Do not override node hostnames.,"Overriding hostnames could potentially break TLS setup between the kubelet and the apiserver. Additionally, with overridden hostnames, it becomes increasingly difficult to associate logs with a particular node and process them for security analytics. Hence, you should setup your kubelet nodes with resolvable FQDNs and avoid overriding the hostnames with IPs. Impact: Some cloud providers may require this flag to ensure that hostname matches names issued by the cloud provider. In these environments, this recommendation should not apply.",Run the following command on each node: ps -ef | grep kubelet Verify that --hostname-override argument does not exist. Note This setting is not configurable via the Kubelet config file.,"Edit the kubelet service file /etc/systemd/system/kubelet.service.d/10-kubeadm.conf on each worker node and remove the --hostname-override argument from the KUBELET_SYSTEM_PODS_ARGS variable. Based on your system, restart the kubelet service. For example: systemctl daemon-reload systemctl restart kubelet.service Default Value: By default, --hostname-override argument is not set. References: 1. https://kubernetes.io/docs/admin/kubelet/ 2. https://github.com/kubernetes/kubernetes/issues/22063",•  Level 1 - Worker Node •  Level 2 - Worker Node,"Some cloud providers may require this flag to ensure that hostname matches names issued by the cloud provider. In these environments, this recommendation should not apply.",1. https://kubernetes.io/docs/admin/kubelet/ 2. https://github.com/kubernetes/kubernetes/issues/22063,Manual,HIGH,,"Both AI opinions unanimously agree that this control requires a manual approach due to the necessity of verifying the kubelet process arguments directly on each node, which is not exposed through Kubernetes APIs or CLI tools. The audit steps clearly indicate that SSH access is required to inspect the process configuration, confirming that automation is not feasible.",,"1. SSH into each Kubernetes worker node. 2. Run the following command to list the kubelet process and its arguments: ``` ps -ef | grep kubelet ``` 3. Review the output and verify that the kubelet process is NOT started with the --hostname-override argument. 4. Alternatively, inspect the kubelet systemd service file (commonly at /etc/systemd/system/kubelet.service.d/10-kubeadm.conf or similar) to ensure --hostname-override is not present in the KUBELET_SYSTEM_PODS_ARGS or other argument variables. 5. Confirm compliance if --hostname-override is absent from both the running process and the service configuration.",Yes,2025-10-30T03:17:41.868313
4.2.8,k8s_6_4_2_8,CIS KUBERNETES BENCHMARK V1.7.1 PDF,Ensure that the eventRecordQPS argument is set to a level which ensures appropriate event capture,"Security relevant information should be captured. The eventRecordQPS on the Kubelet configuration can be used to limit the rate at which events are gathered and sets the maximum event creations per second. Setting this too low could result in relevant events not being logged, however the unlimited setting of 0 could result in a denial of service on the kubelet.",It is important to capture all events and not restrict event creation. Events are an important source of security information and analytics that ensure that your environment is consistently monitored using the event data. Impact: Setting this parameter to 0 could result in a denial of service condition due to excessive events being created. The cluster's event processing and storage systems should be scaled to handle expected event loads.,"Run the following command on each node: sudo grep ""eventRecordQPS"" /etc/systemd/system/kubelet.service.d/10- kubeadm.conf Review the value set for the argument and determine whether this has been set to an appropriate level for the cluster. If the argument does not exist, check that there is a Kubelet config file specified by -- config and review the value in this location.","If using a Kubelet config file, edit the file to set eventRecordQPS: to an appropriate level. If using command line arguments, edit the kubelet service file /etc/systemd/system/kubelet.service.d/10-kubeadm.conf on each worker node and set the below parameter in KUBELET_SYSTEM_PODS_ARGS variable. Based on your system, restart the kubelet service. For example: systemctl daemon-reload systemctl restart kubelet.service Default Value: By default, eventRecordQPS argument is set to 5. References: 1. https://kubernetes.io/docs/admin/kubelet/ 2. https://github.com/kubernetes/kubernetes/blob/master/pkg/kubelet/apis/kubeletco nfig/v1beta1/types.go",•  Level 2 - Worker Node,Setting this parameter to 0 could result in a denial of service condition due to excessive events being created. The cluster's event processing and storage systems should be scaled to handle expected event loads.,1. https://kubernetes.io/docs/admin/kubelet/ 2. https://github.com/kubernetes/kubernetes/blob/master/pkg/kubelet/apis/kubeletco nfig/v1beta1/types.go,Manual,HIGH,,"Both AI opinions unanimously agree that the control requires a manual approach due to the necessity of accessing node-level configurations that are not exposed via the Kubernetes API or accessible through `kubectl`. The audit steps involve inspecting system files on each node, which cannot be automated through Kubernetes capabilities.",,"1. SSH into each worker node in the cluster. 2. Check if the kubelet is started with a config file by inspecting the kubelet systemd unit file: - Run: `sudo grep ""config"" /etc/systemd/system/kubelet.service.d/10-kubeadm.conf` - If a config file is specified (e.g., `--config=/var/lib/kubelet/config.yaml`), proceed to step 3. - If not, check for the `--eventRecordQPS` flag directly in the same file. 3. If a kubelet config file is used: - Open the config file (e.g., `sudo cat /var/lib/kubelet/config.yaml`). - Locate the `eventRecordQPS` field. - Verify that `eventRecordQPS` is set to a non-zero, appropriate value (default is 5; 0 is insecure). 4. If the kubelet config file is not used, check the `eventRecordQPS` flag in the kubelet service file: - Ensure it is set to a non-zero value. 5. If adjustments are necessary, edit the kubelet config file or the kubelet service file as needed to set `eventRecordQPS` to an appropriate level. 6. Restart the kubelet service to apply changes: - Run: `sudo systemctl daemon-reload` - Run: `sudo systemctl restart kubelet.service`",Yes,2025-10-30T04:22:08.588434
4.2.9,k8s_6_4_2_9,CIS KUBERNETES BENCHMARK V1.7.1 PDF,Ensure that the --tls-cert-file and --tls-private-key-file arguments are set as appropriate,Setup TLS connection on the Kubelets.,"The connections from the apiserver to the kubelet are used for fetching logs for pods, attaching (through kubectl) to running pods, and using the kubelet’s port-forwarding functionality. These connections terminate at the kubelet’s HTTPS endpoint. By default, the apiserver does not verify the kubelet’s serving certificate, which makes the connection subject to man-in-the-middle attacks, and unsafe to run over untrusted and/or public networks.","Run the following command on each node: ps -ef | grep kubelet Verify that the --tls-cert-file and --tls-private-key-file arguments exist and they are set as appropriate. If these arguments are not present, check that there is a Kubelet config specified by -- config and that it contains appropriate settings for tlsCertFile and tlsPrivateKeyFile.","If using a Kubelet config file, edit the file to set tlsCertFile to the location of the certificate file to use to identify this Kubelet, and tlsPrivateKeyFile to the location of the corresponding private key file. If using command line arguments, edit the kubelet service file /etc/kubernetes/kubelet.conf on each worker node and set the below parameters in KUBELET_CERTIFICATE_ARGS variable. --tls-cert-file=<path/to/tls-certificate-file> --tls-private-key-file=<path/to/tls-key-file> Based on your system, restart the kubelet service. For example: systemctl daemon-reload systemctl restart kubelet.service",•  Level 1 - Worker Node •  Level 2 - Worker Node,,,Manual,HIGH,,"Both AI opinions unanimously agree that the audit approach must be manual due to the nature of the configuration settings for `--tls-cert-file` and `--tls-private-key-file`, which are not accessible via Kubernetes APIs or `kubectl`. These settings are part of the kubelet's process configuration and require direct access to the nodes for inspection, confirming the necessity of a manual approach.",,"1. SSH into each Kubernetes worker node. 2. Run the following command to inspect the kubelet process: ``` ps -ef | grep kubelet ``` 3. Review the process arguments for the presence of: - `--tls-cert-file=<path/to/tls-certificate-file>` - `--tls-private-key-file=<path/to/tls-key-file>` 4. If these arguments are not present, check if the kubelet is started with a config file (look for the `--config=<path/to/config.yaml>` argument). 5. If a config file is used, open the referenced file and verify that the following fields are set: - `tlsCertFile: <path/to/tls-certificate-file>` - `tlsPrivateKeyFile: <path/to/tls-key-file>` 6. Confirm that the file paths are correct and point to valid certificate and private key files for the kubelet. 7. Repeat for each worker node in the cluster.",Yes,2025-10-30T04:00:10.184814
4.2.10,k8s_6_4_2_10,CIS KUBERNETES BENCHMARK V1.7.1 PDF,Ensure that the --rotate-certificates argument is not set to false,Enable kubelet client certificate rotation.,The --rotate-certificates setting causes the kubelet to rotate its client certificates by creating new CSRs as its existing credentials expire. This automated periodic rotation ensures that the there is no downtime due to expired certificates and thus addressing availability in the CIA security triad. Note: This recommendation only applies if you let kubelets get their certificates from the API server. In case your kubelet certificates come from an outside authority/tool (e.g. Vault) then you need to take care of rotation yourself. Note: This feature also require the RotateKubeletClientCertificate feature gate to be enabled (which is the default since Kubernetes v1.7) Impact: None,"Run the following command on each node: ps -ef | grep kubelet Verify that the --rotate-certificates argument is not present, or is set to true. If the --rotate-certificates argument is not present, verify that if there is a Kubelet config file specified by --config, that file does not contain rotateCertificates: false.","If using a Kubelet config file, edit the file to add the line rotateCertificates: true or remove it altogether to use the default value. If using command line arguments, edit the kubelet service file /etc/kubernetes/kubelet.conf on each worker node and remove --rotate- certificates=false argument from the KUBELET_CERTIFICATE_ARGS variable. Based on your system, restart the kubelet service. For example: systemctl daemon-reload systemctl restart kubelet.service Default Value: By default, kubelet client certificate rotation is enabled. References: 1. https://github.com/kubernetes/kubernetes/pull/41912 2. https://kubernetes.io/docs/reference/command-line-tools-reference/kubelet-tls- bootstrapping/#kubelet-configuration 3. https://kubernetes.io/docs/imported/release/notes/ 4. https://kubernetes.io/docs/reference/command-line-tools-reference/feature-gates/",•  Level 1 - Worker Node •  Level 2 - Worker Node,None,1. https://github.com/kubernetes/kubernetes/pull/41912 2. https://kubernetes.io/docs/reference/command-line-tools-reference/kubelet-tls- bootstrapping/#kubelet-configuration 3. https://kubernetes.io/docs/imported/release/notes/ 4. https://kubernetes.io/docs/reference/command-line-tools-reference/feature-gates/,Manual,HIGH,,"Both AI opinions unanimously agree that the verification of the `--rotate-certificates` argument requires manual inspection due to the lack of exposure of kubelet process arguments and configuration files through Kubernetes APIs or kubectl. This necessitates direct access to the nodes, confirming that an automated approach is not feasible.",,"1. **On each worker node, check the kubelet process arguments:** - Run the command: `ps -ef | grep kubelet` - Inspect the output for the presence of the `--rotate-certificates` flag. - If `--rotate-certificates=false` is present, this indicates non-compliance. - If `--rotate-certificates=true` is present, or the flag is absent, proceed to step 2. 2. **If a kubelet config file is used (check for `--config` flag in the process):** - Identify the path to the kubelet config file from the `--config` argument. - Open the kubelet config file (usually in YAML format). - Search for the `rotateCertificates` field. - If `rotateCertificates: false` is present, this indicates non-compliance. - If `rotateCertificates: true` is present or the field is absent, the configuration is compliant. 3. **Remediation Steps:** - If using a Kubelet config file, edit the file to add the line `rotateCertificates: true` or remove it altogether to use the default value. - If using command line arguments, edit the kubelet service file located at `/etc/kubernetes/kubelet.conf` on each worker node and remove the `--rotate-certificates=false` argument from the `KUBELET_CERTIFICATE_ARGS` variable. - Restart the kubelet service using the commands: ``` systemctl daemon-reload systemctl restart kubelet.service ```",Yes,2025-10-30T04:22:52.417441
4.2.11,k8s_6_4_2_11,CIS KUBERNETES BENCHMARK V1.7.1 PDF,Verify that the RotateKubeletServerCertificate argument is set to true,Enable kubelet server certificate rotation.,RotateKubeletServerCertificate causes the kubelet to both request a serving certificate after bootstrapping its client credentials and rotate the certificate as its existing credentials expire. This automated periodic rotation ensures that the there are no downtimes due to expired certificates and thus addressing availability in the CIA security triad. Note: This recommendation only applies if you let kubelets get their certificates from the API server. In case your kubelet certificates come from an outside authority/tool (e.g. Vault) then you need to take care of rotation yourself. Impact: None,Ignore this check if serverTLSBootstrap is true in the kubelet config file or if the --rotate- server-certificates parameter is set on kubelet Run the following command on each node: ps -ef | grep kubelet Verify that RotateKubeletServerCertificate argument exists and is set to true.,"Edit the kubelet service file /etc/kubernetes/kubelet.conf on each worker node and set the below parameter in KUBELET_CERTIFICATE_ARGS variable. --feature-gates=RotateKubeletServerCertificate=true Based on your system, restart the kubelet service. For example: systemctl daemon-reload systemctl restart kubelet.service Default Value: By default, kubelet server certificate rotation is enabled. References: 1. https://github.com/kubernetes/kubernetes/pull/45059 2. https://kubernetes.io/docs/admin/kubelet-tls-bootstrapping/#kubelet-configuration",•  Level 1 - Worker Node •  Level 2 - Worker Node,None,1. https://github.com/kubernetes/kubernetes/pull/45059 2. https://kubernetes.io/docs/admin/kubelet-tls-bootstrapping/#kubelet-configuration,Manual,HIGH,,"The audit process for verifying the RotateKubeletServerCertificate argument requires direct access to the kubelet configuration files or process arguments on each node, which cannot be accessed via Kubernetes APIs or kubectl. Both AI opinions agree on the necessity of manual inspection due to the nature of the kubelet's configuration being node-level and not exposed through the Kubernetes API.",,"1. SSH into each worker node in the Kubernetes cluster. 2. Check the kubelet configuration file (commonly located at `/var/lib/kubelet/config.yaml` or `/etc/kubernetes/kubelet.conf`) for the following settings: - Verify that `serverTLSBootstrap: true` is present. - Alternatively, check for `featureGates: RotateKubeletServerCertificate=true`. 3. Inspect the kubelet process arguments by executing: - `ps -ef | grep kubelet` - Confirm the presence of `--feature-gates=RotateKubeletServerCertificate=true` or `--rotate-server-certificates=true`. 4. Ensure that either the configuration file or the process arguments enable kubelet server certificate rotation. 5. If kubelet certificates are managed externally (not via the API server), document the alternative rotation process as necessary.",Yes,2025-10-30T03:34:16.156891
