Requirement_ID,Title,Section,Family_Code,Automation_Type,AWS_Checks,Azure_Checks,GCP_Checks,Oracle_Checks,IBM_Checks,Alicloud_Checks,Total_Checks
3_4_1,"3_4_1: 3.4.1 Establish and maintain baseline configurations and inventories of organizational systems (including hardware, software, firmware, and documentation) throughout the respective system development life cycles",3.4 Configuration Management,CM,automated,aws_cloudtrail_multi_region_enabled; aws_ec2_elastic_ip_unassigned; aws_ec2_instance_managed_by_ssm; aws_ec2_instance_older_than_specific_days; aws_ec2_networkacl_allow_ingress_any_port; aws_elbv2_deletion_protection; aws_ssm_managed_compliant_patching,azure_monitor_multi_region_enabled; azure_vm_elastic_ip_unassigned; azure_vm_instance_managed_by_ssm; azure_vm_instance_older_than_specific_days; azure_virtual_network_acl_allow_ingress_any_port; azure_load_balancer_deletion_protection; azure_automation_managed_compliant_patching,gcp_logging_multi_region_enabled; gcp_compute_elastic_ip_unassigned; gcp_compute_instance_managed_by_ssm; gcp_compute_instance_older_than_specific_days; gcp_vpc_network_acl_allow_ingress_any_port; gcp_load_balancing_deletion_protection; gcp_ssm_managed_compliant_patching,oracle_audit_multi_region_enabled; oracle_compute_elastic_ip_unassigned; oracle_compute_instance_managed_by_ssm; oracle_compute_instance_older_than_specific_days; oracle_compute_networkacl_allow_ingress_any_port; oracle_elbv2_deletion_protection; oracle_ssm_managed_compliant_patching,ibm_activity_tracker_multi_region_enabled; ibm_elbv2_deletion_protection; ibm_ssm_managed_compliant_patching; ibm_vsi_elastic_ip_unassigned; ibm_vsi_instance_managed_by_ssm; ibm_vsi_instance_older_than_specific_days; ibm_vsi_networkacl_allow_ingress_any_port,alicloud_actiontrail_multi_region_enabled; alicloud_ecs_elastic_ip_unassigned; alicloud_ecs_instance_managed_by_ssm; alicloud_ecs_instance_older_than_specific_days; alicloud_ecs_networkacl_allow_ingress_any_port; alicloud_elbv2_deletion_protection; alicloud_ssm_managed_compliant_patching,42
3_4_2,3_4_2: 3.4.2 Establish and enforce security configuration settings for information technology products employed in organizational systems,3.4 Configuration Management,CM,automated,aws_ec2_instance_managed_by_ssm; aws_ec2_instance_older_than_specific_days; aws_ssm_managed_compliant_patching,azure_vm_managed_by_automation; azure_vm_older_than_specific_days; azure_automation_compliant_patching,gcp_compute_instance_managed_by_os_config; gcp_compute_instance_older_than_specific_days; gcp_os_config_compliant_patching,oracle_compute_instance_managed_by_ssm; oracle_compute_instance_older_than_specific_days; oracle_ssm_managed_compliant_patching,ibm_ssm_managed_compliant_patching; ibm_vsi_instance_managed_by_ssm; ibm_vsi_instance_older_than_specific_days,alicloud_ecs_instance_managed_by_ssm; alicloud_ecs_instance_older_than_specific_days; alicloud_ssm_managed_compliant_patching,18
3_4_6,3_4_6: 3.4.6 Employ the principle of least functionality by configuring organizational systems to provide only essential capabilities,3.4 Configuration Management,CM,automated,aws_awslambda_function_url_public; aws_ec2_ebs_public_snapshot; aws_ec2_instance_managed_by_ssm; aws_ec2_securitygroup_default_restrict_traffic; aws_iam_aws_attached_policy_no_administrative_privileges; aws_iam_customer_attached_policy_no_administrative_privileges; aws_iam_inline_policy_no_administrative_privileges; aws_iam_no_root_access_key; aws_iam_policy_attached_only_to_group_or_roles; aws_rds_snapshots_public_access; aws_redshift_cluster_public_access; aws_s3_account_level_public_access_blocks; aws_s3_bucket_policy_public_write_access; aws_s3_bucket_public_access; aws_ssm_managed_compliant_patching,azure_functions_public_access; azure_vm_public_snapshot; azure_vm_managed_by_ssm; azure_network_security_group_default_restrict_traffic; azure_ad_attached_policy_no_administrative_privileges; azure_ad_customer_attached_policy_no_administrative_privileges; azure_ad_inline_policy_no_administrative_privileges; azure_ad_no_root_access_key; azure_ad_policy_attached_only_to_group_or_roles; azure_sql_snapshots_public_access; azure_synapse_cluster_public_access; azure_storage_account_level_public_access_blocks; azure_storage_blob_public_write_access; azure_storage_blob_public_access; azure_automation_managed_compliant_patching,gcp_cloudfunctions_public_access; gcp_compute_engine_public_snapshot; gcp_compute_instance_managed_by_ssm; gcp_compute_firewall_default_restrict_traffic; gcp_iam_attached_policy_no_administrative_privileges; gcp_iam_customer_attached_policy_no_administrative_privileges; gcp_iam_inline_policy_no_administrative_privileges; gcp_iam_no_root_access_key; gcp_iam_policy_attached_only_to_group_or_roles; gcp_sql_snapshots_public_access; gcp_bigquery_cluster_public_access; gcp_storage_account_level_public_access_blocks; gcp_storage_bucket_policy_public_write_access; gcp_storage_bucket_public_access; gcp_ssm_managed_compliant_patching,oracle_awslambda_function_url_public; oracle_compute_ebs_public_snapshot; oracle_compute_instance_managed_by_ssm; oracle_compute_securitygroup_default_restrict_traffic; oracle_database_snapshots_public_access; oracle_identity_aws_attached_policy_no_administrative_privileges; oracle_identity_customer_attached_policy_no_administrative_privileges; oracle_identity_inline_policy_no_administrative_privileges; oracle_identity_no_root_access_key; oracle_identity_policy_attached_only_to_group_or_roles; oracle_object_storage_account_level_public_access_blocks; oracle_object_storage_bucket_policy_public_write_access; oracle_object_storage_bucket_public_access; oracle_redshift_cluster_public_access; oracle_ssm_managed_compliant_patching,ibm_awslambda_function_url_public; ibm_cos_account_level_public_access_blocks; ibm_cos_bucket_policy_public_write_access; ibm_cos_bucket_public_access; ibm_database_snapshots_public_access; ibm_iam_aws_attached_policy_no_administrative_privileges; ibm_iam_customer_attached_policy_no_administrative_privileges; ibm_iam_inline_policy_no_administrative_privileges; ibm_iam_no_root_access_key; ibm_iam_policy_attached_only_to_group_or_roles; ibm_redshift_cluster_public_access; ibm_ssm_managed_compliant_patching; ibm_vsi_ebs_public_snapshot; ibm_vsi_instance_managed_by_ssm; ibm_vsi_securitygroup_default_restrict_traffic,alicloud_awslambda_function_url_public; alicloud_ecs_ebs_public_snapshot; alicloud_ecs_instance_managed_by_ssm; alicloud_ecs_securitygroup_default_restrict_traffic; alicloud_oss_account_level_public_access_blocks; alicloud_oss_bucket_policy_public_write_access; alicloud_oss_bucket_public_access; alicloud_ram_aws_attached_policy_no_administrative_privileges; alicloud_ram_customer_attached_policy_no_administrative_privileges; alicloud_ram_inline_policy_no_administrative_privileges; alicloud_ram_no_root_access_key; alicloud_ram_policy_attached_only_to_group_or_roles; alicloud_rds_snapshots_public_access; alicloud_redshift_cluster_public_access; alicloud_ssm_managed_compliant_patching,90
3_4_7,"3_4_7: 3.4.7 Restrict, disable, or prevent the use of nonessential programs, functions, ports, protocols, and services",3.4 Configuration Management,CM,automated,aws_ec2_networkacl_allow_ingress_any_port; aws_ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_22; aws_ec2_securitygroup_default_restrict_traffic,azure_virtualmachines_networkacl_allow_ingress_any_port; azure_network_securitygroup_allow_ingress_from_internet_to_tcp_port_22; azure_network_securitygroup_default_restrict_traffic,gcp_compute_networkacl_allow_ingress_any_port; gcp_compute_firewall_allow_ingress_from_internet_to_tcp_port_22; gcp_compute_firewall_default_restrict_traffic,oracle_compute_networkacl_allow_ingress_any_port; oracle_compute_securitygroup_allow_ingress_from_internet_to_tcp_port_22; oracle_compute_securitygroup_default_restrict_traffic,ibm_vsi_networkacl_allow_ingress_any_port; ibm_vsi_securitygroup_allow_ingress_from_internet_to_tcp_port_22; ibm_vsi_securitygroup_default_restrict_traffic,alicloud_ecs_networkacl_allow_ingress_any_port; alicloud_ecs_securitygroup_allow_ingress_from_internet_to_tcp_port_22; alicloud_ecs_securitygroup_default_restrict_traffic,18
3_4_9,3_4_9: 3.4.9 Control and monitor user-installed software,3.4 Configuration Management,CM,automated,aws_ec2_instance_managed_by_ssm; aws_ssm_managed_compliant_patching,azure_virtualmachines_managed_by_automation; azure_automation_compliant_patching,gcp_compute_instance_managed_by_os_config; gcp_os_config_compliant_patching,oracle_compute_instance_managed_by_ssm; oracle_ssm_managed_compliant_patching,ibm_ssm_managed_compliant_patching; ibm_vsi_instance_managed_by_ssm,alicloud_ecs_instance_managed_by_ssm; alicloud_ssm_managed_compliant_patching,12
3_5_10,3_5_10: 3.5.10 Store and transmit only cryptographically-protected passwords,3.5 Identification and Authentication,IA,automated,aws_apigateway_restapi_client_certificate_enabled; aws_ec2_ebs_volume_encryption; aws_elbv2_insecure_ssl_ciphers; aws_opensearch_service_domains_node_to_node_encryption_enabled; aws_s3_bucket_default_encryption; aws_s3_bucket_secure_transport_policy,azure_storage_default_encryption; azure_vm_encryption; azure_load_balancer_insecure_ssl_ciphers; azure_monitor_enabled; azure_search_node_to_node_encryption_enabled,gcp_storage_default_encryption; gcp_compute_instance_encryption; gcp_load_balancing_insecure_ssl_ciphers; gcp_logging_enabled; gcp_opensearch_service_node_to_node_encryption_enabled,oracle_apigateway_restapi_client_certificate_enabled; oracle_compute_ebs_volume_encryption; oracle_elbv2_insecure_ssl_ciphers; oracle_object_storage_bucket_default_encryption; oracle_object_storage_bucket_secure_transport_policy; oracle_opensearch_service_domains_node_to_node_encryption_enabled,ibm_apigateway_restapi_client_certificate_enabled; ibm_cos_bucket_default_encryption; ibm_cos_bucket_secure_transport_policy; ibm_elbv2_insecure_ssl_ciphers; ibm_opensearch_service_domains_node_to_node_encryption_enabled; ibm_vsi_ebs_volume_encryption,alicloud_apigateway_restapi_client_certificate_enabled; alicloud_ecs_ebs_volume_encryption; alicloud_elbv2_insecure_ssl_ciphers; alicloud_opensearch_service_domains_node_to_node_encryption_enabled; alicloud_oss_bucket_default_encryption; alicloud_oss_bucket_secure_transport_policy,34
3_5_2,"3_5_2: 3.5.2 Authenticate (or verify) the identities of users, processes, or devices, as a prerequisite to allowing access to organizational systems",3.5 Identification and Authentication,IA,automated,aws_iam_root_mfa_enabled; aws_iam_user_mfa_enabled_console_access,azure_entra_user_mfa_enabled_console_access; azure_entra_root_mfa_enabled,gcp_iam_user_mfa_enabled_console_access; gcp_iam_root_mfa_enabled,oracle_identity_root_mfa_enabled; oracle_identity_user_mfa_enabled_console_access,ibm_iam_root_mfa_enabled; ibm_iam_user_mfa_enabled_console_access,alicloud_ram_root_mfa_enabled; alicloud_ram_user_mfa_enabled_console_access,12
3_5_3,3_5_3: 3.5.3 Use multifactor authentication for local and network access to privileged accounts and for network access to non-privileged accounts,3.5 Identification and Authentication,IA,automated,aws_iam_root_hardware_mfa_enabled; aws_iam_root_mfa_enabled; aws_iam_user_mfa_enabled_console_access,azure_entra_mfa_enabled; azure_entra_user_mfa_enabled_console_access,gcp_iam_mfa_enabled; gcp_iam_user_mfa_enabled_console_access,oracle_identity_root_hardware_mfa_enabled; oracle_identity_root_mfa_enabled; oracle_identity_user_mfa_enabled_console_access,ibm_iam_root_hardware_mfa_enabled; ibm_iam_root_mfa_enabled; ibm_iam_user_mfa_enabled_console_access,alicloud_ram_root_hardware_mfa_enabled; alicloud_ram_root_mfa_enabled; alicloud_ram_user_mfa_enabled_console_access,16
3_5_5,3_5_5: 3.5.5 Prevent reuse of identifiers for a defined period,3.5 Identification and Authentication,IA,automated,aws_iam_password_policy_expires_passwords_within_90_days_or_less; aws_iam_password_policy_reuse_24,azure_entra_password_policy_expires_passwords_within_90_days_or_less; azure_entra_password_policy_reuse_24,gcp_iam_password_policy_expires_passwords_within_90_days_or_less; gcp_iam_password_policy_reuse_24,oracle_identity_password_policy_expires_passwords_within_90_days_or_less; oracle_identity_password_policy_reuse_24,ibm_iam_password_policy_expires_passwords_within_90_days_or_less; ibm_iam_password_policy_reuse_24,alicloud_ram_password_policy_expires_passwords_within_90_days_or_less; alicloud_ram_password_policy_reuse_24,12
3_5_6,3_5_6: 3.5.6 Disable identifiers after a defined period of inactivity,3.5 Identification and Authentication,IA,automated,aws_iam_password_policy_expires_passwords_within_90_days_or_less; aws_iam_password_policy_reuse_24; aws_iam_user_accesskey_unused; aws_iam_user_console_access_unused,azure_entra_password_policy_expires_passwords_within_90_days_or_less; azure_entra_password_policy_reuse_24; azure_entra_user_accesskey_unused; azure_entra_user_console_access_unused,gcp_iam_password_policy_expires_passwords_within_90_days_or_less; gcp_iam_password_policy_reuse_24; gcp_iam_user_accesskey_unused; gcp_iam_user_console_access_unused,oracle_identity_password_policy_expires_passwords_within_90_days_or_less; oracle_identity_password_policy_reuse_24; oracle_identity_user_accesskey_unused; oracle_identity_user_console_access_unused,ibm_iam_password_policy_expires_passwords_within_90_days_or_less; ibm_iam_password_policy_reuse_24; ibm_iam_user_accesskey_unused; ibm_iam_user_console_access_unused,alicloud_ram_password_policy_expires_passwords_within_90_days_or_less; alicloud_ram_password_policy_reuse_24; alicloud_ram_user_accesskey_unused; alicloud_ram_user_console_access_unused,24
3_5_7,3_5_7: 3.5.7 Enforce a minimum password complexity and change of characters when new passwords are created,3.5 Identification and Authentication,IA,automated,aws_iam_password_policy_expires_passwords_within_90_days_or_less; aws_iam_password_policy_lowercase; aws_iam_password_policy_minimum_length_14; aws_iam_password_policy_number; aws_iam_password_policy_reuse_24; aws_iam_password_policy_symbol; aws_iam_password_policy_uppercase; aws_iam_user_accesskey_unused; aws_iam_user_console_access_unused,azure_entra_password_policy_expires_passwords_within_90_days_or_less; azure_entra_password_policy_lowercase; azure_entra_password_policy_minimum_length_14; azure_entra_password_policy_number; azure_entra_password_policy_reuse_24; azure_entra_password_policy_symbol; azure_entra_user_accesskey_unused; azure_entra_user_console_access_unused,gcp_iam_password_policy_expires_passwords_within_90_days_or_less; gcp_iam_password_policy_lowercase; gcp_iam_password_policy_minimum_length_14; gcp_iam_password_policy_number; gcp_iam_password_policy_reuse_24; gcp_iam_password_policy_symbol; gcp_iam_user_accesskey_unused; gcp_iam_user_console_access_unused,oracle_identity_password_policy_expires_passwords_within_90_days_or_less; oracle_identity_password_policy_lowercase; oracle_identity_password_policy_minimum_length_14; oracle_identity_password_policy_number; oracle_identity_password_policy_reuse_24; oracle_identity_password_policy_symbol; oracle_identity_password_policy_uppercase; oracle_identity_user_accesskey_unused; oracle_identity_user_console_access_unused,ibm_iam_password_policy_expires_passwords_within_90_days_or_less; ibm_iam_password_policy_lowercase; ibm_iam_password_policy_minimum_length_14; ibm_iam_password_policy_number; ibm_iam_password_policy_reuse_24; ibm_iam_password_policy_symbol; ibm_iam_password_policy_uppercase; ibm_iam_user_accesskey_unused; ibm_iam_user_console_access_unused,alicloud_ram_password_policy_expires_passwords_within_90_days_or_less; alicloud_ram_password_policy_lowercase; alicloud_ram_password_policy_minimum_length_14; alicloud_ram_password_policy_number; alicloud_ram_password_policy_reuse_24; alicloud_ram_password_policy_symbol; alicloud_ram_password_policy_uppercase; alicloud_ram_user_accesskey_unused; alicloud_ram_user_console_access_unused,52
3_5_8,3_5_8: 3.5.8 Prohibit password reuse for a specified number of generations,3.5 Identification and Authentication,IA,automated,aws_iam_password_policy_expires_passwords_within_90_days_or_less; aws_iam_password_policy_reuse_24; aws_iam_user_accesskey_unused; aws_iam_user_console_access_unused,azure_entra_password_policy_expires_passwords_within_90_days_or_less; azure_entra_password_policy_reuse_24; azure_entra_user_accesskey_unused; azure_entra_user_console_access_unused,gcp_iam_password_policy_expires_passwords_within_90_days_or_less; gcp_iam_password_policy_reuse_24; gcp_iam_user_accesskey_unused; gcp_iam_user_console_access_unused,oracle_identity_password_policy_expires_passwords_within_90_days_or_less; oracle_identity_password_policy_reuse_24; oracle_identity_user_accesskey_unused; oracle_identity_user_console_access_unused,ibm_iam_password_policy_expires_passwords_within_90_days_or_less; ibm_iam_password_policy_reuse_24; ibm_iam_user_accesskey_unused; ibm_iam_user_console_access_unused,alicloud_ram_password_policy_expires_passwords_within_90_days_or_less; alicloud_ram_password_policy_reuse_24; alicloud_ram_user_accesskey_unused; alicloud_ram_user_console_access_unused,24
3_6_1,"3_6_1: 3.6.1 Establish an operational incident-handling capability for organizational systems that includes preparation, detection, analysis, containment, recovery, and user response activities",3.6 Incident Response,IR,automated,aws_apigateway_restapi_logging_enabled; aws_cloudtrail_cloudwatch_logging_enabled; aws_cloudtrail_multi_region_enabled; aws_cloudwatch_changes_to_network_acls_alarm_configured; aws_cloudwatch_changes_to_network_gateways_alarm_configured; aws_cloudwatch_changes_to_network_route_tables_alarm_configured; aws_cloudwatch_changes_to_vpcs_alarm_configured; aws_cloudwatch_log_group_retention_policy_specific_days_enabled; aws_guardduty_is_enabled; aws_guardduty_no_high_severity_findings; aws_rds_instance_integration_cloudwatch_logs; aws_s3_bucket_server_access_logging_enabled; aws_securityhub_enabled; aws_vpc_flow_logs_enabled,azure_monitor_enabled; azure_monitor_enabled; azure_monitor_enabled; azure_monitor_enabled; azure_monitor_enabled; azure_monitor_enabled; azure_monitor_enabled; azure_defender_enabled; azure_defender_no_high_severity_findings; azure_sql_enabled; azure_storage_logging_enabled; azure_defender_enabled; azure_virtual_network_flow_logs_enabled,gcp_logging_enabled; gcp_logging_enabled; gcp_logging_enabled; gcp_logging_enabled; gcp_logging_enabled; gcp_logging_enabled; gcp_logging_enabled; gcp_security_command_center_enabled; gcp_security_command_center_no_high_severity_findings; gcp_sql_enabled; gcp_storage_logging_enabled; gcp_security_command_center_enabled; gcp_vpc_flow_logs_enabled,oracle_apigateway_restapi_logging_enabled; oracle_audit_cloudwatch_logging_enabled; oracle_audit_multi_region_enabled; oracle_cloud_guard_enabled; oracle_cloud_guard_is_enabled; oracle_cloud_guard_no_high_severity_findings; oracle_database_instance_integration_cloudwatch_logs; oracle_monitoring_changes_to_network_acls_alarm_configured; oracle_monitoring_changes_to_network_gateways_alarm_configured; oracle_monitoring_changes_to_network_route_tables_alarm_configured; oracle_monitoring_changes_to_vpcs_alarm_configured; oracle_monitoring_log_group_retention_policy_specific_days_enabled; oracle_object_storage_bucket_server_access_logging_enabled; oracle_vcn_flow_logs_enabled,ibm_activity_tracker_cloudwatch_logging_enabled; ibm_activity_tracker_multi_region_enabled; ibm_apigateway_restapi_logging_enabled; ibm_cos_bucket_server_access_logging_enabled; ibm_database_instance_integration_cloudwatch_logs; ibm_monitoring_changes_to_network_acls_alarm_configured; ibm_monitoring_changes_to_network_gateways_alarm_configured; ibm_monitoring_changes_to_network_route_tables_alarm_configured; ibm_monitoring_changes_to_vpcs_alarm_configured; ibm_monitoring_log_group_retention_policy_specific_days_enabled; ibm_security_advisor_enabled; ibm_security_advisor_is_enabled; ibm_security_advisor_no_high_severity_findings; ibm_vpc_flow_logs_enabled,alicloud_actiontrail_cloudwatch_logging_enabled; alicloud_actiontrail_multi_region_enabled; alicloud_apigateway_restapi_logging_enabled; alicloud_cloudmonitor_changes_to_network_acls_alarm_configured; alicloud_cloudmonitor_changes_to_network_gateways_alarm_configured; alicloud_cloudmonitor_changes_to_network_route_tables_alarm_configured; alicloud_cloudmonitor_changes_to_vpcs_alarm_configured; alicloud_cloudmonitor_log_group_retention_policy_specific_days_enabled; alicloud_oss_bucket_server_access_logging_enabled; alicloud_rds_instance_integration_cloudwatch_logs; alicloud_security_center_enabled; alicloud_threat_detection_is_enabled; alicloud_threat_detection_no_high_severity_findings; alicloud_vpc_flow_logs_enabled,82
3_6_2,"3_6_2: 3.6.2 Track, document, and report incidents to designated officials and/or authorities both internal and external to the organization",3.6 Incident Response,IR,automated,aws_apigateway_restapi_logging_enabled; aws_cloudtrail_cloudwatch_logging_enabled; aws_cloudtrail_multi_region_enabled; aws_cloudwatch_changes_to_network_acls_alarm_configured; aws_cloudwatch_changes_to_network_gateways_alarm_configured; aws_cloudwatch_changes_to_network_route_tables_alarm_configured; aws_cloudwatch_changes_to_vpcs_alarm_configured; aws_cloudwatch_log_group_retention_policy_specific_days_enabled; aws_guardduty_is_enabled; aws_guardduty_no_high_severity_findings; aws_rds_instance_integration_cloudwatch_logs; aws_s3_bucket_server_access_logging_enabled; aws_securityhub_enabled; aws_vpc_flow_logs_enabled,azure_monitor_enabled; azure_monitor_enabled; azure_monitor_enabled; azure_monitor_enabled; azure_monitor_enabled; azure_monitor_enabled; azure_monitor_enabled; azure_defender_enabled; azure_defender_no_high_severity_findings; azure_sql_enabled; azure_storage_logging_enabled; azure_defender_enabled; azure_vnet_flow_logs_enabled,gcp_logging_enabled; gcp_logging_enabled; gcp_logging_enabled; gcp_logging_enabled; gcp_logging_enabled; gcp_logging_enabled; gcp_logging_enabled; gcp_security_command_center_enabled; gcp_security_command_center_no_high_severity_findings; gcp_sql_enabled; gcp_storage_logging_enabled; gcp_security_command_center_enabled; gcp_vpc_flow_logs_enabled,oracle_apigateway_restapi_logging_enabled; oracle_audit_cloudwatch_logging_enabled; oracle_audit_multi_region_enabled; oracle_cloud_guard_enabled; oracle_cloud_guard_is_enabled; oracle_cloud_guard_no_high_severity_findings; oracle_database_instance_integration_cloudwatch_logs; oracle_monitoring_changes_to_network_acls_alarm_configured; oracle_monitoring_changes_to_network_gateways_alarm_configured; oracle_monitoring_changes_to_network_route_tables_alarm_configured; oracle_monitoring_changes_to_vpcs_alarm_configured; oracle_monitoring_log_group_retention_policy_specific_days_enabled; oracle_object_storage_bucket_server_access_logging_enabled; oracle_vcn_flow_logs_enabled,ibm_activity_tracker_cloudwatch_logging_enabled; ibm_activity_tracker_multi_region_enabled; ibm_apigateway_restapi_logging_enabled; ibm_cos_bucket_server_access_logging_enabled; ibm_database_instance_integration_cloudwatch_logs; ibm_monitoring_changes_to_network_acls_alarm_configured; ibm_monitoring_changes_to_network_gateways_alarm_configured; ibm_monitoring_changes_to_network_route_tables_alarm_configured; ibm_monitoring_changes_to_vpcs_alarm_configured; ibm_monitoring_log_group_retention_policy_specific_days_enabled; ibm_security_advisor_enabled; ibm_security_advisor_is_enabled; ibm_security_advisor_no_high_severity_findings; ibm_vpc_flow_logs_enabled,alicloud_actiontrail_cloudwatch_logging_enabled; alicloud_actiontrail_multi_region_enabled; alicloud_apigateway_restapi_logging_enabled; alicloud_cloudmonitor_changes_to_network_acls_alarm_configured; alicloud_cloudmonitor_changes_to_network_gateways_alarm_configured; alicloud_cloudmonitor_changes_to_network_route_tables_alarm_configured; alicloud_cloudmonitor_changes_to_vpcs_alarm_configured; alicloud_cloudmonitor_log_group_retention_policy_specific_days_enabled; alicloud_oss_bucket_server_access_logging_enabled; alicloud_rds_instance_integration_cloudwatch_logs; alicloud_security_center_enabled; alicloud_threat_detection_is_enabled; alicloud_threat_detection_no_high_severity_findings; alicloud_vpc_flow_logs_enabled,82
