id,unique_id,source,title,description,rationale,audit,remediation,profile_applicability,impact,references,section,assessment,default_value,additional_information,final_approach,final_confidence,program_name,justification,automation_summary,manual_summary,three_ai_consensus,decision_timestamp,final_approach,final_confidence,program_name,justification,automation_summary,manual_summary,three_ai_consensus,decision_timestamp
1.1.18,cis-k8s-k8s123-v101-1-1-18,CIS_Kubernetes_V1.23_Benchmark_V1.0.1_PDF_,Ensure that the controller-manager.conf file ownership is set to root:root,Ensure that the controller-manager.conf file ownership is set to root:root .,The controller-manager.conf file is the kubeconfig file for the Controller Manager. You should set its file ownership to maintain the integrity of the file. The file should be owned by root:root .,"Run the below command (based on the file location on your system) on the Control Plane node. For example, stat -c %U:%G /etc/kubernetes/controller-manager.conf Verify that the ownership is set to root:root .","Run the below command (based on the file location on your system) on the Control Plane node. For example, chown root:root /etc/kubernetes/controller-manager.conf",• Level 1 - Master Node,None,1. https://kubernetes.io/docs/admin/kube-controller-manager/,1 Section,Automated,"By default, controller-manager.conf file ownership is set to root:root .",,Manual,HIGH,,"The task involves verifying and setting file ownership on the host filesystem, which is outside the scope of Kubernetes APIs and cannot be managed directly through kubectl or other Kubernetes CLI tools. The manual approach is necessary because it requires direct interaction with the file system on the control plane node, which Kubernetes does not natively manage.",,"1. SSH into the Control Plane node where the Kubernetes controller-manager is running. 2. Execute the command: `stat -c %U:%G /etc/kubernetes/controller-manager.conf` to check the current ownership of the file. 3. Verify that the output displays `root:root`. 4. If the ownership is incorrect, correct it by running: `chown root:root /etc/kubernetes/controller-manager.conf`. 5. Re-run the `stat` command to confirm that the ownership is now set to `root:root`.",Yes,2025-11-02T18:48:57.097351,Manual,HIGH,,"The task involves verifying and setting file ownership on the host filesystem, which is outside the scope of Kubernetes APIs and cannot be managed directly through kubectl or other Kubernetes CLI tools. The manual approach is necessary because it requires direct interaction with the file system on the control plane node, which Kubernetes does not natively manage.",,"1. SSH into the Control Plane node where the Kubernetes controller-manager is running. 2. Execute the command: `stat -c %U:%G /etc/kubernetes/controller-manager.conf` to check the current ownership of the file. 3. Verify that the output displays `root:root`. 4. If the ownership is incorrect, correct it by running: `chown root:root /etc/kubernetes/controller-manager.conf`. 5. Re-run the `stat` command to confirm that the ownership is now set to `root:root`.",Yes,2025-11-02T18:48:57.097351
1.1.19,cis-k8s-k8s123-v101-1-1-19,CIS_Kubernetes_V1.23_Benchmark_V1.0.1_PDF_,Ensure that the Kubernetes PKI directory and file ownership is set to root:root,Ensure that the Kubernetes PKI directory and file ownership is set to root:root .,Kubernetes makes use of a number of certificates as part of its operation. You should set the ownership of the directory containing the PKI information and all files in that directory to maintain their integrity. The directory and files should be owned by root:root .,"Run the below command (based on the file location on your system) on the Control Plane node. For example, ls -laR /etc/kubernetes/pki/ Verify that the ownership of all files and directories in this hierarchy is set to root:root .","Run the below command (based on the file location on your system) on the Control Plane node. For example, chown -R root:root /etc/kubernetes/pki/",• Level 1 - Master Node,None,1. https://kubernetes.io/docs/admin/kube-apiserver/,1 Section,Automated,"By default, the /etc/kubernetes/pki/ directory and all of the files and directories contained within it, are set to be owned by the root user.",,Manual,HIGH,,"The task involves verifying file system ownership on the underlying operating system, which is outside the scope of Kubernetes APIs and cannot be directly automated using `kubectl` or Kubernetes CLI tools. The compliance check requires SSH access to the control plane node to inspect file ownership, which is inherently a manual process.",,1. SSH into the Control Plane node where Kubernetes is installed. 2. Execute the command: `ls -laR /etc/kubernetes/pki/` to list all files and directories with their ownership details. 3. Verify that the ownership of all files and directories in this hierarchy is set to `root:root`. 4. Ensure that no files or directories are owned by any user or group other than `root`.,Yes,2025-11-02T18:45:10.047592,Manual,HIGH,,"The task involves verifying file system ownership on the underlying operating system, which is outside the scope of Kubernetes APIs and cannot be directly automated using `kubectl` or Kubernetes CLI tools. The compliance check requires SSH access to the control plane node to inspect file ownership, which is inherently a manual process.",,1. SSH into the Control Plane node where Kubernetes is installed. 2. Execute the command: `ls -laR /etc/kubernetes/pki/` to list all files and directories with their ownership details. 3. Verify that the ownership of all files and directories in this hierarchy is set to `root:root`. 4. Ensure that no files or directories are owned by any user or group other than `root`.,Yes,2025-11-02T18:45:10.047592
1.1.20,cis-k8s-k8s123-v101-1-1-20,CIS_Kubernetes_V1.23_Benchmark_V1.0.1_PDF_,Ensure that the Kubernetes PKI certificate file permissions are set to 600 or more restrictive,Ensure that Kubernetes PKI certificate files have permissions of 600 or more restrictive.,Kubernetes makes use of a number of certificate files as part of the operation of its components. The permissions on these files should be set to 600 or more restrictive to protect their integrity.,"Run the below command (based on the file location on your system) on the Control Plane node. For example, ls -laR /etc/kubernetes/pki/*.crt Verify that the permissions are 600 or more restrictive.","Run the below command (based on the file location on your system) on the Control Plane node. For example, chmod -R 600 /etc/kubernetes/pki/*.crt",• Level 1 - Master Node,None,1. https://kubernetes.io/docs/admin/kube-apiserver/,1 Section,Manual,"By default, the certificates used by Kubernetes are set to have permissions of 644",,Manual,HIGH,,"The task involves verifying file permissions on the host filesystem, which is outside the scope of Kubernetes APIs and kubectl capabilities. While automation tools like Ansible or Puppet could script this task, it requires SSH access to the control plane node, making it inherently a manual process for direct compliance checks.",,"1. SSH into the Control Plane node where Kubernetes is running. 2. Execute the command: `ls -laR /etc/kubernetes/pki/*.crt` to list the permissions of the certificate files. 3. Verify that each certificate file has permissions set to `600` or more restrictive (e.g., `400`). 4. If any file permissions are less restrictive than `600`, note it as non-compliant and proceed with remediation.",Yes,2025-11-02T17:47:55.427079,Manual,HIGH,,"The task involves verifying file permissions on the host filesystem, which is outside the scope of Kubernetes APIs and kubectl capabilities. While automation tools like Ansible or Puppet could script this task, it requires SSH access to the control plane node, making it inherently a manual process for direct compliance checks.",,"1. SSH into the Control Plane node where Kubernetes is running. 2. Execute the command: `ls -laR /etc/kubernetes/pki/*.crt` to list the permissions of the certificate files. 3. Verify that each certificate file has permissions set to `600` or more restrictive (e.g., `400`). 4. If any file permissions are less restrictive than `600`, note it as non-compliant and proceed with remediation.",Yes,2025-11-02T17:47:55.427079
1.1.21,cis-k8s-k8s123-v101-1-1-21,CIS_Kubernetes_V1.23_Benchmark_V1.0.1_PDF_,Ensure that the Kubernetes PKI key file permissions are set to 600,Ensure that Kubernetes PKI key files have permissions of 600 .,Kubernetes makes use of a number of key files as part of the operation of its components. The permissions on these files should be set to 600 to protect their integrity and confidentiality.,"Run the below command (based on the file location on your system) on the Control Plane node. For example, ls -laR /etc/kubernetes/pki/*.key Verify that the permissions are 600 .","Run the below command (based on the file location on your system) on the Control Plane node. For example, chmod -R 600 /etc/kubernetes/pki/*.key",• Level 1 - Master Node,None,1. https://kubernetes.io/docs/admin/kube-apiserver/,1 Section,Manual,"By default, the keys used by Kubernetes are set to have permissions of 600",,Manual,HIGH,,"The task of verifying file permissions on the Kubernetes PKI key files requires direct access to the file system of the nodes, which cannot be achieved through Kubernetes APIs or `kubectl`. Both AI opinions acknowledge the necessity of manual inspection or infrastructure-level automation, but given the nature of the task, manual verification is the most straightforward and reliable method. Automation would require external tools or scripts, which are not part of Kubernetes' native capabilities.",,"1. SSH into the Control Plane node where the Kubernetes PKI key files are stored. 2. Execute the command: `ls -laR /etc/kubernetes/pki/*.key` to list the permissions of the key files. 3. Verify that each key file has permissions set to `-rw-------` (600). 4. If any file does not have the correct permissions, document the file name and current permissions for remediation.",Yes,2025-11-02T18:44:22.324360,Manual,HIGH,,"The task of verifying file permissions on the Kubernetes PKI key files requires direct access to the file system of the nodes, which cannot be achieved through Kubernetes APIs or `kubectl`. Both AI opinions acknowledge the necessity of manual inspection or infrastructure-level automation, but given the nature of the task, manual verification is the most straightforward and reliable method. Automation would require external tools or scripts, which are not part of Kubernetes' native capabilities.",,"1. SSH into the Control Plane node where the Kubernetes PKI key files are stored. 2. Execute the command: `ls -laR /etc/kubernetes/pki/*.key` to list the permissions of the key files. 3. Verify that each key file has permissions set to `-rw-------` (600). 4. If any file does not have the correct permissions, document the file name and current permissions for remediation.",Yes,2025-11-02T18:44:22.324360
3.1.1,cis-k8s-k8s123-v101-3-1-1,CIS_Kubernetes_V1.23_Benchmark_V1.0.1_PDF_,Client certificate authentication should not be used for users,"Kubernetes provides the option to use client certificates for user authentication. However as there is no way to revoke these certificates when a user leaves an organization or loses their credential, they are not suitable for this purpose. It is not possible to fully disable client certificate use within a cluster as it is used for component to component authentication.","With any authentication mechanism the ability to revoke credentials if they are compromised or no longer required, is a key control. Kubernetes client certificate authentication does not allow for this due to a lack of support for certificate revocation.",Review user access to the cluster and ensure that users are not making use of Kubernetes client certificate authentication.,Alternative mechanisms provided by Kubernetes such as the use of OIDC should be implemented in place of client certificates.,• Level 1 - Master Node,External mechanisms for authentication generally require additional software to be deployed.,N/A,3 Section,Manual,Client certificate authentication is enabled by default.,"The lack of certificate revocation was flagged up as a high risk issue in the recent Kubernetes security audit. Without this feature, client certificate authentication is not suitable for end users.",Manual,HIGH,,"The control requires verifying user authentication methods, specifically ensuring that client certificate authentication is not used for users. This involves reviewing the `kube-apiserver` configuration, which is not directly accessible via Kubernetes APIs or CLI tools like `kubectl`. The need to manually inspect server-side configurations or command-line arguments makes this a manual process. The first AI opinion correctly identifies the manual nature of this task, while the second AI suggests partial automation, which is not feasible given the current Kubernetes API capabilities.",,"1. **Review User Access:** - Execute `kubectl get clusterroles,clusterrolebindings,roles,rolebindings --all-namespaces` to list all roles and bindings in the cluster. - Note: This step is for context and does not directly verify client certificate usage. 2. **Verify User Authentication Methods:** - Access the `kube-apiserver` configuration file or command line arguments on the server where the API server is running. - Look for the `--client-ca-file` flag, which indicates that client certificates are being used for authentication. 3. **Expected Secure Configuration:** - Ensure that no user accounts are configured to authenticate using client certificates. Instead, verify that alternative authentication methods such as OIDC are in place. 4. **Confirm Compliance:** - Document any instances where client certificate authentication is found for users and recommend transitioning to a more secure authentication method, such as OIDC.",Yes,2025-11-02T18:04:43.931075,Manual,HIGH,,"The control requires verifying user authentication methods, specifically ensuring that client certificate authentication is not used for users. This involves reviewing the `kube-apiserver` configuration, which is not directly accessible via Kubernetes APIs or CLI tools like `kubectl`. The need to manually inspect server-side configurations or command-line arguments makes this a manual process. The first AI opinion correctly identifies the manual nature of this task, while the second AI suggests partial automation, which is not feasible given the current Kubernetes API capabilities.",,"1. **Review User Access:** - Execute `kubectl get clusterroles,clusterrolebindings,roles,rolebindings --all-namespaces` to list all roles and bindings in the cluster. - Note: This step is for context and does not directly verify client certificate usage. 2. **Verify User Authentication Methods:** - Access the `kube-apiserver` configuration file or command line arguments on the server where the API server is running. - Look for the `--client-ca-file` flag, which indicates that client certificates are being used for authentication. 3. **Expected Secure Configuration:** - Ensure that no user accounts are configured to authenticate using client certificates. Instead, verify that alternative authentication methods such as OIDC are in place. 4. **Confirm Compliance:** - Document any instances where client certificate authentication is found for users and recommend transitioning to a more secure authentication method, such as OIDC.",Yes,2025-11-02T18:04:43.931075
4.1.1,cis-k8s-k8s123-v101-4-1-1,CIS_Kubernetes_V1.23_Benchmark_V1.0.1_PDF_,Ensure that the kubelet service file permissions are set to 600 or more restrictive,Ensure that the kubelet service file has permissions of 600 or more restrictive.,The kubelet service file controls various parameters that set the behavior of the kubelet service in the worker node. You should restrict its file permissions to maintain the integrity of the file. The file should be writable by only the administrators on the system.,"Automated AAC auditing has been modified to allow CIS-CAT to input a variable for the <PATH>/<FILENAME> of the kubelet service config file. Please set $kubelet_service_config=<PATH> based on the file location on your system for example: export kubelet_service_config=/etc/systemd/system/kubelet.service.d/kubeadm.conf To perform the audit manually: Run the below command (based on the file location on your system) on each worker node. For example, stat -c %a /etc/systemd/system/kubelet.service.d/10-kubeadm.conf Verify that the permissions are 600 or more restrictive.","Run the below command (based on the file location on your system) on each worker node. For example, chmod 600 /etc/systemd/system/kubelet.service.d/kubeadm.conf",• Level 1 - Worker Node,None,1. https://kubernetes.io/docs/admin/kubelet/ 2. https://kubernetes.io/docs/setup/independent/create-cluster-kubeadm/#44-joining-your-nodes 3. https://kubernetes.io/docs/admin/kubeadm/#kubelet-drop-in,4 Section,Automated,"By default, the kubelet service file has permissions of 640 .",,Manual,HIGH,,"The task involves checking and setting file permissions on the host operating system, which is outside the scope of Kubernetes APIs and cannot be directly automated using Kubernetes tools like kubectl. Both AI opinions acknowledge the necessity of accessing the underlying node's file system, which requires manual intervention or the use of external configuration management tools not inherently part of Kubernetes.",,"1. SSH into each worker node where the kubelet service is running. 2. Run the command: `stat -c %a /etc/systemd/system/kubelet.service.d/10-kubeadm.conf` (or the appropriate path for your kubelet service file). 3. Verify that the output shows permissions of `600` or more restrictive (e.g., `600`, `400`). 4. If the permissions are not `600` or more restrictive, run the command: `chmod 600 /etc/systemd/system/kubelet.service.d/10-kubeadm.conf` to correct the permissions. 5. Confirm compliance by re-running the `stat` command to ensure the permissions have been updated correctly.",Yes,2025-11-02T18:57:34.309650,Manual,HIGH,,"The task involves checking and setting file permissions on the host operating system, which is outside the scope of Kubernetes APIs and cannot be directly automated using Kubernetes tools like kubectl. Both AI opinions acknowledge the necessity of accessing the underlying node's file system, which requires manual intervention or the use of external configuration management tools not inherently part of Kubernetes.",,"1. SSH into each worker node where the kubelet service is running. 2. Run the command: `stat -c %a /etc/systemd/system/kubelet.service.d/10-kubeadm.conf` (or the appropriate path for your kubelet service file). 3. Verify that the output shows permissions of `600` or more restrictive (e.g., `600`, `400`). 4. If the permissions are not `600` or more restrictive, run the command: `chmod 600 /etc/systemd/system/kubelet.service.d/10-kubeadm.conf` to correct the permissions. 5. Confirm compliance by re-running the `stat` command to ensure the permissions have been updated correctly.",Yes,2025-11-02T18:57:34.309650
4.1.2,cis-k8s-k8s123-v101-4-1-2,CIS_Kubernetes_V1.23_Benchmark_V1.0.1_PDF_,Ensure that the kubelet service file ownership is set to root:root,Ensure that the kubelet service file ownership is set to root:root .,The kubelet service file controls various parameters that set the behavior of the kubelet service in the worker node. You should set its file ownership to maintain the integrity of the file. The file should be owned by root:root .,"Automated AAC auditing has been modified to allow CIS-CAT to input a variable for the <PATH>/<FILENAME> of the kubelet service config file. Please set $kubelet_service_config=<PATH> based on the file location on your system for example: export kubelet_service_config=/etc/systemd/system/kubelet.service.d/kubeadm.conf To perform the audit manually: Run the below command (based on the file location on your system) on each worker node. For example, stat -c %a /etc/systemd/system/kubelet.service.d/10-kubeadm.conf Verify that the ownership is set to root:root .","Run the below command (based on the file location on your system) on each worker node. For example, chown root:root /etc/systemd/system/kubelet.service.d/kubeadm.conf",• Level 1 - Worker Node,None,1. https://kubernetes.io/docs/admin/kubelet/ 2. https://kubernetes.io/docs/setup/independent/create-cluster-kubeadm/#44-joining-your-nodes 3. https://kubernetes.io/docs/admin/kubeadm/#kubelet-drop-in,4 Section,Automated,"By default, kubelet service file ownership is set to root:root .",,Manual,HIGH,,"The compliance control requires checking the file ownership of the kubelet service file on the host operating system, which is not accessible through Kubernetes APIs or `kubectl`. This task involves inspecting the file system properties directly on the worker nodes, which necessitates manual verification or scripting outside of Kubernetes capabilities.",,"1. Log into each worker node where the kubelet service is running. 2. Determine the correct path of the kubelet service file, typically found at `/etc/systemd/system/kubelet.service.d/kubeadm.conf` or a similar location depending on the Kubernetes setup. 3. Execute the command `stat -c %U:%G <path_to_kubelet_service_file>` to check the ownership of the file. 4. Verify that the output of the command is `root:root`. This confirms that the file ownership is correctly set. 5. If the ownership is not `root:root`, run the command `chown root:root <path_to_kubelet_service_file>` to remediate.",Yes,2025-11-02T17:47:41.545930,Manual,HIGH,,"The compliance control requires checking the file ownership of the kubelet service file on the host operating system, which is not accessible through Kubernetes APIs or `kubectl`. This task involves inspecting the file system properties directly on the worker nodes, which necessitates manual verification or scripting outside of Kubernetes capabilities.",,"1. Log into each worker node where the kubelet service is running. 2. Determine the correct path of the kubelet service file, typically found at `/etc/systemd/system/kubelet.service.d/kubeadm.conf` or a similar location depending on the Kubernetes setup. 3. Execute the command `stat -c %U:%G <path_to_kubelet_service_file>` to check the ownership of the file. 4. Verify that the output of the command is `root:root`. This confirms that the file ownership is correctly set. 5. If the ownership is not `root:root`, run the command `chown root:root <path_to_kubelet_service_file>` to remediate.",Yes,2025-11-02T17:47:41.545930
4.1.3,cis-k8s-k8s123-v101-4-1-3,CIS_Kubernetes_V1.23_Benchmark_V1.0.1_PDF_,If proxy kubeconfig file exists ensure permissions are set to 600 or more restrictive,"If kube-proxy is running, and if it is using a file-based kubeconfig file, ensure that the proxy kubeconfig file has permissions of 600 or more restrictive.","The kube-proxy kubeconfig file controls various parameters of the kube-proxy service in the worker node. You should restrict its file permissions to maintain the integrity of the file. The file should be writable by only the administrators on the system. It is possible to run kube-proxy with the kubeconfig parameters configured as a Kubernetes ConfigMap instead of a file. In this case, there is no proxy kubeconfig file.","Find the kubeconfig file being used by kube-proxy by running the following command: ps -ef | grep kube-proxy If kube-proxy is running, get the kubeconfig file location from the --kubeconfig parameter. To perform the audit: Run the below command (based on the file location on your system) on each worker node. For example, stat -c %a <path><filename> Verify that a file is specified and it exists with permissions are 600 or more restrictive.","Run the below command (based on the file location on your system) on each worker node. For example, chmod 600 <proxy kubeconfig file>",• Level 1 - Worker Node,None,1. https://kubernetes.io/docs/admin/kube-proxy/,4 Section,Manual,"By default, proxy file has permissions of 640 .",,Manual,HIGH,,"The task requires checking file permissions on the underlying file system of the nodes, which cannot be directly managed or verified through Kubernetes APIs or kubectl. Both AI opinions agree that this task involves manual steps, as Kubernetes does not provide native capabilities to inspect or modify file system permissions on nodes. Automation could be achieved through external scripting or configuration management tools, but not through Kubernetes-native methods.",,"1. **Identify the kube-proxy process**: On each worker node, execute `ps -ef | grep kube-proxy` to locate the kube-proxy process and its parameters. 2. **Locate the kubeconfig file**: From the output, identify the `--kubeconfig` parameter to find the path of the kubeconfig file used by kube-proxy. 3. **Check file permissions**: Run `stat -c %a <path_to_kubeconfig_file>` to check the file permissions. 4. **Verify permissions**: Ensure that the permissions are set to `600` or more restrictive (e.g., `400`). 5. **Confirm compliance**: If permissions are not compliant, adjust them using `chmod 600 <path_to_kubeconfig_file>`.",Yes,2025-11-02T19:05:04.378712,Manual,HIGH,,"The task requires checking file permissions on the underlying file system of the nodes, which cannot be directly managed or verified through Kubernetes APIs or kubectl. Both AI opinions agree that this task involves manual steps, as Kubernetes does not provide native capabilities to inspect or modify file system permissions on nodes. Automation could be achieved through external scripting or configuration management tools, but not through Kubernetes-native methods.",,"1. **Identify the kube-proxy process**: On each worker node, execute `ps -ef | grep kube-proxy` to locate the kube-proxy process and its parameters. 2. **Locate the kubeconfig file**: From the output, identify the `--kubeconfig` parameter to find the path of the kubeconfig file used by kube-proxy. 3. **Check file permissions**: Run `stat -c %a <path_to_kubeconfig_file>` to check the file permissions. 4. **Verify permissions**: Ensure that the permissions are set to `600` or more restrictive (e.g., `400`). 5. **Confirm compliance**: If permissions are not compliant, adjust them using `chmod 600 <path_to_kubeconfig_file>`.",Yes,2025-11-02T19:05:04.378712
4.1.4,cis-k8s-k8s123-v101-4-1-4,CIS_Kubernetes_V1.23_Benchmark_V1.0.1_PDF_,If proxy kubeconfig file exists ensure ownership is set to root:root,"If kube-proxy is running, ensure that the file ownership of its kubeconfig file is set to root:root .",The kubeconfig file for kube-proxy controls various parameters for the kube-proxy service in the worker node. You should set its file ownership to maintain the integrity of the file. The file should be owned by root:root .,"Find the kubeconfig file being used by kube-proxy by running the following command: ps -ef | grep kube-proxy If kube-proxy is running, get the kubeconfig file location from the --kubeconfig parameter. To perform the audit: Run the below command (based on the file location on your system) on each worker node. For example, stat -c %U:%G <path><filename> Verify that the ownership is set to root:root .","Run the below command (based on the file location on your system) on each worker node. For example, chown root:root <proxy kubeconfig file>",• Level 1 - Worker Node,None,1. https://kubernetes.io/docs/admin/kube-proxy/,4 Section,Manual,"By default, proxy file ownership is set to root:root .",,Manual,HIGH,,"The compliance control requires checking the file ownership of the kube-proxy's kubeconfig file on the host filesystem, which cannot be directly accessed or verified using Kubernetes APIs or `kubectl`. Both AI opinions agree that while the steps can be automated with a custom script, the task itself involves manual inspection of the host system, which is outside the scope of Kubernetes API capabilities.",,"1. **Identify the kube-proxy process:** - Execute the command: `ps -ef | grep kube-proxy` on each worker node to find the running kube-proxy process and its parameters. 2. **Locate the kubeconfig file:** - From the output, identify the `--kubeconfig` parameter to determine the path to the kubeconfig file used by kube-proxy. 3. **Check file ownership:** - Run the command: `stat -c %U:%G <path_to_kubeconfig_file>` (replace `<path_to_kubeconfig_file>` with the actual path obtained) to check the user and group ownership of the file. 4. **Verify ownership:** - Ensure the output is `root:root`. If not, change the ownership using: `chown root:root <path_to_kubeconfig_file>`. 5. **Confirm compliance:** - The control is compliant if the ownership is set to `root:root`.",Yes,2025-11-02T18:24:00.102462,Manual,HIGH,,"The compliance control requires checking the file ownership of the kube-proxy's kubeconfig file on the host filesystem, which cannot be directly accessed or verified using Kubernetes APIs or `kubectl`. Both AI opinions agree that while the steps can be automated with a custom script, the task itself involves manual inspection of the host system, which is outside the scope of Kubernetes API capabilities.",,"1. **Identify the kube-proxy process:** - Execute the command: `ps -ef | grep kube-proxy` on each worker node to find the running kube-proxy process and its parameters. 2. **Locate the kubeconfig file:** - From the output, identify the `--kubeconfig` parameter to determine the path to the kubeconfig file used by kube-proxy. 3. **Check file ownership:** - Run the command: `stat -c %U:%G <path_to_kubeconfig_file>` (replace `<path_to_kubeconfig_file>` with the actual path obtained) to check the user and group ownership of the file. 4. **Verify ownership:** - Ensure the output is `root:root`. If not, change the ownership using: `chown root:root <path_to_kubeconfig_file>`. 5. **Confirm compliance:** - The control is compliant if the ownership is set to `root:root`.",Yes,2025-11-02T18:24:00.102462
4.1.5,cis-k8s-k8s123-v101-4-1-5,CIS_Kubernetes_V1.23_Benchmark_V1.0.1_PDF_,Ensure that the --kubeconfig kubelet.conf file permissions are set to 600 or more restrictive,Ensure that the kubelet.conf file has permissions of 600 or more restrictive.,"The kubelet.conf file is the kubeconfig file for the node, and controls various parameters that set the behavior and identity of the worker node. You should restrict its file permissions to maintain the integrity of the file. The file should be writable by only the administrators on the system.","Automated AAC auditing has been modified to allow CIS-CAT to input a variable for the <PATH>/<FILENAME> of the kubelet config file. Please set $kubelet_config=<PATH> based on the file location on your system for example: export kubelet_config=/etc/kubernetes/kubelet.conf To perform the audit manually: Run the below command (based on the file location on your system) on each worker node. For example, stat -c %a /etc/kubernetes/kubelet.conf Verify that the ownership is set to root:root . Verify that the permissions are 600 or more restrictive.","Run the below command (based on the file location on your system) on each worker node. For example, chmod 600 /etc/kubernetes/kubelet.conf",• Level 1 - Worker Node,None,1. https://kubernetes.io/docs/admin/kubelet/,4 Section,Automated,"By default, kubelet.conf file has permissions of 600 .",,Manual,HIGH,,"The task requires checking file permissions directly on the node's filesystem, which cannot be fully automated through Kubernetes APIs or `kubectl` alone. The use of `kubectl exec` is a workaround that still necessitates node-level access, making it more of a manual process. This approach ensures that the file permissions are verified accurately without relying on indirect methods that could miss filesystem-specific details.",,"1. Identify the location of the `kubelet.conf` file on each worker node. Typically, it is located at `/etc/kubernetes/kubelet.conf`. 2. Log into each worker node using SSH. 3. Run the command `stat -c %a /etc/kubernetes/kubelet.conf` to check the file permissions. 4. Verify that the output is `600` or more restrictive. 5. Ensure that the file ownership is set to `root:root` by running `ls -l /etc/kubernetes/kubelet.conf`. 6. If the permissions or ownership are incorrect, correct them using `chmod 600 /etc/kubernetes/kubelet.conf` and `chown root:root /etc/kubernetes/kubelet.conf`.",Yes,2025-11-02T19:11:18.853747,Manual,HIGH,,"The task requires checking file permissions directly on the node's filesystem, which cannot be fully automated through Kubernetes APIs or `kubectl` alone. The use of `kubectl exec` is a workaround that still necessitates node-level access, making it more of a manual process. This approach ensures that the file permissions are verified accurately without relying on indirect methods that could miss filesystem-specific details.",,"1. Identify the location of the `kubelet.conf` file on each worker node. Typically, it is located at `/etc/kubernetes/kubelet.conf`. 2. Log into each worker node using SSH. 3. Run the command `stat -c %a /etc/kubernetes/kubelet.conf` to check the file permissions. 4. Verify that the output is `600` or more restrictive. 5. Ensure that the file ownership is set to `root:root` by running `ls -l /etc/kubernetes/kubelet.conf`. 6. If the permissions or ownership are incorrect, correct them using `chmod 600 /etc/kubernetes/kubelet.conf` and `chown root:root /etc/kubernetes/kubelet.conf`.",Yes,2025-11-02T19:11:18.853747
4.1.6,cis-k8s-k8s123-v101-4-1-6,CIS_Kubernetes_V1.23_Benchmark_V1.0.1_PDF_,Ensure that the --kubeconfig kubelet.conf file ownership is set to root:root,Ensure that the kubelet.conf file ownership is set to root:root .,"The kubelet.conf file is the kubeconfig file for the node, and controls various parameters that set the behavior and identity of the worker node. You should set its file ownership to maintain the integrity of the file. The file should be owned by root:root .","Automated AAC auditing has been modified to allow CIS-CAT to input a variable for the <PATH>/<FILENAME> of the kubelet config file. Please set $kubelet_config=<PATH> based on the file location on your system for example: export kubelet_config=/etc/kubernetes/kubelet.conf To perform the audit manually: Run the below command (based on the file location on your system) on each worker node. For example, stat -c %U %G /etc/kubernetes/kubelet.conf Verify that the ownership is set to root:root .","Run the below command (based on the file location on your system) on each worker node. For example, chown root:root /etc/kubernetes/kubelet.conf",• Level 1 - Worker Node,None,1. https://kubernetes.io/docs/admin/kubelet/,4 Section,Automated,"By default, kubelet.conf file ownership is set to root:root .",,Manual,HIGH,,"Both AI opinions agree that checking the ownership of the `kubelet.conf` file requires SSH access to the nodes, as this file's properties are not accessible via Kubernetes APIs or kubectl commands. The task involves interacting with the underlying operating system, which is outside the scope of Kubernetes API capabilities.",,"1. SSH into each worker node where the kubelet is running. 2. Run the command: `stat -c %U %G /etc/kubernetes/kubelet.conf` 3. Verify that the output shows `root root` as the owner and group of the file. 4. If the ownership is not set to `root:root`, run the command: `chown root:root /etc/kubernetes/kubelet.conf` to correct the ownership.",Yes,2025-11-02T18:45:03.626290,Manual,HIGH,,"Both AI opinions agree that checking the ownership of the `kubelet.conf` file requires SSH access to the nodes, as this file's properties are not accessible via Kubernetes APIs or kubectl commands. The task involves interacting with the underlying operating system, which is outside the scope of Kubernetes API capabilities.",,"1. SSH into each worker node where the kubelet is running. 2. Run the command: `stat -c %U %G /etc/kubernetes/kubelet.conf` 3. Verify that the output shows `root root` as the owner and group of the file. 4. If the ownership is not set to `root:root`, run the command: `chown root:root /etc/kubernetes/kubelet.conf` to correct the ownership.",Yes,2025-11-02T18:45:03.626290
